compound,broad_id,cohens_d,p_value,n_lost,n_intact,median_sensitivity_lost,median_sensitivity_intact,fdr
EUK-134,BRD-K19741031-001-01-4,0.0994,0.990298681908539,64,556,-0.237,-0.2105,0.9978511439730471
AC-261066,BRD-K31144453-001-03-9,0.1003,0.7063649742336304,64,554,-0.0052,-0.0482,0.9962626903601212
EI1,BRD-K91535048-001-01-2,0.1003,0.658089606662555,64,554,-0.067,-0.0616,0.9962626903601212
alpha-methylserotonin,BRD-K01826806-050-02-9,0.1004,0.21530006296272752,64,556,-0.0909,-0.1193,0.9487690209253847
sofosbuvir-impurity-m,BRD-K00003527-001-01-9,0.1009,0.12192893162405813,64,557,0.0798,-0.0544,0.9275472926169483
SX-682,BRD-K00091103-001-01-9,0.1016,0.6310218555769517,63,545,0.0783,-0.0107,0.9962626903601212
caspofungin,BRD-K00002625-402-02-9,0.1019,0.4031931099428131,64,554,0.0525,-0.0078,0.9869805608457428
AMG-510,BRD-K00010385-001-01-9,0.1019,0.9938368478710048,64,557,-0.1442,-0.1524,0.9978511439730471
carbaril,BRD-K54208592-001-10-9,0.1029,0.8484126703984581,64,554,0.036,0.0102,0.9962626903601212
Rimacalib,BRD-K00076949-001-02-9,0.1035,0.7337498706488115,63,545,-0.3653,-0.3315,0.9962626903601212
"1,4-butanediol",BRD-K22346679-001-06-3,0.1036,0.6111994542314173,64,554,0.1381,0.1089,0.9962626903601212
pagoclone,BRD-K00003428-001-01-9,0.1036,0.2075365701907308,64,554,0.124,0.0397,0.9487690209253847
GS-967,BRD-K26526496-001-03-9,0.104,0.4162125658304723,64,554,0.2204,0.1365,0.9931150056270361
cot-inhibitor-2,BRD-K49468759-001-04-2,0.1042,0.5265203219586978,64,554,-0.087,-0.1548,0.9962626903601212
AG-556,BRD-K81048131-001-03-9,0.1043,0.5638519212125779,64,554,0.097,-0.0095,0.9962626903601212
atenolol-(+),BRD-K68075732-001-11-8,0.1045,0.22840113796571593,64,556,0.0261,-0.039,0.9487690209253847
GANT-61,BRD-K09485525-001-03-9,0.1045,0.6704392353531556,64,554,-0.0829,-0.0851,0.9962626903601212
JI-101,BRD-K00003209-001-01-9,0.1047,0.7973216647706921,64,556,-0.2508,-0.1931,0.9962626903601212
cinnamaldehyde,BRD-K26875402-001-13-9,0.1048,0.8786400048836903,64,554,-0.0255,-0.026,0.9962626903601212
Actinonin,BRD-K24621118-001-04-9,0.1052,0.7740258978367175,63,545,-0.282,-0.2629,0.9962626903601212
Elamipretide (TFA),BRD-K00079505-019-02-9,0.1054,0.6483559251014572,63,545,-0.3088,-0.3408,0.9962626903601212
PD-166285,BRD-K93217218-300-03-9,0.1055,0.7513587825221812,64,554,-5.0069,-4.8904,0.9962626903601212
PF-06651600,BRD-K47084954-001-02-9,0.1067,0.47939853667034615,64,554,0.0866,0.0638,0.9962626903601212
sameridine,BRD-K00004552-001-01-9,0.107,0.5774148243614468,64,554,-0.0219,-0.0672,0.9962626903601212
WH-4-023,BRD-K50199947-001-07-9,0.1075,0.7858199210731102,64,554,-0.0545,-0.0683,0.9962626903601212
etrabamine,BRD-K00004658-001-01-9,0.1079,0.2360388973569566,64,554,0.0799,0.0015,0.9487690209253847
ibotenic-acid,BRD-A02971356-001-09-9,0.1086,0.30830500602536914,64,556,0.1192,0.0356,0.9514018446556411
ethoxyquin,BRD-K56792340-001-14-9,0.1087,0.23081752898420038,64,554,0.1064,0.0308,0.9487690209253847
TC-S-7003,BRD-K34362291-001-02-9,0.1088,0.5998406730774986,64,554,-5.0595,-5.0391,0.9962626903601212
PRX-07034,BRD-K00004616-001-01-9,0.109,0.35591054254931076,64,554,0.0127,-0.0551,0.9704788142491085
elacytarabine,BRD-K00004609-001-01-9,0.1092,0.35016100549142704,64,554,-0.9205,-1.0963,0.9704788142491085
BMS-182874,BRD-K56509348-003-04-9,0.1096,0.61535342389955,64,554,-0.1116,-0.1013,0.9962626903601212
BW-B70C,BRD-A55946879-001-04-9,0.11,0.7705103557873346,64,554,-0.1506,-0.0999,0.9962626903601212
madecassoside,BRD-K00003328-001-01-9,0.1101,0.2166284943051966,64,557,0.0758,0.0363,0.9487690209253847
letrazuril,BRD-K00003474-001-01-9,0.1103,0.273180602681408,64,557,0.0602,0.0017,0.9487690209253847
Brofaromine,BRD-K00076468-001-02-9,0.1103,0.8414851255857866,63,545,-0.0612,-0.0433,0.9962626903601212
luzindole,BRD-K67013324-001-04-9,0.1104,0.32702587437680974,64,554,0.0513,0.0098,0.964535458278684
Elexacaftor,BRD-K00093437-001-01-9,0.1105,0.7042910438453988,63,545,-0.4208,-0.4042,0.9962626903601212
BMS-986195,BRD-K00003110-001-01-9,0.1114,0.5043809566537598,64,557,-0.085,-0.0996,0.9962626903601212
ASP-6537,BRD-K82239282-001-02-9,0.1116,0.6301681078374897,64,557,0.0698,0.1156,0.9962626903601212
CU-T12-9,BRD-K89462779-001-02-9,0.1116,0.5623544574327923,64,554,-0.1172,-0.1826,0.9962626903601212
Trifarotene,BRD-K00077480-001-02-9,0.1117,0.2406150939912698,63,545,0.0331,-0.0139,0.9487690209253847
ONO-4059,BRD-K00003197-001-02-9,0.112,0.35514051635703103,64,554,0.0073,-0.0733,0.9704788142491085
lucanthone,BRD-K00003521-001-01-9,0.1123,0.7207046723681452,64,554,-0.3977,-0.3652,0.9962626903601212
G-749,BRD-K00003126-001-01-9,0.1123,0.744779922852018,64,557,-3.1535,-3.0625,0.9962626903601212
Fluticasone furoate,BRD-K00084841-001-01-9,0.1127,0.5299960418907577,63,545,-0.6784,-0.8153,0.9962626903601212
SR-1078,BRD-K26501486-001-02-9,0.1128,0.0751656758819701,64,554,-0.1363,-0.3031,0.9275472926169483
decloxizine,BRD-K00003318-300-01-9,0.1128,0.8784693461716395,64,556,-0.0124,-0.0061,0.9962626903601212
mirin,BRD-K55420858-001-01-0,0.1129,0.23039993328770658,64,556,-0.0586,-0.1265,0.9487690209253847
BMS-470539,BRD-K22000702-300-02-9,0.1132,0.8166831820304742,64,554,0.1206,0.1333,0.9962626903601212
K-Ras(G12C)-inhibitor-12,BRD-K90756851-001-01-1,0.1133,0.27820054440190245,64,556,-0.5486,-0.6492,0.9504576784928698
LY2828360,BRD-K00005249-001-01-9,0.1133,0.2126473365835364,64,554,0.1449,0.0786,0.9487690209253847
N-Acetylcysteine amide,BRD-K00091105-001-01-9,0.1133,0.4505349204388198,63,545,0.0783,0.0377,0.9962626903601212
Sarolaner,BRD-K00084848-001-01-9,0.1134,0.37096299844963676,63,545,-0.117,-0.1114,0.9746618815418533
ML324,BRD-K25611237-001-02-1,0.1137,0.3605527830134454,64,554,-0.3108,-0.4123,0.9704788142491085
ibiglustat,BRD-K14063023-001-02-9,0.1143,0.660257583109669,64,557,-0.1336,-0.1466,0.9962626903601212
SSTR5 antagonist 1,BRD-K00091080-001-01-9,0.1149,0.2674048659215168,63,545,0.1201,0.0573,0.9487690209253847
putrescine,BRD-K75282878-300-05-3,0.1156,0.25713646764224973,64,554,0.0752,0.0008,0.9487690209253847
SF-11,BRD-K42629487-001-09-9,0.1157,0.4338075813273554,64,554,-0.0627,-0.1056,0.9962626903601212
DOTMP,BRD-K00004678-001-01-9,0.1159,0.33722131439233527,64,557,0.1027,0.0495,0.9704788142491085
E7820,BRD-K00003172-001-01-9,0.1166,0.685050862671782,64,554,-3.7042,-3.7286,0.9962626903601212
CGP-39551,BRD-K00004626-001-01-9,0.1166,0.5563838835949578,64,554,0.1677,0.1222,0.9962626903601212
HBED,BRD-K00004555-001-01-9,0.1171,0.5257494927251743,64,557,-0.0791,-0.1344,0.9962626903601212
Neticonazole,BRD-K00074531-001-02-9,0.1175,0.7110518567371946,63,545,0.0412,0.0326,0.9962626903601212
4-CPA,BRD-K00078770-001-02-9,0.1184,0.3382907630800618,63,545,0.093,0.0638,0.9704788142491085
TC-A-2317,BRD-A12147465-003-02-9,0.1188,0.7555371305952534,64,556,-1.9694,-1.8413,0.9962626903601212
S4,BRD-K96798615-001-02-9,0.119,0.4447440019609673,64,554,0.064,0.0127,0.9962626903601212
Molnupiravir,BRD-K00090621-001-02-9,0.1193,0.2586816415837465,63,545,-0.1142,-0.1575,0.9487690209253847
rovazolac,BRD-K00003502-001-01-9,0.1213,0.386761457976461,64,557,-0.2773,-0.37,0.9778833764515054
rolapitant,BRD-K00003175-001-01-9,0.1215,0.35130617405278153,64,554,0.0062,-0.0199,0.9704788142491085
PF-03882845,BRD-K51041191-001-02-9,0.1216,0.5864267116079402,64,557,0.0304,0.0426,0.9962626903601212
pralmorelin,BRD-K00004629-001-01-9,0.1218,0.6047808949841922,64,557,0.0577,0.034,0.9962626903601212
AZD5423,BRD-K00076418-001-02-9,0.1219,0.5299960418907577,63,545,0.0182,-0.0489,0.9962626903601212
neuropathiazol,BRD-K28567778-001-02-7,0.1222,0.7056765179189266,64,556,0.0779,0.0732,0.9962626903601212
nemiralisib,BRD-K00003285-001-01-9,0.1223,0.37832757851353227,64,556,-0.1273,-0.2082,0.9774740562498717
LXH254,BRD-K00003107-001-01-9,0.1226,0.23552213657916576,64,557,-1.0578,-1.1879,0.9487690209253847
vapendavir,BRD-K00004577-001-01-9,0.1232,0.1708253350386315,64,556,-0.0044,-0.0411,0.9487690209253847
imidurea,BRD-K00003682-001-01-9,0.1232,0.11113455878170578,64,554,0.0657,-0.001,0.9275472926169483
CM-4620,BRD-K00003438-001-01-9,0.1233,0.3891978928139479,64,554,0.0125,-0.0432,0.9778833764515054
PF-06952229,BRD-K00091071-001-01-9,0.1237,0.21381414816209499,63,545,-0.2082,-0.3585,0.9487690209253847
S-38093,BRD-K00003455-001-01-9,0.124,0.4065293975572015,64,554,0.0836,0.014,0.9869805608457428
ER-50891,BRD-K18347943-001-02-9,0.1241,0.2056378295855873,64,556,0.0394,-0.0183,0.9487690209253847
SDZ-220-040,BRD-K82266792-001-03-9,0.1248,0.5245910440013211,64,554,0.1645,0.1128,0.9962626903601212
ACT-709478,BRD-K00003538-001-02-9,0.1248,0.7873994206767014,63,545,-0.0983,-0.1264,0.9962626903601212
kasugamycin,BRD-K91644281-311-02-9,0.125,0.4381633796462614,64,554,0.1116,0.0932,0.9962626903601212
TAK-071,BRD-K00091106-001-01-9,0.1252,0.33334604127028,63,545,0.2066,0.0894,0.968108426371158
furvina,BRD-K00004693-001-01-9,0.1253,0.6613166857297993,64,556,0.1519,0.1385,0.9962626903601212
SR-2211,BRD-K11641193-001-03-9,0.1254,0.48770702594039905,64,554,0.0687,0.056,0.9962626903601212
JNJ-5207852,BRD-K27889527-001-10-9,0.1258,0.1887265136588676,63,545,0.1571,0.0509,0.9487690209253847
Dorzagliatin,BRD-K00090645-001-01-9,0.1262,0.5673537626875031,63,545,-0.018,-0.0344,0.9962626903601212
PF-05175157,BRD-K00002423-001-02-9,0.1262,0.11911518635704993,64,557,0.0105,-0.0634,0.9275472926169483
ST-1535,BRD-K00004706-001-01-9,0.1269,0.6634478012240598,64,554,0.0626,0.056,0.9962626903601212
CKI-7,BRD-K34303607-300-01-4,0.1273,0.5026675329241909,64,554,0.0359,0.0309,0.9962626903601212
JNJ-39758979,BRD-K00003403-001-01-9,0.1274,0.47162075762586375,64,557,0.1284,0.0699,0.9962626903601212
DDD107498 (succinate),BRD-K17754715-036-03-9,0.1276,0.37217947428772213,63,545,-0.2022,-0.2812,0.9748578674136137
VBY-825,BRD-K36338614-001-02-1,0.1277,0.3743084059628401,64,554,0.1405,0.0774,0.9758138622224934
flurbiprofen-axetil,BRD-K00004724-001-01-9,0.1277,0.5357336172036775,64,554,0.0068,-0.0151,0.9962626903601212
SM-164,BRD-K06191411-001-02-5,0.1279,0.6527489174640165,64,554,-0.2385,-0.2354,0.9962626903601212
naquotinib,BRD-K64114733-066-03-9,0.1288,0.2864473053816141,64,556,-2.2411,-2.5926,0.9514018446556411
rislenemdaz,BRD-K00003471-001-01-9,0.1293,0.2710489819629477,64,554,0.0832,0.0438,0.9487690209253847
anagliptin,BRD-K05355328-001-02-9,0.1306,0.21639350791285517,64,556,-0.0358,-0.0984,0.9487690209253847
chromium-picolinate,BRD-K01029106-001-02-9,0.1308,0.26720449636975907,64,554,0.0725,0.041,0.9487690209253847
dihydroxyphenylglycine,BRD-A20589515-001-03-9,0.1312,0.30735346066683245,64,554,-0.0909,-0.1399,0.9514018446556411
ampyrone,BRD-K20484910-001-16-9,0.1312,0.5154766802650037,64,554,-0.0255,-0.0696,0.9962626903601212
seladelpar,BRD-K00003284-236-01-9,0.1314,0.3629693190496336,64,556,0.0547,-0.0071,0.9704788142491085
alisporivir,BRD-K00003135-001-01-9,0.1316,0.7547277404382083,64,554,-0.1895,-0.1633,0.9962626903601212
bictegravir,BRD-K00003247-001-01-9,0.1317,0.10564389490542539,64,557,0.0574,-0.0241,0.9275472926169483
AS-2444697,BRD-K73565918-003-02-9,0.1319,0.3108707336266875,64,554,-0.2883,-0.3524,0.9514018446556411
SD-2590,BRD-K51102532-003-02-9,0.1326,0.7693797820306941,64,554,0.0864,0.074,0.9962626903601212
BMS-986020,BRD-K00004586-001-01-9,0.1327,0.3791258212895281,64,556,-0.2249,-0.2296,0.9774740562498717
GSK2830371,BRD-K17472821-001-01-2,0.1329,0.9997050078324009,64,554,-0.2358,-0.1414,1.0
imisopasem-manganese,BRD-K00003154-001-01-9,0.1333,0.48595725759763553,64,556,-0.1095,-0.1159,0.9962626903601212
PhiKan-083,BRD-K44400149-003-02-9,0.1334,0.0714864918806256,64,554,0.0586,-0.0652,0.9275472926169483
Mps1-IN-1,BRD-K94853001-300-04-9,0.1342,0.5484715201754504,64,554,-0.312,-0.3098,0.9962626903601212
GSK2245035,BRD-K00074079-001-02-9,0.1343,0.5103362511409084,63,545,0.3856,0.3597,0.9962626903601212
ML298,BRD-K24600306-003-02-9,0.1348,0.23487143373720742,64,554,0.0492,-0.0932,0.9487690209253847
BAY-61-3606,BRD-K53281329-300-01-5,0.1349,0.4469500073560534,64,554,-0.5799,-0.6428,0.9962626903601212
cabagin,BRD-K41504985-003-02-9,0.135,0.45628290807090677,64,554,0.0552,0.0513,0.9962626903601212
DDR1-IN-1,BRD-K61845293-300-03-9,0.135,0.31252302681196553,64,556,-0.1017,-0.2429,0.9514018446556411
YC-1,BRD-K60476892-001-17-9,0.1351,0.7920813492018507,64,554,-0.255,-0.2295,0.9962626903601212
centanafadine,BRD-K00004588-001-01-9,0.1352,0.35822693219655755,64,554,0.0071,-0.0026,0.9704788142491085
SR-31747,BRD-K00074858-003-02-9,0.1355,0.647811276559468,63,545,-0.1284,-0.0964,0.9962626903601212
sincalide,BRD-K00003334-001-01-9,0.1355,0.5214390506210032,64,557,0.0648,0.0686,0.9962626903601212
AM095,BRD-K23952234-236-03-4,0.1357,0.17644652349757928,64,557,-0.0255,-0.1084,0.9487690209253847
deazaguanine,BRD-K00004562-001-01-9,0.136,0.5185755593124366,64,557,0.0965,0.1086,0.9962626903601212
2-Benzyl-4-chlorophenol,BRD-K83982397-001-06-9,0.1367,0.3467654588314014,63,545,0.0422,-0.035,0.9704788142491085
KME-4,BRD-K00004747-001-01-9,0.1372,0.8518899592482303,64,554,0.0917,0.125,0.9962626903601212
KM-0118,BRD-K00005245-001-01-9,0.1403,0.25771232822455115,64,557,-0.1875,-0.1931,0.9487690209253847
RN-1,BRD-K41415459-300-02-9,0.1403,0.48077789878135224,64,554,0.0489,0.042,0.9962626903601212
SSR240612,BRD-K00003186-003-01-9,0.1407,0.3583712894410974,64,557,0.1198,0.0612,0.9704788142491085
JTE-013,BRD-K43330982-001-04-9,0.1407,0.4711678925349081,64,554,-0.0291,0.0208,0.9962626903601212
JNJ-678,BRD-K00004600-001-01-9,0.1416,0.03787007520669456,64,556,-0.0635,-0.1632,0.9275472926169483
FH-535,BRD-K48112880-001-04-9,0.1418,0.3618043024504156,64,556,0.123,0.0754,0.9704788142491085
CC-92480,BRD-K00087010-001-02-9,0.1419,0.6001205293214629,63,545,-0.0062,-0.0889,0.9962626903601212
tauroglycocholate,BRD-K00003523-236-01-9,0.1423,0.35948130929234434,64,556,-0.1349,-0.2,0.9704788142491085
NHI-2,BRD-K05653025-001-02-9,0.1424,0.2759076543483664,64,554,0.0531,0.0376,0.9487690209253847
PF-06412562,BRD-K00004652-001-01-9,0.1427,0.1523646383925082,64,557,-0.056,-0.1399,0.9487690209253847
delgocitinib,BRD-K00003500-001-01-9,0.1432,0.4581392542292997,64,557,-0.1185,-0.1343,0.9962626903601212
S15535,BRD-K00004653-001-01-9,0.1437,0.27836623301506214,64,557,-0.0983,-0.1453,0.9504576784928698
Ensartinib hydrochloride,BRD-K00073038-001-02-9,0.1437,0.5792166297351007,63,545,-0.5494,-0.585,0.9962626903601212
paquinimod,BRD-K00003371-001-01-9,0.1443,0.5007842952121175,64,554,0.1458,0.1004,0.9962626903601212
SA-47,BRD-K99819791-001-02-9,0.1443,0.0751656758819701,64,554,0.1608,0.0458,0.9275472926169483
ocaperidone,BRD-K00003399-001-01-9,0.1443,0.2618225969019169,64,554,0.0362,-0.0006,0.9487690209253847
dipyrocetyl,BRD-K47608922-001-05-9,0.1444,0.2395658977479045,64,554,0.0597,0.0168,0.9487690209253847
BMS-770767,BRD-K00004655-001-01-9,0.1447,0.19426184854244866,64,557,0.0809,0.0012,0.9487690209253847
flutemetamol,BRD-K00071586-001-01-9,0.1448,0.2012518338737529,63,545,0.1624,0.1157,0.9487690209253847
Olanexidine,BRD-K00074735-014-02-9,0.1449,0.4487181783397288,63,545,-0.2489,-0.2778,0.9962626903601212
sparteine-(+),BRD-K38203080-001-01-2,0.1458,0.1986144710266563,64,554,0.0309,-0.0015,0.9487690209253847
avadomide,BRD-A88644406-001-02-9,0.1459,0.6106810828278882,64,554,0.0458,0.0357,0.9962626903601212
indeglitazar,BRD-K00003177-001-01-9,0.1467,0.3548635087390437,64,556,0.0157,-0.0621,0.9704788142491085
futibatinib,BRD-K00003392-001-01-9,0.1469,0.3399612589715264,64,554,-0.0468,-0.0405,0.9704788142491085
SKLB-1028,BRD-K00004690-001-01-9,0.1476,0.04530304002049837,64,556,-0.385,-0.7176,0.9275472926169483
AZD 4017,BRD-K00074831-001-02-9,0.1477,0.25297689689018166,63,545,0.1187,0.0533,0.9487690209253847
MK-7246,BRD-K00003199-001-01-9,0.1486,0.13504610233418768,64,557,0.0324,-0.0476,0.9342660946216771
RP-001,BRD-A29148886-003-02-9,0.1496,0.11935893591680526,64,556,-0.0373,-0.1598,0.9275472926169483
GF109203X,BRD-K31342827-001-13-8,0.1498,0.09832912082435218,64,554,-0.2841,-0.4069,0.9275472926169483
dexmedetomidine,BRD-K18423410-003-02-5,0.1501,0.4230282536058658,64,554,-0.0849,-0.1091,0.9949940755879771
tapinarof,BRD-K00003498-001-01-9,0.1503,0.16549918783840156,64,554,-0.0533,-0.1215,0.9487690209253847
USL311,BRD-K00091126-001-01-9,0.1503,0.47969223748100653,63,545,0.1479,0.1322,0.9962626903601212
peposertib,BRD-K00003426-001-01-9,0.1506,0.13809079209404393,64,554,-0.4859,-0.63,0.9388552552131104
AMI-1,BRD-K75114721-304-02-6,0.1517,0.41198587194640324,64,554,0.0551,-0.0006,0.9898107478141797
GSK3326595,BRD-K00003421-001-01-9,0.1523,0.61535342389955,64,554,-1.0435,-0.8767,0.9962626903601212
exo-IWR-1,BRD-K96155658-001-02-9,0.1524,0.29525121936775356,64,554,-0.1572,-0.2416,0.9514018446556411
Oteseconazole,BRD-K00077023-001-02-9,0.1527,0.14919454445584784,63,545,-0.2586,-0.3253,0.9487690209253847
AVex-73,BRD-K00003435-003-01-9,0.1529,0.2497603327766249,64,554,0.2126,0.0975,0.9487690209253847
NTRC-824,BRD-K07788774-001-02-9,0.1529,0.6044759038121198,64,554,0.0303,0.0141,0.9962626903601212
MC1568,BRD-K24031866-001-02-1,0.1533,0.560360831643196,64,554,-0.1156,-0.0813,0.9962626903601212
tecadenoson,BRD-K00003289-001-01-9,0.1535,0.19324573614406892,64,554,0.16,0.1506,0.9487690209253847
BAY-1895344,BRD-K00003422-003-01-9,0.154,0.46256523216993917,64,554,-4.4614,-4.506,0.9962626903601212
PI3Kd-IN-2,BRD-K00004592-001-01-9,0.1543,0.49178320812361587,64,557,-0.1349,-0.1297,0.9962626903601212
PF-429242,BRD-K11821338-300-02-9,0.1543,0.1265016323140591,64,554,-0.1946,-0.3139,0.9275472926169483
solriamfetol,BRD-K00004707-001-01-9,0.1543,0.07613983498761749,64,554,0.216,0.0993,0.9275472926169483
alovudine,BRD-K00004697-001-01-9,0.1545,0.23756139417380717,64,557,-0.227,-0.3493,0.9487690209253847
PD-161570,BRD-K97152684-001-03-9,0.1563,0.28613622252529214,64,554,-0.9468,-1.1212,0.9514018446556411
Tricaine (methanesulfonate),BRD-K44518413-066-04-9,0.1563,0.19335438776076386,63,545,-0.1957,-0.2231,0.9487690209253847
cefiderocol,BRD-K00003257-001-01-9,0.1564,0.22159379502347587,64,557,-0.0441,-0.1003,0.9487690209253847
Spinosad,BRD-K00080753-001-01-9,0.1566,0.20259063087339468,63,545,-0.0051,-0.0995,0.9487690209253847
triamcinolone-hexacetonide,BRD-K00003338-001-01-9,0.1568,0.1465496140447133,64,557,0.023,-0.0553,0.9487690209253847
cysteamine,BRD-K92611362-003-03-9,0.1578,0.2392705693804119,64,554,-0.0357,-0.117,0.9487690209253847
Pericyazine,BRD-K89669299-001-04-9,0.1582,0.37543548022142537,63,545,-0.0092,-0.049,0.9762610429085435
GSK2256098,BRD-K00003379-001-01-9,0.1586,0.2834723868733896,64,554,-0.0001,-0.0315,0.9514018446556411
cefotaxime,BRD-K78364995-236-18-3,0.1588,0.1801474276272922,64,553,0.0901,-0.0196,0.9487690209253847
RBN-2397,BRD-K00090629-001-01-9,0.1588,0.261567199433289,63,545,-0.6123,-0.7242,0.9487690209253847
(Rac)-Tavapadon,BRD-K00090657-001-01-9,0.1598,0.10449587523083473,63,545,0.0921,0.0363,0.9275472926169483
MW-150,BRD-K00091273-001-01-9,0.1605,0.4948874919225864,63,545,-0.2146,-0.2524,0.9962626903601212
Mobocertinib,BRD-K00069020-001-02-9,0.1605,0.06974184623409903,63,545,-0.729,-0.9067,0.9275472926169483
A-939572,BRD-K99308908-001-02-9,0.1614,0.17477196181275279,64,556,-0.3437,-0.4238,0.9487690209253847
SR-1664,BRD-K62814487-001-03-0,0.1617,0.10997838082663161,64,554,0.0744,-0.0599,0.9275472926169483
TCS-OX2-29,BRD-K29424831-003-01-3,0.1621,0.31870186179587545,64,554,0.0088,-0.0203,0.9553768206359181
avitinib,BRD-K00003294-050-01-9,0.1623,0.13893130401925846,64,557,-4.786,-5.4238,0.9388552552131104
RU-SKI-43,BRD-A33603104-003-02-9,0.1624,0.32447766402112754,64,554,-0.2044,-0.2233,0.9588852605380689
Mapracorat,BRD-K00077013-001-02-9,0.1628,0.42989519756604555,63,545,-0.071,-0.0403,0.9949940755879771
CB-103,BRD-K99108507-001-10-9,0.1632,0.11147001830951349,63,545,0.0802,0.001,0.9275472926169483
AMG-397,BRD-K00108790-001-01-9,0.1634,0.43835296473563345,63,545,-1.0413,-1.2149,0.9962626903601212
Petesicatib,BRD-K00091277-001-01-9,0.1635,0.3882178997339545,63,545,0.2258,0.1763,0.9778833764515054
4-(aminomethyl)benzoic-acid,BRD-K00003517-001-01-9,0.1641,0.2266977395767421,64,556,0.0459,-0.0065,0.9487690209253847
pindolol-(-),BRD-K95598440-001-10-9,0.1643,0.0996909715659798,64,554,0.0901,-0.0306,0.9275472926169483
siremadlin,BRD-K65480835-001-02-9,0.1648,0.08041229727342485,64,557,0.0153,-0.0895,0.9275472926169483
nelociguat,BRD-K00003315-001-01-9,0.1651,0.11103039543889442,64,556,0.2322,0.101,0.9275472926169483
GDC-0084,BRD-K00003309-001-01-9,0.1655,0.13021484482432805,64,554,-2.1184,-2.3508,0.9275472926169483
AZD7986,BRD-K00003398-001-01-9,0.1658,0.16890828602259955,64,554,0.1885,0.1692,0.9487690209253847
Ro-48-6791,BRD-K00004572-001-01-9,0.166,0.20351870039233788,64,557,-0.0351,-0.0528,0.9487690209253847
UK-5099,BRD-K19558579-001-02-9,0.1668,0.15365449634094877,64,554,-0.1184,-0.2387,0.9487690209253847
sancycline,BRD-K00003242-001-01-9,0.1674,0.18924556266545878,64,556,0.0378,-0.0003,0.9487690209253847
SR 146131,BRD-K00076260-001-02-9,0.1676,0.22058863045963095,63,545,0.175,0.1559,0.9487690209253847
Ilorasertib,BRD-K00077460-001-02-9,0.1676,0.18898145549054268,63,545,-2.1045,-2.3034,0.9487690209253847
CGP-78608,BRD-K60946979-003-02-9,0.1679,0.4065293975572015,64,554,0.0992,0.1219,0.9869805608457428
AZD4573,BRD-K00003106-001-01-9,0.1691,0.45226973848265284,64,554,-7.3705,-7.6755,0.9962626903601212
GDC-0077,BRD-K00003420-001-01-9,0.1693,0.10737137988559546,64,554,-0.2374,-0.3439,0.9275472926169483
apyramide,BRD-K00004738-001-01-9,0.17,0.1996233865821716,64,557,-0.1083,-0.1418,0.9487690209253847
LHF-535,BRD-K00090654-001-01-9,0.1701,0.29758028471013587,63,545,-0.2112,-0.2366,0.9514018446556411
emixustat,BRD-K00003290-003-01-9,0.1721,0.11988433516128955,64,556,0.0779,-0.0201,0.9275472926169483
Belzutifan,BRD-K00091288-001-01-9,0.1723,0.4106766986589423,63,545,0.133,0.1002,0.9898026632225063
ammonium-perfluorocaprylate,BRD-K32531356-001-03-9,0.1744,0.29696029298399995,64,554,0.063,-0.0396,0.9514018446556411
allicin,BRD-A60402836-001-01-0,0.1749,0.47527343847056924,64,554,0.0592,0.048,0.9962626903601212
SCH-221510,BRD-K00004286-001-01-9,0.1754,0.3597764486105579,64,554,0.0076,-0.0196,0.9704788142491085
GNE-477,BRD-K12609995-001-02-9,0.1761,0.2759941545040202,63,545,-4.3554,-4.4146,0.9487690209253847
nicodicosapent,BRD-K00003262-001-01-9,0.1764,0.1940081748606003,64,556,-0.0174,-0.0656,0.9487690209253847
Artelinic acid,BRD-K00073067-001-02-9,0.1769,0.6620326543239805,63,545,-0.6394,-0.6786,0.9962626903601212
sonepiprazole,BRD-K69857269-001-03-9,0.1769,0.11032086206571738,64,557,0.2014,0.0927,0.9275472926169483
"N-(2-bromo-6-fluorophenyl)-4,5-dihydro-1H-imidazol",BRD-K00077192-001-02-9,0.1769,0.2088327063614639,63,545,0.0793,0.0291,0.9487690209253847
fumagillin,BRD-A99367815-001-04-9,0.1771,0.13566106817436713,64,553,-0.5086,-0.6376,0.9342660946216771
BAY-1436032,BRD-K00003359-001-01-9,0.1777,0.2259620984412204,64,554,0.0627,0.0129,0.9487690209253847
micafungin,BRD-K40407248-001-04-9,0.1788,0.15386782376450928,64,554,0.1201,0.0767,0.9487690209253847
florifenine,BRD-K00004567-001-01-9,0.1804,0.3891978928139479,64,554,-0.0187,-0.0255,0.9778833764515054
ZD-4190,BRD-K00076465-001-02-9,0.1808,0.16703986526550396,63,545,-0.311,-0.4346,0.9487690209253847
JHW-007,BRD-K32892871-003-02-9,0.1809,0.18674739559940368,64,554,-0.1066,-0.1746,0.9487690209253847
CCR2 antagonist 3,BRD-K00077266-001-02-9,0.1811,0.07044504583661756,63,545,0.1206,0.0038,0.9275472926169483
soraprazan,BRD-K00004585-001-01-9,0.1813,0.17155437666020146,64,557,-0.1529,-0.2147,0.9487690209253847
Omaciclovir,BRD-K00091117-001-01-9,0.1814,0.18543531924022072,63,545,0.0902,0.0356,0.9487690209253847
JNJ-38877618,BRD-K00003094-001-01-9,0.1825,0.17762650024318083,64,557,-0.0267,-0.1207,0.9487690209253847
XL041,BRD-K00003439-001-01-9,0.1836,0.3066856709722864,64,557,-0.1305,-0.156,0.9514018446556411
