drug_name,targets,pathway_id,pathway_name,raw_distance,z_score,p_value,proximity_score,significant
DESIPRAMINE,HTR2A,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
DESIPRAMINE,HTR2A,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
DESIPRAMINE,HTR2A,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
DESIPRAMINE,HTR2A,GO:0030182,neuron differentiation,3.0,-1.0634,0.143807,0.2127,False
DESIPRAMINE,HTR2A,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
DESIPRAMINE,HTR2A,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
DESIPRAMINE,HTR2A,GO:0048699,generation of neurons,3.0,-1.2245,0.110374,0.2449,False
DESIPRAMINE,HTR2A,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
DESMETHYLOLANZAPINE,DRD1;DRD2,R-HSA-112316,neuronal system,3.0,-0.2933,0.38465,0.0587,False
DESMETHYLOLANZAPINE,DRD1;DRD2,GO:0007399,nervous system development,3.1667,0.0416,0.516593,0.0,False
DESMETHYLOLANZAPINE,DRD1;DRD2,GO:0007268,chemical synaptic transmission,2.625,-1.1273,0.129812,0.2255,False
DESMETHYLOLANZAPINE,DRD1;DRD2,hsa04728,dopaminergic synapse,2.0,-1.8052,0.035522,0.361,False
DESMETHYLOLANZAPINE,DRD1;DRD2,GO:0007409,axonogenesis,2.75,-1.3783,0.084059,0.2757,False
DESMETHYLOLANZAPINE,DRD1;DRD2,GO:0021987,cerebral cortex development,3.5,0.3048,0.61975,0.0,False
DESMETHYLOLANZAPINE,DRD1;DRD2,GO:0030182,neuron differentiation,3.0,-0.3398,0.366995,0.068,False
DESMETHYLOLANZAPINE,DRD1;DRD2,GO:0001764,neuron migration,3.0,0.438,0.669315,0.0,False
DESMETHYLOLANZAPINE,DRD1;DRD2,GO:0050804,modulation of chemical synaptic transmission,3.0,0.1379,0.554847,0.0,False
DESMETHYLOLANZAPINE,DRD1;DRD2,GO:0048699,generation of neurons,3.0,-0.5595,0.287907,0.1119,False
DESMETHYLOLANZAPINE,DRD1;DRD2,hsa04330,Notch signaling pathway,3.0,-0.2861,0.387405,0.0572,False
DEXANABINOL,CNR1,R-HSA-112316,neuronal system,3.2857,-0.3949,0.346455,0.079,False
DEXANABINOL,CNR1,GO:0007399,nervous system development,3.5,-0.0024,0.499057,0.0005,False
DEXANABINOL,CNR1,GO:0007268,chemical synaptic transmission,3.125,-0.546,0.292522,0.1092,False
DEXANABINOL,CNR1,hsa04728,dopaminergic synapse,2.3333,-1.3942,0.081628,0.2788,False
DEXANABINOL,CNR1,GO:0007409,axonogenesis,3.25,-0.8553,0.196181,0.1711,False
DEXANABINOL,CNR1,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
DEXANABINOL,CNR1,GO:0030182,neuron differentiation,3.25,-0.4842,0.314125,0.0968,False
DEXANABINOL,CNR1,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
DEXANABINOL,CNR1,GO:0050804,modulation of chemical synaptic transmission,3.25,-0.0656,0.473841,0.0131,False
DEXANABINOL,CNR1,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
DEXANABINOL,CNR1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
DEXNIGULDIPINE,ADRA2A,R-HSA-112316,neuronal system,3.7143,0.594,0.723748,0.0,False
DEXNIGULDIPINE,ADRA2A,GO:0007399,nervous system development,3.6667,0.3916,0.652335,0.0,False
DEXNIGULDIPINE,ADRA2A,GO:0007268,chemical synaptic transmission,3.25,-0.2531,0.400097,0.0506,False
DEXNIGULDIPINE,ADRA2A,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
DEXNIGULDIPINE,ADRA2A,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
DEXNIGULDIPINE,ADRA2A,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
DEXNIGULDIPINE,ADRA2A,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
DEXNIGULDIPINE,ADRA2A,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
DEXNIGULDIPINE,ADRA2A,GO:0050804,modulation of chemical synaptic transmission,3.5,0.4315,0.666946,0.0,False
DEXNIGULDIPINE,ADRA2A,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
DEXNIGULDIPINE,ADRA2A,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
DIAZEPAM,GABRA1,R-HSA-112316,neuronal system,3.4286,-0.0653,0.47398,0.0131,False
DIAZEPAM,GABRA1,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
DIAZEPAM,GABRA1,GO:0007268,chemical synaptic transmission,3.375,0.0398,0.515889,0.0,False
DIAZEPAM,GABRA1,hsa04728,dopaminergic synapse,2.6667,-0.7622,0.222971,0.1524,False
DIAZEPAM,GABRA1,GO:0007409,axonogenesis,4.25,1.3985,0.919022,0.0,False
DIAZEPAM,GABRA1,GO:0021987,cerebral cortex development,4.5,1.4517,0.926714,0.0,False
DIAZEPAM,GABRA1,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
DIAZEPAM,GABRA1,GO:0001764,neuron migration,4.0,1.5097,0.934437,0.0,False
DIAZEPAM,GABRA1,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
DIAZEPAM,GABRA1,GO:0048699,generation of neurons,4.3333,1.65,0.950526,0.0,False
DIAZEPAM,GABRA1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
DIDESMETHYLIMIPRAMINE,HTR2A,R-HSA-112316,neuronal system,3.1429,-0.7245,0.234364,0.1449,False
DIDESMETHYLIMIPRAMINE,HTR2A,GO:0007399,nervous system development,3.3333,-0.3964,0.34592,0.0793,False
DIDESMETHYLIMIPRAMINE,HTR2A,GO:0007268,chemical synaptic transmission,2.875,-1.1319,0.128838,0.2264,False
DIDESMETHYLIMIPRAMINE,HTR2A,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
DIDESMETHYLIMIPRAMINE,HTR2A,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
DIDESMETHYLIMIPRAMINE,HTR2A,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
DIDESMETHYLIMIPRAMINE,HTR2A,GO:0030182,neuron differentiation,3.0,-1.0634,0.143807,0.2127,False
DIDESMETHYLIMIPRAMINE,HTR2A,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
DIDESMETHYLIMIPRAMINE,HTR2A,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
DIDESMETHYLIMIPRAMINE,HTR2A,GO:0048699,generation of neurons,3.0,-1.2245,0.110374,0.2449,False
DIDESMETHYLIMIPRAMINE,HTR2A,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
DIFLUOROBENZTROPINE,DRD3,R-HSA-112316,neuronal system,3.4286,-0.0653,0.47398,0.0131,False
DIFLUOROBENZTROPINE,DRD3,GO:0007399,nervous system development,3.6667,0.3916,0.652335,0.0,False
DIFLUOROBENZTROPINE,DRD3,GO:0007268,chemical synaptic transmission,3.125,-0.546,0.292522,0.1092,False
DIFLUOROBENZTROPINE,DRD3,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
DIFLUOROBENZTROPINE,DRD3,GO:0007409,axonogenesis,3.75,0.2716,0.607031,0.0,False
DIFLUOROBENZTROPINE,DRD3,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
DIFLUOROBENZTROPINE,DRD3,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
DIFLUOROBENZTROPINE,DRD3,GO:0001764,neuron migration,3.5,0.64,0.738929,0.0,False
DIFLUOROBENZTROPINE,DRD3,GO:0050804,modulation of chemical synaptic transmission,3.25,-0.0656,0.473841,0.0131,False
DIFLUOROBENZTROPINE,DRD3,GO:0048699,generation of neurons,3.6667,0.2127,0.584225,0.0,False
DIFLUOROBENZTROPINE,DRD3,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
DIHYDREXIDINE,DRD1,R-HSA-112316,neuronal system,3.1429,-0.7245,0.234364,0.1449,False
DIHYDREXIDINE,DRD1,GO:0007399,nervous system development,3.3333,-0.3964,0.34592,0.0793,False
DIHYDREXIDINE,DRD1,GO:0007268,chemical synaptic transmission,2.75,-1.4248,0.077102,0.285,False
DIHYDREXIDINE,DRD1,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
DIHYDREXIDINE,DRD1,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
DIHYDREXIDINE,DRD1,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
DIHYDREXIDINE,DRD1,GO:0030182,neuron differentiation,3.0,-1.0634,0.143807,0.2127,False
DIHYDREXIDINE,DRD1,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
DIHYDREXIDINE,DRD1,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
DIHYDREXIDINE,DRD1,GO:0048699,generation of neurons,3.0,-1.2245,0.110374,0.2449,False
DIHYDREXIDINE,DRD1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
DIHYDROTETRABENAZINE,SLC18A2,R-HSA-112316,neuronal system,3.0,-1.0542,0.145898,0.2108,False
DIHYDROTETRABENAZINE,SLC18A2,GO:0007399,nervous system development,3.5,-0.0024,0.499057,0.0005,False
DIHYDROTETRABENAZINE,SLC18A2,GO:0007268,chemical synaptic transmission,2.5,-2.0107,0.022178,0.4021,True
DIHYDROTETRABENAZINE,SLC18A2,hsa04728,dopaminergic synapse,2.3333,-1.3942,0.081628,0.2788,False
DIHYDROTETRABENAZINE,SLC18A2,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
DIHYDROTETRABENAZINE,SLC18A2,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
DIHYDROTETRABENAZINE,SLC18A2,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
DIHYDROTETRABENAZINE,SLC18A2,GO:0001764,neuron migration,3.5,0.64,0.738929,0.0,False
DIHYDROTETRABENAZINE,SLC18A2,GO:0050804,modulation of chemical synaptic transmission,2.75,-1.0598,0.144607,0.212,False
DIHYDROTETRABENAZINE,SLC18A2,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
DIHYDROTETRABENAZINE,SLC18A2,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
DIMETHYL PHTHALATE,SLC6A4,R-HSA-112316,neuronal system,3.0,-1.0542,0.145898,0.2108,False
DIMETHYL PHTHALATE,SLC6A4,GO:0007399,nervous system development,3.1667,-0.7904,0.21466,0.1581,False
DIMETHYL PHTHALATE,SLC6A4,GO:0007268,chemical synaptic transmission,2.625,-1.7178,0.042919,0.3436,False
DIMETHYL PHTHALATE,SLC6A4,hsa04728,dopaminergic synapse,1.6667,-2.6582,0.003928,0.5316,True
DIMETHYL PHTHALATE,SLC6A4,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
DIMETHYL PHTHALATE,SLC6A4,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
DIMETHYL PHTHALATE,SLC6A4,GO:0030182,neuron differentiation,3.25,-0.4842,0.314125,0.0968,False
DIMETHYL PHTHALATE,SLC6A4,GO:0001764,neuron migration,2.5,-1.0992,0.135838,0.2198,False
DIMETHYL PHTHALATE,SLC6A4,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
DIMETHYL PHTHALATE,SLC6A4,GO:0048699,generation of neurons,3.0,-1.2245,0.110374,0.2449,False
DIMETHYL PHTHALATE,SLC6A4,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
DIPYRIDAMOLE,PDE10A,R-HSA-112316,neuronal system,3.2857,-0.3949,0.346455,0.079,False
DIPYRIDAMOLE,PDE10A,GO:0007399,nervous system development,3.6667,0.3916,0.652335,0.0,False
DIPYRIDAMOLE,PDE10A,GO:0007268,chemical synaptic transmission,3.125,-0.546,0.292522,0.1092,False
DIPYRIDAMOLE,PDE10A,hsa04728,dopaminergic synapse,3.0,-0.1302,0.448207,0.026,False
DIPYRIDAMOLE,PDE10A,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
DIPYRIDAMOLE,PDE10A,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
DIPYRIDAMOLE,PDE10A,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
DIPYRIDAMOLE,PDE10A,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
DIPYRIDAMOLE,PDE10A,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
DIPYRIDAMOLE,PDE10A,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
DIPYRIDAMOLE,PDE10A,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
DISPYRIN,ADRA2A,R-HSA-112316,neuronal system,3.7143,0.594,0.723748,0.0,False
DISPYRIN,ADRA2A,GO:0007399,nervous system development,3.6667,0.3916,0.652335,0.0,False
DISPYRIN,ADRA2A,GO:0007268,chemical synaptic transmission,3.25,-0.2531,0.400097,0.0506,False
DISPYRIN,ADRA2A,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
DISPYRIN,ADRA2A,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
DISPYRIN,ADRA2A,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
DISPYRIN,ADRA2A,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
DISPYRIN,ADRA2A,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
DISPYRIN,ADRA2A,GO:0050804,modulation of chemical synaptic transmission,3.5,0.4315,0.666946,0.0,False
DISPYRIN,ADRA2A,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
DISPYRIN,ADRA2A,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
DOPAMINE,DRD1;DRD3;SLC6A4,R-HSA-112316,neuronal system,2.8571,-0.175,0.430528,0.035,False
DOPAMINE,DRD1;DRD3;SLC6A4,GO:0007399,nervous system development,3.0,0.1343,0.553423,0.0,False
DOPAMINE,DRD1;DRD3;SLC6A4,GO:0007268,chemical synaptic transmission,2.5,-1.0488,0.147135,0.2098,False
DOPAMINE,DRD1;DRD3;SLC6A4,hsa04728,dopaminergic synapse,1.6667,-2.3483,0.00943,0.4697,True
DOPAMINE,DRD1;DRD3;SLC6A4,GO:0007409,axonogenesis,2.75,-0.9168,0.17963,0.1834,False
DOPAMINE,DRD1;DRD3;SLC6A4,GO:0021987,cerebral cortex development,3.5,0.7058,0.759851,0.0,False
DOPAMINE,DRD1;DRD3;SLC6A4,GO:0030182,neuron differentiation,3.0,0.2175,0.586082,0.0,False
DOPAMINE,DRD1;DRD3;SLC6A4,GO:0001764,neuron migration,2.5,-0.3037,0.380686,0.0607,False
DOPAMINE,DRD1;DRD3;SLC6A4,GO:0050804,modulation of chemical synaptic transmission,2.75,0.0115,0.504598,0.0,False
DOPAMINE,DRD1;DRD3;SLC6A4,GO:0048699,generation of neurons,2.6667,-0.9389,0.173894,0.1878,False
DOPAMINE,DRD1;DRD3;SLC6A4,hsa04330,Notch signaling pathway,3.0,0.048,0.519144,0.0,False
DOXANTHRINE,ADRA2A,R-HSA-112316,neuronal system,3.7143,0.594,0.723748,0.0,False
DOXANTHRINE,ADRA2A,GO:0007399,nervous system development,3.6667,0.3916,0.652335,0.0,False
DOXANTHRINE,ADRA2A,GO:0007268,chemical synaptic transmission,3.25,-0.2531,0.400097,0.0506,False
DOXANTHRINE,ADRA2A,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
DOXANTHRINE,ADRA2A,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
DOXANTHRINE,ADRA2A,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
DOXANTHRINE,ADRA2A,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
DOXANTHRINE,ADRA2A,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
DOXANTHRINE,ADRA2A,GO:0050804,modulation of chemical synaptic transmission,3.5,0.4315,0.666946,0.0,False
DOXANTHRINE,ADRA2A,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
DOXANTHRINE,ADRA2A,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
DOXAZOSIN,ADRA2A,R-HSA-112316,neuronal system,3.7143,0.594,0.723748,0.0,False
DOXAZOSIN,ADRA2A,GO:0007399,nervous system development,3.6667,0.3916,0.652335,0.0,False
DOXAZOSIN,ADRA2A,GO:0007268,chemical synaptic transmission,3.25,-0.2531,0.400097,0.0506,False
DOXAZOSIN,ADRA2A,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
DOXAZOSIN,ADRA2A,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
DOXAZOSIN,ADRA2A,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
DOXAZOSIN,ADRA2A,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
DOXAZOSIN,ADRA2A,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
DOXAZOSIN,ADRA2A,GO:0050804,modulation of chemical synaptic transmission,3.5,0.4315,0.666946,0.0,False
DOXAZOSIN,ADRA2A,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
DOXAZOSIN,ADRA2A,hsa04330,Notch signaling pathway,4.0,0.8006,0.78833,0.0,False
DRONABINOL,CNR1;CNR2,R-HSA-112316,neuronal system,3.2857,0.4806,0.684587,0.0,False
DRONABINOL,CNR1;CNR2,GO:0007399,nervous system development,3.5,1.0817,0.860305,0.0,False
DRONABINOL,CNR1;CNR2,GO:0007268,chemical synaptic transmission,3.125,0.3143,0.623336,0.0,False
DRONABINOL,CNR1;CNR2,hsa04728,dopaminergic synapse,2.3333,-0.9935,0.160232,0.1987,False
DRONABINOL,CNR1;CNR2,GO:0007409,axonogenesis,3.25,-0.0694,0.472347,0.0139,False
DRONABINOL,CNR1;CNR2,GO:0021987,cerebral cortex development,3.5,0.3048,0.61975,0.0,False
DRONABINOL,CNR1;CNR2,GO:0030182,neuron differentiation,3.25,0.3801,0.648079,0.0,False
DRONABINOL,CNR1;CNR2,GO:0001764,neuron migration,3.0,0.438,0.669315,0.0,False
DRONABINOL,CNR1;CNR2,GO:0050804,modulation of chemical synaptic transmission,3.25,0.6986,0.757586,0.0,False
DRONABINOL,CNR1;CNR2,GO:0048699,generation of neurons,3.3333,0.296,0.616389,0.0,False
DRONABINOL,CNR1;CNR2,hsa04330,Notch signaling pathway,3.0,-0.2861,0.387405,0.0572,False
DULOXETINE,SLC6A4,R-HSA-112316,neuronal system,3.0,-1.0542,0.145898,0.2108,False
DULOXETINE,SLC6A4,GO:0007399,nervous system development,3.1667,-0.7904,0.21466,0.1581,False
DULOXETINE,SLC6A4,GO:0007268,chemical synaptic transmission,2.625,-1.7178,0.042919,0.3436,False
DULOXETINE,SLC6A4,hsa04728,dopaminergic synapse,1.6667,-2.6582,0.003928,0.5316,True
DULOXETINE,SLC6A4,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
DULOXETINE,SLC6A4,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
DULOXETINE,SLC6A4,GO:0030182,neuron differentiation,3.25,-0.4842,0.314125,0.0968,False
DULOXETINE,SLC6A4,GO:0001764,neuron migration,2.5,-1.0992,0.135838,0.2198,False
DULOXETINE,SLC6A4,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
DULOXETINE,SLC6A4,GO:0048699,generation of neurons,3.0,-1.2245,0.110374,0.2449,False
DULOXETINE,SLC6A4,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
ECOPIPAM,DRD1,R-HSA-112316,neuronal system,3.1429,-0.7245,0.234364,0.1449,False
ECOPIPAM,DRD1,GO:0007399,nervous system development,3.3333,-0.3964,0.34592,0.0793,False
ECOPIPAM,DRD1,GO:0007268,chemical synaptic transmission,2.75,-1.4248,0.077102,0.285,False
ECOPIPAM,DRD1,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
ECOPIPAM,DRD1,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
ECOPIPAM,DRD1,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
ECOPIPAM,DRD1,GO:0030182,neuron differentiation,3.0,-1.0634,0.143807,0.2127,False
ECOPIPAM,DRD1,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
ECOPIPAM,DRD1,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
ECOPIPAM,DRD1,GO:0048699,generation of neurons,3.0,-1.2245,0.110374,0.2449,False
ECOPIPAM,DRD1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
ESZOPICLONE,GABRA1,R-HSA-112316,neuronal system,3.4286,-0.0653,0.47398,0.0131,False
ESZOPICLONE,GABRA1,GO:0007399,nervous system development,4.0,1.1796,0.880925,0.0,False
ESZOPICLONE,GABRA1,GO:0007268,chemical synaptic transmission,3.375,0.0398,0.515889,0.0,False
ESZOPICLONE,GABRA1,hsa04728,dopaminergic synapse,2.6667,-0.7622,0.222971,0.1524,False
ESZOPICLONE,GABRA1,GO:0007409,axonogenesis,4.25,1.3985,0.919022,0.0,False
ESZOPICLONE,GABRA1,GO:0021987,cerebral cortex development,4.5,1.4517,0.926714,0.0,False
ESZOPICLONE,GABRA1,GO:0030182,neuron differentiation,3.75,0.6742,0.749896,0.0,False
ESZOPICLONE,GABRA1,GO:0001764,neuron migration,4.0,1.5097,0.934437,0.0,False
ESZOPICLONE,GABRA1,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
ESZOPICLONE,GABRA1,GO:0048699,generation of neurons,4.3333,1.65,0.950526,0.0,False
ESZOPICLONE,GABRA1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
FANANSERIN,HTR2A;HTR2C,R-HSA-112316,neuronal system,3.1429,0.0936,0.537301,0.0,False
FANANSERIN,HTR2A;HTR2C,GO:0007399,nervous system development,3.0,-0.4784,0.316168,0.0957,False
FANANSERIN,HTR2A;HTR2C,GO:0007268,chemical synaptic transmission,2.875,-0.4065,0.342183,0.0813,False
FANANSERIN,HTR2A;HTR2C,hsa04728,dopaminergic synapse,2.0,-1.8052,0.035522,0.361,False
FANANSERIN,HTR2A;HTR2C,GO:0007409,axonogenesis,3.0,-0.7238,0.234587,0.1448,False
FANANSERIN,HTR2A;HTR2C,GO:0021987,cerebral cortex development,3.0,-0.7996,0.211968,0.1599,False
FANANSERIN,HTR2A;HTR2C,GO:0030182,neuron differentiation,2.75,-1.0598,0.144621,0.212,False
FANANSERIN,HTR2A;HTR2C,GO:0001764,neuron migration,3.0,0.438,0.669315,0.0,False
FANANSERIN,HTR2A;HTR2C,GO:0050804,modulation of chemical synaptic transmission,3.0,0.1379,0.554847,0.0,False
FANANSERIN,HTR2A;HTR2C,GO:0048699,generation of neurons,3.0,-0.5595,0.287907,0.1119,False
FANANSERIN,HTR2A;HTR2C,hsa04330,Notch signaling pathway,3.0,-0.2861,0.387405,0.0572,False
FAUC 113,DRD4,R-HSA-112316,neuronal system,3.2857,-0.3949,0.346455,0.079,False
FAUC 113,DRD4,GO:0007399,nervous system development,3.6667,0.3916,0.652335,0.0,False
FAUC 113,DRD4,GO:0007268,chemical synaptic transmission,3.0,-0.839,0.200744,0.1678,False
FAUC 113,DRD4,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
FAUC 113,DRD4,GO:0007409,axonogenesis,3.5,-0.2919,0.385191,0.0584,False
FAUC 113,DRD4,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
FAUC 113,DRD4,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
FAUC 113,DRD4,GO:0001764,neuron migration,3.5,0.64,0.738929,0.0,False
FAUC 113,DRD4,GO:0050804,modulation of chemical synaptic transmission,3.25,-0.0656,0.473841,0.0131,False
FAUC 113,DRD4,GO:0048699,generation of neurons,3.6667,0.2127,0.584225,0.0,False
FAUC 113,DRD4,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
FENOLDOPAM,DRD1,R-HSA-112316,neuronal system,3.1429,-0.7245,0.234364,0.1449,False
FENOLDOPAM,DRD1,GO:0007399,nervous system development,3.3333,-0.3964,0.34592,0.0793,False
FENOLDOPAM,DRD1,GO:0007268,chemical synaptic transmission,2.75,-1.4248,0.077102,0.285,False
FENOLDOPAM,DRD1,hsa04728,dopaminergic synapse,2.0,-2.0262,0.021372,0.4052,True
FENOLDOPAM,DRD1,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
FENOLDOPAM,DRD1,GO:0021987,cerebral cortex development,3.5,-0.3517,0.362545,0.0703,False
FENOLDOPAM,DRD1,GO:0030182,neuron differentiation,3.0,-1.0634,0.143807,0.2127,False
FENOLDOPAM,DRD1,GO:0001764,neuron migration,3.0,-0.2296,0.409208,0.0459,False
FENOLDOPAM,DRD1,GO:0050804,modulation of chemical synaptic transmission,3.0,-0.5627,0.286808,0.1125,False
FENOLDOPAM,DRD1,GO:0048699,generation of neurons,3.0,-1.2245,0.110374,0.2449,False
FENOLDOPAM,DRD1,hsa04330,Notch signaling pathway,3.0,-0.8006,0.21167,0.1601,False
FLORBENAZINE,SLC18A2,R-HSA-112316,neuronal system,3.0,-1.0542,0.145898,0.2108,False
FLORBENAZINE,SLC18A2,GO:0007399,nervous system development,3.5,-0.0024,0.499057,0.0005,False
FLORBENAZINE,SLC18A2,GO:0007268,chemical synaptic transmission,2.5,-2.0107,0.022178,0.4021,True
FLORBENAZINE,SLC18A2,hsa04728,dopaminergic synapse,2.3333,-1.3942,0.081628,0.2788,False
FLORBENAZINE,SLC18A2,GO:0007409,axonogenesis,3.0,-1.4188,0.077978,0.2838,False
FLORBENAZINE,SLC18A2,GO:0021987,cerebral cortex development,4.0,0.55,0.708854,0.0,False
FLORBENAZINE,SLC18A2,GO:0030182,neuron differentiation,3.5,0.095,0.537837,0.0,False
FLORBENAZINE,SLC18A2,GO:0001764,neuron migration,3.5,0.64,0.738929,0.0,False
FLORBENAZINE,SLC18A2,GO:0050804,modulation of chemical synaptic transmission,2.75,-1.0598,0.144607,0.212,False
FLORBENAZINE,SLC18A2,GO:0048699,generation of neurons,3.3333,-0.5059,0.306458,0.1012,False
