drug_a,drug_b,n_pathways_union,n_target_classes,target_classes,covered_pathways,complementarity,combo_score,ddi_severity,ddi_mechanism,ddi_recommendation,safety_score,adjusted_score,safety_a,safety_b,a_in_trials,b_in_trials
NEFAZODONE,FAUC 113,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6129,unknown,,,0.35,0.2145,,,,
PAROXETINE,ABT-724,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6129,unknown,,,0.35,0.2145,,,,
PAROXETINE,FAUC 113,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6129,unknown,,,0.35,0.2145,,,,
SERTRALINE,ABT-724,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6129,unknown,,,0.35,0.2145,,,,
SERTRALINE,FAUC 113,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6129,unknown,,,0.35,0.2145,,,,
VENLAFAXINE,ABT-724,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6129,unknown,,,0.35,0.2145,,,,
VENLAFAXINE,FAUC 113,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6129,unknown,,,0.35,0.2145,,,,
ECOPIPAM,5-OH-DPAT,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.525,0.2145,tier_1_favorable,,True,
ECOPIPAM,ABAPERIDONE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.525,0.2145,tier_1_favorable,,True,
ECOPIPAM,CLEBOPRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.525,0.2145,tier_1_favorable,,True,
ECOPIPAM,DIFLUOROBENZTROPINE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.525,0.2145,tier_1_favorable,,True,
ECOPIPAM,IOXIPRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.525,0.2145,tier_1_favorable,,True,
ECOPIPAM,LEVOSULPIRIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4086,unknown,,,0.525,0.2145,tier_1_favorable,,True,
RISPERIDONE,FLUOXETINE,4,5,adrenergic;cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.7143,moderate,CYP2D6 inhibition may increase risperidone levels,Monitor for EPS; consider dose reduction,0.3,0.2143,tier_2_acceptable,,True,
RISPERIDONE,PAROXETINE,4,5,adrenergic;cholinergic;dopamine;serotonin;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.7143,moderate,CYP2D6 inhibition may increase risperidone levels,Monitor; paroxetine increases risperidone AUC ~75%,0.3,0.2143,tier_2_acceptable,,True,
ARIPIPRAZOLE,LISURIDE,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4081,unknown,,,0.525,0.2143,tier_1_favorable,,True,
ARIPIPRAZOLE,BROMOCRIPTINE,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4071,unknown,,,0.525,0.2137,tier_1_favorable,,True,
ARIPIPRAZOLE,ROPINIROLE,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4071,unknown,,,0.525,0.2137,tier_1_favorable,,True,
ARIPIPRAZOLE,8-OH-DPAT,4,2,dopamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4071,unknown,,,0.525,0.2137,tier_1_favorable,,True,
ECOPIPAM,LISURIDE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4068,unknown,,,0.525,0.2136,tier_1_favorable,,True,
BROMOCRIPTINE,ECOPIPAM,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4058,unknown,,,0.525,0.213,,tier_1_favorable,,True
ECOPIPAM,ROPINIROLE,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4058,unknown,,,0.525,0.213,tier_1_favorable,,True,
ECOPIPAM,8-OH-DPAT,4,1,dopamine,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.4058,unknown,,,0.525,0.213,tier_1_favorable,,True,
ATOMOXETINE,5-OH-DPAT,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
ATOMOXETINE,ABAPERIDONE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
ATOMOXETINE,CLEBOPRIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
ATOMOXETINE,DIFLUOROBENZTROPINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
ATOMOXETINE,IOXIPRIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
ATOMOXETINE,LEVOSULPIRIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
CITALOPRAM,5-OH-DPAT,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
CITALOPRAM,ABAPERIDONE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
CITALOPRAM,CLEBOPRIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
CITALOPRAM,DIFLUOROBENZTROPINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
CITALOPRAM,IOXIPRIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
CITALOPRAM,LEVOSULPIRIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
DULOXETINE,5-OH-DPAT,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
DULOXETINE,ABAPERIDONE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
DULOXETINE,CLEBOPRIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
DULOXETINE,DIFLUOROBENZTROPINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
DULOXETINE,IOXIPRIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
DULOXETINE,LEVOSULPIRIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
FLUOXETINE,5-OH-DPAT,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
FLUOXETINE,ABAPERIDONE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
FLUOXETINE,CLEBOPRIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
FLUOXETINE,DIFLUOROBENZTROPINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
FLUOXETINE,IOXIPRIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
FLUOXETINE,LEVOSULPIRIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
NEFAZODONE,5-OH-DPAT,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
NEFAZODONE,ABAPERIDONE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
NEFAZODONE,CLEBOPRIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
NEFAZODONE,DIFLUOROBENZTROPINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
NEFAZODONE,IOXIPRIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
NEFAZODONE,LEVOSULPIRIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
PAROXETINE,5-OH-DPAT,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
PAROXETINE,ABAPERIDONE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
PAROXETINE,CLEBOPRIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
PAROXETINE,DIFLUOROBENZTROPINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
PAROXETINE,IOXIPRIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
PAROXETINE,LEVOSULPIRIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
SERTRALINE,5-OH-DPAT,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
SERTRALINE,ABAPERIDONE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
SERTRALINE,CLEBOPRIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
SERTRALINE,DIFLUOROBENZTROPINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
SERTRALINE,IOXIPRIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
SERTRALINE,LEVOSULPIRIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
VENLAFAXINE,5-OH-DPAT,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
VENLAFAXINE,ABAPERIDONE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
VENLAFAXINE,CLEBOPRIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
VENLAFAXINE,DIFLUOROBENZTROPINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
VENLAFAXINE,IOXIPRIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
VENLAFAXINE,LEVOSULPIRIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6083,unknown,,,0.35,0.2129,,,,
CLOZAPINE,PIMAVANSERIN,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,1,0.607,unknown,,,0.35,0.2124,,,,
ATOMOXETINE,LISURIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6065,unknown,,,0.35,0.2123,,,,
CITALOPRAM,LISURIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6065,unknown,,,0.35,0.2123,,,,
DULOXETINE,LISURIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6065,unknown,,,0.35,0.2123,,,,
FLUOXETINE,LISURIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6065,unknown,,,0.35,0.2123,,,,
NEFAZODONE,LISURIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6065,unknown,,,0.35,0.2123,,,,
PAROXETINE,LISURIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6065,unknown,,,0.35,0.2123,,,,
SERTRALINE,LISURIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6065,unknown,,,0.35,0.2123,,,,
VENLAFAXINE,LISURIDE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6065,unknown,,,0.35,0.2123,,,,
CLOZAPINE,RISPERIDONE,4,5,adrenergic;cholinergic;dopamine;histamine;serotonin,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,0,0.5049,unknown,,,0.42,0.2121,,tier_2_acceptable,,True
BROMOCRIPTINE,ATOMOXETINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6055,unknown,,,0.35,0.2119,,,,
BROMOCRIPTINE,CITALOPRAM,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6055,unknown,,,0.35,0.2119,,,,
BROMOCRIPTINE,DULOXETINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6055,unknown,,,0.35,0.2119,,,,
BROMOCRIPTINE,FLUOXETINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6055,unknown,,,0.35,0.2119,,,,
BROMOCRIPTINE,NEFAZODONE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6055,unknown,,,0.35,0.2119,,,,
BROMOCRIPTINE,PAROXETINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6055,unknown,,,0.35,0.2119,,,,
BROMOCRIPTINE,SERTRALINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6055,unknown,,,0.35,0.2119,,,,
BROMOCRIPTINE,VENLAFAXINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6055,unknown,,,0.35,0.2119,,,,
ROPINIROLE,ATOMOXETINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6055,unknown,,,0.35,0.2119,,,,
ROPINIROLE,CITALOPRAM,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6055,unknown,,,0.35,0.2119,,,,
ROPINIROLE,DULOXETINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6055,unknown,,,0.35,0.2119,,,,
ROPINIROLE,FLUOXETINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6055,unknown,,,0.35,0.2119,,,,
ROPINIROLE,NEFAZODONE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6055,unknown,,,0.35,0.2119,,,,
ROPINIROLE,PAROXETINE,4,2,dopamine;transporter,chemical synaptic transmission;modulation of synaptic transmission;neuronal system;dopaminergic synapse,2,0.6055,unknown,,,0.35,0.2119,,,,
