treatment_id,compound,compound_key,d,pvalue,n_mut,n_wt,median_sens_mut,median_sens_wt,qvalue
BRD:BRD-K92611362-003-03-9,cysteamine,BRD-K92611362,-0.0714,0.7056052383941932,38,571,-0.104,-0.1193,0.9653555447706169
BRD:BRD-K04112579-001-07-0,,BRD-K04112579,-0.0714,0.7452772579115268,32,407,-0.2209,-0.2075,0.9693953456968798
BRD:BRD-K19426040-001-01-1,,BRD-K19426040,-0.0714,0.6871937041491698,31,346,0.0888,0.1759,0.9644726122425853
BRD:BRD-K55013654-003-02-3,,BRD-K55013654,-0.0713,0.6231820373086704,32,407,-0.0311,0.0181,0.9529743352424623
BRD:BRD-K26060080-065-05-6,,BRD-K26060080,-0.0713,0.6857410851194553,31,408,-0.003,0.0461,0.9644726122425853
BRD:BRD-K51313569-003-03-3,,BRD-K51313569,-0.0713,0.6440367438898857,32,407,0.1791,0.2455,0.9573210112994377
BRD:BRD-K22745370-003-02-3,,BRD-K22745370,-0.0712,0.6476081497750564,32,410,-0.0134,-0.006,0.9573210112994377
BRD:BRD-K14109347-001-03-4,,BRD-K14109347,-0.0712,0.6895086423669372,32,408,-1.6119,-1.4119,0.9644726122425853
BRD:BRD-K60240222-001-01-4,,BRD-K60240222,-0.0711,0.6151921502702478,32,410,-0.0323,0.01,0.949690760367754
BRD:BRD-K46839850-050-04-2,,BRD-K46839850,-0.071,0.668198329354241,31,401,0.1007,0.1133,0.9622622812969875
BRD:BRD-K67563174-001-17-6,,BRD-K67563174,-0.071,0.6944997949789021,31,401,-0.1375,-0.1746,0.9644726122425853
BRD:BRD-K35367061-001-01-1,,BRD-K35367061,-0.0709,0.7213457679457962,31,396,-0.0232,-0.0459,0.9685152255123978
BRD:BRD-K39171998-001-01-1,,BRD-K39171998,-0.0707,0.6487052561656784,32,408,-2.7213,-2.8346,0.9573210112994377
BRD:BRD-K00091083-015-01-9,IM156,BRD-K00091083,-0.0705,0.6582929861240512,38,561,-0.2107,-0.1139,0.959256250030256
BRD:BRD-K09757388-065-04-0,,BRD-K09757388,-0.0704,0.6487926321362465,32,407,0.1434,0.154,0.9573210112994377
BRD:BRD-K78321730-001-13-9,methylparaben,BRD-K78321730,-0.0704,0.6121772083570092,38,570,-0.132,-0.0547,0.9485812972944071
BRD:BRD-K32681104-001-11-6,,BRD-K32681104,-0.0703,0.6903147762836785,32,410,-0.029,-0.043,0.9644726122425853
BRD:BRD-K71058253-001-01-9,,BRD-K71058253,-0.0702,0.755419230703641,32,409,0.0562,0.0985,0.9720099633272168
BRD:BRD-A58955223-001-03-8,,BRD-A58955223,-0.0702,0.6532969956127753,32,410,-0.1049,-0.0108,0.9573210112994377
BRD:BRD-K40992116-001-09-7,,BRD-K40992116,-0.0699,0.7114719755348844,32,393,-0.3476,-0.2816,0.9683092230671206
BRD:BRD-K55188888-065-01-2,,BRD-K55188888,-0.0699,0.6798070943471094,31,347,0.1454,0.1464,0.9640522426284043
BRD:BRD-A93717708-051-01-2,,BRD-A93717708,-0.0696,0.7186177568224862,31,346,-0.071,-0.0572,0.9685152255123978
BRD:BRD-K00090651-001-01-9,SNDX-5613,BRD-K00090651,-0.0695,0.6715679368721349,38,561,-0.292,-0.2875,0.9630002979256326
BRD:BRD-K79145749-003-02-2,,BRD-K79145749,-0.0695,0.6784710103934573,31,401,-0.0368,0.0359,0.9637694896593252
BRD:BRD-K85693895-001-02-9,,BRD-K85693895,-0.0694,0.7170474526937454,31,347,0.2322,0.1974,0.9685152255123978
BRD:BRD-K00004622-001-01-9,MM-206,BRD-K00004622,-0.0694,0.6662568023312996,38,574,-0.9704,-0.9883,0.9615288483149882
BRD:BRD-A70407468-001-02-0,,BRD-A70407468,-0.0692,0.6773031623264729,31,408,-0.4853,-0.4201,0.9637694896593252
BRD:BRD-K10843433-001-22-7,,BRD-K10843433,-0.0692,0.6532840201706631,32,393,-0.6232,-0.6257,0.9573210112994377
BRD:BRD-K35601925-001-01-9,,BRD-K35601925,-0.0692,0.6824153553002358,31,408,-0.3756,-0.3382,0.9644726122425853
BRD:BRD-K00003251-001-01-9,pemafibrate,BRD-K00003251,-0.0691,0.6699281172104435,38,573,0.0748,0.1324,0.9630002979256326
BRD:BRD-K30577245-001-04-3,,BRD-K30577245,-0.069,0.7214453129549386,32,393,-2.0309,-1.7497,0.9685152255123978
BRD:BRD-K90830492-305-01-4,,BRD-K90830492,-0.069,0.613415871449855,31,346,0.1351,0.1284,0.9492046818362239
BRD:BRD-A19958636-065-04-4,,BRD-A19958636,-0.0689,0.7247767303216591,32,407,0.1545,0.2187,0.9685152255123978
BRD:BRD-K81092066-311-01-6,,BRD-K81092066,-0.0689,0.7237125342518896,31,401,0.0834,0.0433,0.9685152255123978
BRD:BRD-K46061689-001-01-9,,BRD-K46061689,-0.0688,0.6959034536467426,31,406,0.0653,0.1343,0.9644726122425853
BRD:BRD-A76672327-003-02-0,,BRD-A76672327,-0.0687,0.6477905686421064,31,401,0.1035,0.1427,0.9573210112994377
BRD:BRD-K20168484-001-07-9,MK-886,BRD-K20168484,-0.0687,0.6102398824899548,38,571,0.255,0.2774,0.9468029192320234
BRD:BRD-A00546892-001-02-6,,BRD-A00546892,-0.0687,0.7108634896447245,32,407,0.1634,0.1511,0.9681545853927248
BRD:BRD-K68507560-003-24-6,,BRD-K68507560,-0.0686,0.6875014893771858,31,407,0.1928,0.3119,0.9644726122425853
BRD:BRD-K26531771-001-01-4,,BRD-K26531771,-0.0686,0.6083015445467658,32,410,0.0077,0.085,0.9468029192320234
BRD:BRD-K00004704-001-01-9,DBPR-211,BRD-K00004704,-0.0686,0.6098479514170222,38,571,-0.0305,-0.0147,0.9468029192320234
BRD:BRD-K07940445-310-02-9,,BRD-K07940445,-0.0686,0.7512257904708897,32,408,-0.0345,-0.026,0.9711675899751647
BRD:BRD-A14208071-004-19-8,,BRD-A14208071,-0.0684,0.6992450003876574,32,406,-0.0321,0.0241,0.9644726122425853
BRD:BRD-K81957469-001-01-0,,BRD-K81957469,-0.0684,0.6816361336632477,32,409,-0.2941,-0.2652,0.9644726122425853
BRD:BRD-K73234506-235-02-1,,BRD-K73234506,-0.0683,0.6710589662135884,32,404,0.0051,-0.0207,0.9630002979256326
BRD:BRD-A70083328-001-24-3,,BRD-A70083328,-0.0682,0.6949201216268045,32,393,-0.0127,-0.0267,0.9644726122425853
BRD:BRD-K28007504-051-01-2,,BRD-K28007504,-0.0681,0.7430564015850335,31,406,0.0882,0.0878,0.9689558223088874
BRD:BRD-K00005334-001-01-9,guancydine,BRD-K00005334,-0.0681,0.610478993998364,38,571,0.1061,0.1438,0.946814154693671
BRD:BRD-A59303141-001-10-4,,BRD-A59303141,-0.068,0.6509502664308973,32,393,-0.5896,-0.5723,0.9573210112994377
BRD:BRD-K00074858-003-02-9,SR-31747,BRD-K00074858,-0.0679,0.6365346397087862,38,561,-0.2151,-0.0993,0.9555455102675825
BRD:BRD-K96206066-001-07-9,,BRD-K96206066,-0.0679,0.7094416675862109,31,396,-0.0408,-0.0396,0.9672638944468261
BRD:BRD-K59753853-001-02-3,,BRD-K59753853,-0.0679,0.6528779485473817,31,347,0.0739,0.1098,0.9573210112994377
BRD:BRD-K19477839-001-07-6,,BRD-K19477839,-0.0678,0.673485280732847,31,406,-0.1205,-0.2363,0.9632038369350902
BRD:BRD-K36732695-001-01-9,,BRD-K36732695,-0.0677,0.7202173547286946,32,409,-0.0257,0.0116,0.9685152255123978
BRD:BRD-K82381502-003-23-1,,BRD-K82381502,-0.0677,0.740932311655818,32,411,0.187,0.209,0.9685152255123978
BRD:BRD-K71164191-001-01-0,,BRD-K71164191,-0.0675,0.6987113110268867,31,406,0.1732,0.1975,0.9644726122425853
BRD:BRD-K40715924-001-01-1,,BRD-K40715924,-0.0674,0.7487333655788538,32,407,0.1488,0.2262,0.9706061335700737
BRD:BRD-K48443249-001-01-0,,BRD-K48443249,-0.0674,0.6474211830581904,32,408,-0.7342,-0.5513,0.9573210112994377
BRD:BRD-K07881437-001-03-8,,BRD-K07881437,-0.0673,0.6572557477957898,32,393,-1.7038,-1.4598,0.9589098683999598
BRD:BRD-K49481516-004-18-3,,BRD-K49481516,-0.0673,0.7324434880664544,31,407,0.109,0.0647,0.9685152255123978
BRD:BRD-A46717658-236-02-5,,BRD-A46717658,-0.0672,0.6453049010072507,31,401,0.0471,0.0877,0.9573210112994377
BRD:BRD-K00091099-001-01-9,Difamilast,BRD-K00091099,-0.0669,0.6528489835387924,38,561,-0.0834,-0.0576,0.9573210112994377
BRD:BRD-K27625831-001-02-9,,BRD-K27625831,-0.0668,0.6857303182973828,31,396,0.0322,0.0788,0.9644726122425853
BRD:BRD-K47816470-001-01-8,,BRD-K47816470,-0.0668,0.7184962081341607,31,347,0.1784,0.2185,0.9685152255123978
BRD:BRD-K27983781-001-01-4,MK-2894,BRD-K27983781,-0.0667,0.6004070345662135,38,571,-0.0154,0.0028,0.9467321636536801
BRD:BRD-K00003245-001-01-9,belizatinib,BRD-K00003245,-0.0665,0.696566940225443,38,574,-0.7599,-0.6648,0.9644726122425853
BRD:BRD-K00090646-001-01-9,TK216,BRD-K00090646,-0.0665,0.6651853390163969,38,561,-3.3514,-3.2306,0.9609145364001432
BRD:BRD-K00003197-001-02-9,ONO-4059,BRD-K00003197,-0.0664,0.6704332170865507,38,571,-0.0949,-0.0668,0.9630002979256326
BRD:BRD-K26701552-001-01-8,,BRD-K26701552,-0.0664,0.7326074775747694,32,408,-0.0047,0.0413,0.9685152255123978
BRD:BRD-K01995783-001-01-6,,BRD-K01995783,-0.0664,0.7375911345137786,31,408,-0.0064,0.0812,0.9685152255123978
BRD:BRD-K89584803-001-01-9,,BRD-K89584803,-0.0662,0.7474131987835126,31,346,-0.176,-0.1711,0.9704446442294254
BRD:BRD-K09255212-001-16-6,,BRD-K09255212,-0.0662,0.6565171145002526,32,393,-0.1816,-0.1404,0.9581205197451441
BRD:BRD-A09828896-004-11-0,,BRD-A09828896,-0.066,0.698133318526117,32,409,-0.2757,-0.1836,0.9644726122425853
BRD:BRD-K94239562-001-05-5,,BRD-K94239562,-0.066,0.6905305457569851,31,408,0.1457,0.1756,0.9644726122425853
BRD:BRD-A49035384-003-28-9,,BRD-A49035384,-0.066,0.7606155160743888,27,387,0.3995,0.2256,0.9731716263709045
BRD:BRD-A26835809-300-01-3,,BRD-A26835809,-0.0659,0.6054821548596987,31,347,0.0735,0.0621,0.9468029192320234
BRD:BRD-K00004684-001-01-9,squaric-acid-dibutyl-ester,BRD-K00004684,-0.0658,0.6613439094874599,38,573,0.23,0.1224,0.9607314874740128
BRD:BRD-A62021152-003-03-4,,BRD-A62021152,-0.0657,0.7215831540442659,31,406,0.2521,0.2831,0.9685152255123978
BRD:BRD-K36474365-001-09-9,tartaric-acid,BRD-K36474365,-0.0654,0.644771218485211,38,571,-0.0299,-0.03,0.9573210112994377
BRD:BRD-U25960968-000-01-9,,BRD-U25960968,-0.0653,0.7571083228474748,32,410,-0.3383,-0.2506,0.9727670447148921
BRD:BRD-K05858796-001-01-7,,BRD-K05858796,-0.0653,0.7477035548200139,31,394,-0.1556,-0.1016,0.9705423699537172
BRD:BRD-K09426783-300-01-0,,BRD-K09426783,-0.0651,0.701060724610519,32,393,-2.9774,-2.7701,0.9644726122425853
BRD:BRD-K70281171-050-08-9,,BRD-K70281171,-0.0651,0.7418065356586302,31,404,0.0685,0.0586,0.9685152255123978
BRD:BRD-K62696033-001-01-4,,BRD-K62696033,-0.0651,0.7289289307629818,32,408,-0.7902,-0.8387,0.9685152255123978
BRD:BRD-K72462751-001-02-7,,BRD-K72462751,-0.065,0.7552644480621911,32,410,0.0701,-0.0389,0.9720099633272168
BRD:BRD-A10188456-001-04-9,,BRD-A10188456,-0.0649,0.6943671872447852,31,396,0.0152,0.0315,0.9644726122425853
BRD:BRD-K21673112-003-01-3,,BRD-K21673112,-0.0648,0.7182315025074156,31,408,0.1614,0.2236,0.9685152255123978
BRD:BRD-K79878800-239-02-9,saroglitazar,BRD-K79878800,-0.0648,0.7593822920710378,38,573,0.187,0.1315,0.9731716263709045
BRD:BRD-K57416838-001-01-1,,BRD-K57416838,-0.0648,0.7140820649932007,31,346,0.1104,0.1716,0.9685152255123978
BRD:BRD-K49555808-001-03-9,,BRD-K49555808,-0.0647,0.7023948339023617,31,401,-0.7829,-0.7135,0.9644726122425853
BRD:BRD-K00073093-001-02-9,Alofanib,BRD-K00073093,-0.0646,0.7080528633972029,38,561,-1.8568,-1.9948,0.9663676266265342
BRD:BRD-K00003344-001-01-9,incyclinide,BRD-K00003344,-0.0646,0.6940265076249719,38,573,-0.5729,-0.5649,0.9644726122425853
BRD:BRD-K96874295-015-01-0,,BRD-K96874295,-0.0646,0.6975266380763768,31,396,0.087,0.0783,0.9644726122425853
BRD:BRD-K92492521-001-02-9,,BRD-K92492521,-0.0646,0.6778171516668425,32,407,0.1571,0.1574,0.9637694896593252
BRD:BRD-K00004563-001-01-9,napamezole,BRD-K00004563,-0.0644,0.6480731179366416,38,571,0.1414,0.1149,0.9573210112994377
BRD:BRD-K55781385-001-01-7,,BRD-K55781385,-0.0644,0.7230349662148025,32,410,0.0141,0.0273,0.9685152255123978
BRD:BRD-K05850076-001-01-5,,BRD-K05850076,-0.0644,0.6676817751865446,31,406,-0.258,-0.224,0.9622104657742446
BRD:BRD-K18816859-001-06-9,L-694247,BRD-K18816859,-0.0643,0.7016210029662225,38,573,-0.0623,-0.0841,0.9644726122425853
BRD:BRD-K68567222-001-01-2,,BRD-K68567222,-0.0643,0.773040710317037,32,405,-0.0463,-0.0616,0.9752780421874175
BRD:BRD-K62737565-003-02-6,,BRD-K62737565,-0.0641,0.6330139807288587,32,407,0.2783,0.3083,0.953884652516597
BRD:BRD-K00486786-001-02-2,,BRD-K00486786,-0.0641,0.7040179965860298,32,408,0.1375,0.1297,0.9650139131381902
BRD:BRD-K00003131-001-01-9,LY2510924,BRD-K00003131,-0.064,0.6462259191877748,38,571,0.0383,0.0603,0.9573210112994377
BRD:BRD-K44353683-001-08-3,,BRD-K44353683,-0.0639,0.6732024662438426,31,401,-0.5073,-0.4837,0.9632038369350902
BRD:BRD-K33892651-001-02-4,,BRD-K33892651,-0.0638,0.6724983534440535,32,408,-0.029,0.0134,0.9631436025912515
BRD:BRD-K01292756-001-25-0,,BRD-K01292756,-0.0637,0.7707426448942455,31,406,-0.028,-0.0524,0.9751664345351596
BRD:BRD-K05973499-300-01-0,,BRD-K05973499,-0.0635,0.6481459244871361,31,346,0.1723,0.218,0.9573210112994377
BRD:BRD-K27677357-003-04-9,ruboxistaurin,BRD-K27677357,-0.0634,0.6758803841452332,38,571,-1.0908,-1.0526,0.9637694896593252
BRD:BRD-K83636919-001-04-8,,BRD-K83636919,-0.0634,0.7487461102469077,32,406,0.1233,0.0921,0.9706061335700737
BRD:BRD-K00004647-001-01-9,NB-001,BRD-K00004647,-0.0633,0.6470610440539236,38,571,0.041,0.1035,0.9573210112994377
BRD:BRD-K51784806-001-01-6,,BRD-K51784806,-0.0633,0.6435369697523823,31,395,-0.0272,-0.0273,0.9573210112994377
BRD:BRD-K14063023-001-02-9,ibiglustat,BRD-K14063023,-0.0631,0.5950696679183892,38,574,-0.2721,-0.1388,0.9453727293322093
BRD:BRD-K88090157-050-10-8,,BRD-K88090157,-0.063,0.7252612326862645,32,408,0.0969,0.1983,0.9685152255123978
BRD:BRD-K88443722-001-01-7,,BRD-K88443722,-0.063,0.716926164018677,31,346,0.1309,0.1138,0.9685152255123978
BRD:BRD-K00003129-001-01-9,crenigacestat,BRD-K00003129,-0.0629,0.6248171273832771,38,573,-0.2289,-0.1379,0.953884652516597
BRD:BRD-A09533288-003-31-2,,BRD-A09533288,-0.0629,0.7976986327943542,32,392,0.0894,0.0038,0.9812271225858088
BRD:BRD-K32101625-001-01-6,,BRD-K32101625,-0.0629,0.7439826636017148,32,409,-0.1744,-0.127,0.9689707633702417
BRD:BRD-A44696962-001-01-4,,BRD-A44696962,-0.0628,0.7160757132456856,32,407,0.0218,0.0659,0.9685152255123978
BRD:BRD-K46331928-001-06-6,,BRD-K46331928,-0.0627,0.6673546609874461,32,393,-0.0357,-0.0685,0.962067547368314
BRD:BRD-K00010386-001-01-9,RMC-4550,BRD-K00010386,-0.0627,0.6815287730583119,38,573,-0.6401,-0.5296,0.9644726122425853
BRD:BRD-K58160573-001-05-4,,BRD-K58160573,-0.0625,0.7216610448748935,31,404,0.2556,0.2295,0.9685152255123978
BRD:BRD-K84034737-001-01-1,,BRD-K84034737,-0.0625,0.7412504981378568,31,347,-5.0862,-5.0387,0.9685152255123978
BRD:BRD-K01649396-003-07-1,,BRD-K01649396,-0.0624,0.7757501743967198,32,408,0.1133,0.1736,0.9763380322805797
BRD:BRD-K24219278-001-01-6,,BRD-K24219278,-0.0624,0.7953461616952858,31,406,0.0687,0.021,0.9808082728367025
BRD:BRD-A25182582-001-01-8,,BRD-A25182582,-0.0623,0.7315087097951489,31,346,-0.0343,0.0304,0.9685152255123978
BRD:BRD-K31238592-001-02-9,devazepide,BRD-K31238592,-0.0622,0.6585960758505682,38,574,-0.115,-0.0894,0.9592859013867528
BRD:BRD-K00091116-001-01-9,DCC-3014,BRD-K00091116,-0.0622,0.6357136981151719,38,561,-0.2737,-0.2118,0.9548603631260514
BRD:BRD-K81418486-001-47-5,,BRD-K81418486,-0.0622,0.6923997144055468,27,387,-1.836,-1.7194,0.9644726122425853
BRD:BRD-K52818472-001-02-2,,BRD-K52818472,-0.0621,0.7409598863013783,32,407,-0.1381,-0.116,0.9685152255123978
BRD:BRD-K81613478-001-01-8,,BRD-K81613478,-0.062,0.6858234193306477,31,408,-1.0025,-0.84,0.9644726122425853
BRD:BRD-K00003239-001-01-9,fluralaner,BRD-K00003239,-0.062,0.6600934128306211,38,574,-0.1312,-0.1274,0.9601615837874715
BRD:BRD-K21865955-003-01-5,,BRD-K21865955,-0.0619,0.7610591493647898,31,347,-0.9615,-0.962,0.9731716263709045
BRD:BRD-K00003314-001-01-9,furagin,BRD-K00003314,-0.0619,0.6450666908395135,38,573,-0.0091,0.0089,0.9573210112994377
BRD:BRD-K27853494-003-04-7,,BRD-K27853494,-0.0618,0.7195589910482495,32,393,-0.1951,-0.1931,0.9685152255123978
BRD:BRD-K19456237-001-27-6,,BRD-K19456237,-0.0618,0.7544478040448567,31,406,0.147,0.1339,0.9716806884416876
BRD:BRD-K44777625-001-03-5,,BRD-K44777625,-0.0618,0.7244070418490859,32,408,0.075,0.0478,0.9685152255123978
BRD:BRD-K33499285-001-02-9,gepotidacin,BRD-K33499285,-0.0617,0.6486872514235055,38,574,-0.0158,-0.0097,0.9573210112994377
BRD:BRD-K62398570-300-01-2,,BRD-K62398570,-0.0616,0.7278669926541871,32,389,0.2071,0.2486,0.9685152255123978
BRD:BRD-K00090657-001-01-9,(Rac)-Tavapadon,BRD-K00090657,-0.0614,0.741281189244698,38,561,-0.0164,0.0375,0.9685152255123978
BRD:BRD-K91100918-001-03-8,sinefungin,BRD-K91100918,-0.0614,0.7462955138102992,38,571,0.1304,0.0437,0.9700127371309211
BRD:BRD-K00003171-001-01-9,DWK-1339,BRD-K00003171,-0.0613,0.6964530512124892,38,573,-0.094,-0.0963,0.9644726122425853
BRD:BRD-K16755045-003-01-7,,BRD-K16755045,-0.0611,0.6976461266595978,31,347,-3.1552,-3.1419,0.9644726122425853
BRD:BRD-K00104123-001-01-9,THZ531,BRD-K00104123,-0.0611,0.7192568017754305,38,561,-5.824,-5.7945,0.9685152255123978
BRD:BRD-A39390670-236-10-7,,BRD-A39390670,-0.061,0.7682553473089055,32,409,-0.0713,0.0018,0.9748888926674222
BRD:BRD-A56690687-001-02-9,ITD-1,BRD-A56690687,-0.061,0.7627559520407325,38,573,0.0315,-0.0637,0.9733345074904293
BRD:BRD-K27051047-001-01-0,,BRD-K27051047,-0.0609,0.7526189982397462,31,346,0.066,0.0608,0.971320655524124
BRD:BRD-K00003098-001-01-9,IDF-11774,BRD-K00003098,-0.0608,0.6749497632583783,38,574,-0.2444,-0.1425,0.9636057385459186
BRD:BRD-A08545410-003-07-8,,BRD-A08545410,-0.0608,0.7711596313416569,27,387,0.1604,0.2281,0.975260550718914
BRD:BRD-A09467419-003-22-4,,BRD-A09467419,-0.0608,0.7595874742885314,32,393,-0.176,-0.1648,0.9731716263709045
BRD:BRD-K88743730-050-04-1,,BRD-K88743730,-0.0606,0.6491598958867592,31,347,0.0451,0.0405,0.9573210112994377
BRD:BRD-A11731518-001-01-7,,BRD-A11731518,-0.0605,0.7272300464215721,31,406,0.2453,0.2533,0.9685152255123978
BRD:BRD-K00091264-001-01-9,Filibuvir,BRD-K00091264,-0.0603,0.5974618960359904,38,561,-0.0552,0.0491,0.9467321636536801
BRD:BRD-K00003515-003-01-9,AZ7550,BRD-K00003515,-0.0601,0.7614385522045545,38,574,-5.648,-5.5885,0.9731716263709045
BRD:BRD-K12251893-065-04-7,,BRD-K12251893,-0.0601,0.6609626988947405,31,408,-2.0674,-1.8642,0.9603973305147202
BRD:BRD-K33903083-001-03-5,,BRD-K33903083,-0.0601,0.70238658257136,31,347,0.1099,0.0825,0.9644726122425853
BRD:BRD-K32405725-001-02-8,,BRD-K32405725,-0.06,0.7328701045955287,31,404,-1.5092,-1.3888,0.9685152255123978
BRD:BRD-K00090658-001-01-9,Sibofimloc,BRD-K00090658,-0.06,0.7292063286119218,38,561,0.0323,0.0485,0.9685152255123978
BRD:BRD-K18637542-001-01-7,dihydroxyacetone,BRD-K18637542,-0.06,0.6779046929879965,38,573,0.0381,0.0457,0.9637694896593252
BRD:BRD-A55455283-001-01-3,,BRD-A55455283,-0.0599,0.72999763812322,27,387,0.1352,0.1565,0.9685152255123978
BRD:BRD-A04971881-003-01-3,,BRD-A04971881,-0.0597,0.6741524524759805,31,395,0.0601,0.0918,0.9632038369350902
BRD:BRD-K54863166-001-01-9,,BRD-K54863166,-0.0597,0.7429227372380741,31,396,0.0607,0.1184,0.9689558223088874
BRD:BRD-K50495309-001-02-0,,BRD-K50495309,-0.0597,0.6801440134503727,32,408,-0.1342,-0.0459,0.9640522426284043
BRD:BRD-K77070363-001-01-5,,BRD-K77070363,-0.0595,0.7838512914315545,31,347,0.2058,0.195,0.9780085677923436
BRD:BRD-K94920105-001-05-9,DR-2313,BRD-K94920105,-0.0595,0.676637585510074,38,573,-0.1723,-0.0795,0.9637694896593252
BRD:BRD-K07954936-001-01-3,,BRD-K07954936,-0.0594,0.7375954196987291,32,393,-0.1312,-0.0796,0.9685152255123978
BRD:BRD-A34255068-001-34-5,,BRD-A34255068,-0.0594,0.6986528449424536,31,406,0.0156,0.0275,0.9644726122425853
BRD:BRD-K21295289-001-01-6,,BRD-K21295289,-0.0593,0.7273849550553588,32,393,-0.0581,-0.0854,0.9685152255123978
BRD:BRD-K00003606-380-01-9,sodium-nitroprusside,BRD-K00003606,-0.0593,0.6830511445439682,38,571,-0.1634,-0.1663,0.9644726122425853
BRD:BRD-K53195974-001-01-9,,BRD-K53195974,-0.0592,0.7530815006006019,31,395,0.0022,0.0322,0.971320655524124
BRD:BRD-K24434292-001-01-3,NS-3623,BRD-K24434292,-0.0591,0.6955055068980396,38,571,0.1543,0.1732,0.9644726122425853
BRD:BRD-A94276798-001-01-4,,BRD-A94276798,-0.0589,0.7640631958838086,32,409,0.1022,0.1868,0.9739018024372351
BRD:BRD-K67013324-001-04-9,luzindole,BRD-K67013324,-0.0589,0.6577427345570181,38,571,0.0073,0.0101,0.9590021833030176
BRD:BRD-A85216385-003-02-4,,BRD-A85216385,-0.0588,0.6973007399860544,32,408,-0.1376,-0.1182,0.9644726122425853
BRD:BRD-A65013509-003-24-4,,BRD-A65013509,-0.0587,0.7066103044881783,32,407,0.2416,0.3011,0.9661465903090476
BRD:BRD-K07972848-001-02-0,,BRD-K07972848,-0.0585,0.7906578053041152,32,408,-3.8193,-3.6625,0.9795738583585896
BRD:BRD-K86887724-001-10-6,,BRD-K86887724,-0.0585,0.7642045365810882,32,393,-0.6604,-0.6778,0.9739018024372351
BRD:BRD-K17751100-001-02-9,CC4,BRD-K17751100,-0.0584,0.6970331124424725,38,571,0.1263,0.1282,0.9644726122425853
BRD:BRD-M01344114-348-01-0,threo-2-methylisocitrate-(DL),BRD-M01344114,-0.0584,0.7622930304203565,38,571,-1.0999,-1.0605,0.9733345074904293
BRD:BRD-A27290375-330-01-1,,BRD-A27290375,-0.0583,0.7738784150808291,32,407,0.3128,0.318,0.9755974436688878
BRD:BRD-K47464228-001-14-9,azaserine,BRD-K47464228,-0.0582,0.6651307708172031,38,571,0.0676,0.0906,0.9609145364001432
BRD:BRD-A14577621-001-01-5,,BRD-A14577621,-0.0582,0.6912712826636204,31,395,-0.032,0.0168,0.9644726122425853
BRD:BRD-K60184833-001-05-6,,BRD-K60184833,-0.058,0.7414298823162647,31,408,-0.1946,-0.2153,0.9685152255123978
BRD:BRD-K00003373-001-01-9,GSK3179106,BRD-K00003373,-0.058,0.8116834946947982,38,571,-0.0447,-0.1235,0.9833206113787485
BRD:BRD-K00075632-305-02-9,Adriforant (hydrochloride),BRD-K00075632,-0.058,0.7302902393793851,38,561,-0.2292,-0.1794,0.9685152255123978
BRD:BRD-K00003511-001-01-9,CA-4948,BRD-K00003511,-0.0578,0.720737141686331,38,574,-0.1187,-0.0942,0.9685152255123978
BRD:BRD-K77947974-001-16-3,,BRD-K77947974,-0.0577,0.7105434955810875,31,403,-0.388,-0.3604,0.9681545853927248
BRD:BRD-K00003466-001-01-9,nelotanserin,BRD-K00003466,-0.0577,0.7727910513504086,38,571,0.1185,0.0835,0.9752780421874175
BRD:BRD-K00003479-003-01-9,AX-024,BRD-K00003479,-0.0577,0.6985458068793694,38,568,0.0999,0.1389,0.9644726122425853
BRD:BRD-K67831364-003-03-3,,BRD-K67831364,-0.0574,0.8019349340425104,32,411,-0.103,-0.0676,0.9812320763797768
BRD:BRD-K71731651-001-04-3,,BRD-K71731651,-0.0574,0.7531669000492656,31,401,-0.1654,-0.173,0.971320655524124
BRD:BRD-K30480208-001-18-5,,BRD-K30480208,-0.0573,0.7219585641462841,32,411,-0.4483,-0.3102,0.9685152255123978
BRD:BRD-K00003403-001-01-9,JNJ-39758979,BRD-K00003403,-0.0573,0.6955329483858579,38,574,0.0514,0.0699,0.9644726122425853
BRD:BRD-K57365211-314-03-9,mangafodipir,BRD-K57365211,-0.0573,0.694473844987599,38,574,-0.1153,-0.067,0.9644726122425853
BRD:BRD-K00003180-001-01-9,verucerfont,BRD-K00003180,-0.0572,0.6491452895200147,38,573,0.0098,0.0844,0.9573210112994377
BRD:BRD-A41387824-001-06-0,beta-hydroxybutyrate,BRD-A41387824,-0.0572,0.6589083190796988,38,571,-0.0079,-0.0128,0.9592859013867528
BRD:BRD-K18613660-001-05-5,,BRD-K18613660,-0.057,0.7147403315411983,32,407,-0.3322,-0.3892,0.9685152255123978
BRD:BRD-K12769093-003-01-3,,BRD-K12769093,-0.057,0.7662981157215596,31,408,0.0201,0.0282,0.9740339962758596
BRD:BRD-A75015151-001-08-9,NKY-80,BRD-A75015151,-0.0569,0.6848732084610949,38,573,0.1855,0.223,0.9644726122425853
BRD:BRD-K00003340-300-01-9,JPH203,BRD-K00003340,-0.0568,0.6829223415334438,38,573,-0.1016,0.0375,0.9644726122425853
BRD:BRD-K36338614-001-02-1,VBY-825,BRD-K36338614,-0.0568,0.6970152333793045,38,571,0.0896,0.0792,0.9644726122425853
