gene,cohens_d,p_value,n_lost,n_intact,median_resid_lost,median_resid_intact,fdr,composite_score,uncorr_cohens_d,uncorr_pvalue,uncorr_fdr,uncorr_composite,was_significant,is_significant,lineage_artifact,fdr_change,rank_change
MBD4,-0.0893,0.8554744968939147,67,585,0.0091,0.0131,0.9988716805228369,0.0,-0.0824,0.9046197428186926,0.9970947017753858,0.0001,False,False,False,0.0017769787474510856,-418
YY2,-0.0893,0.5436156001317116,67,585,0.0021,0.0,0.9988716805228369,0.0,-0.1963,0.1021648093909977,0.8548700217577266,0.0134,False,False,False,0.14400165876511029,3101
TESK1,-0.0893,0.6341551338420046,67,585,-0.0073,0.0002,0.9988716805228369,0.0,-0.0708,0.666690505765082,0.9851360850459384,0.0005,False,False,False,0.01373559547689851,-952
BMAL1,-0.0893,0.4472251875102009,67,585,0.0011,0.0091,0.9988716805228369,0.0,-0.1156,0.364628335504045,0.9529442769163432,0.0024,False,False,False,0.04592740360649372,911
KIF1B,-0.0893,0.45256376875925897,67,585,0.0023,0.0047,0.9988716805228369,0.0,-0.0561,0.5386296072743679,0.980777793381442,0.0005,False,False,False,0.018093887141394926,-1705
APOF,-0.0893,0.6449258775101586,67,585,0.0108,0.0106,0.9988716805228369,0.0,-0.113,0.518030608639735,0.9793104017325636,0.001,False,False,False,0.019561278790273362,824
YPEL2,-0.0892,0.40737489538186733,67,585,0.0003,0.0047,0.9988716805228369,0.0,-0.0628,0.6037436189463201,0.9823944221865752,0.0005,False,False,False,0.01647725833626168,-1358
TAF13,-0.0892,0.8037037644800333,67,585,0.0039,0.0,0.9988716805228369,0.0,-0.0325,0.8889091088983389,0.9961234093825128,0.0001,False,False,False,0.0027482711403241655,-2879
ASZ1,-0.0892,0.39737144589410367,67,585,-0.0018,0.0096,0.9988716805228369,0.0,-0.1062,0.2661382211774574,0.9317321247622332,0.0033,False,False,False,0.06713955576060371,567
TRIM44,-0.0891,0.3332831157732775,67,585,-0.0108,0.0045,0.9988716805228369,0.0,-0.0511,0.564711803356108,0.9823944221865752,0.0004,False,False,False,0.01647725833626168,-1948
HBQ1,-0.0891,0.3796684794979641,67,585,-0.0288,-0.0071,0.9988716805228369,0.0,-0.1044,0.3962268312146867,0.9603915689894706,0.0018,False,False,False,0.03848011153336628,505
NARS1,-0.0891,0.573538915061067,67,585,0.031,0.0137,0.9988716805228369,0.0,-0.1546,0.2329485512267736,0.9179596791089212,0.0057,False,False,False,0.08091200141391575,2205
GAPT,-0.0891,0.27748776041467027,67,585,-0.0175,0.0003,0.9988716805228369,0.0,-0.0023,0.6711779045438356,0.9860688110191762,0.0,False,False,False,0.012802869503660719,-4560
CCDC62,-0.0891,0.7632004136359274,67,585,0.0001,-0.0001,0.9988716805228369,0.0,-0.1385,0.4658571023941147,0.9773106863644524,0.0014,False,False,False,0.021560994158384528,1706
CXorf38,-0.089,0.3014840892973666,67,585,-0.0064,0.0007,0.9988716805228369,0.0,-0.069,0.4019699097735434,0.962205844034946,0.0012,False,False,False,0.0366658364878909,-1033
SCAND3,-0.089,0.6090061987329553,67,585,0.0023,0.0015,0.9988716805228369,0.0,-0.0412,0.9666832729793192,0.9979043044209654,0.0,False,False,False,0.0009673761018714755,-2432
PTEN,-0.0889,0.3353399577907661,67,585,-0.0783,-0.0598,0.9988716805228369,0.0,-0.0434,0.7095261536171926,0.988635996854372,0.0002,False,False,False,0.010235683668464945,-2320
WDR76,-0.0889,0.3610172348797258,67,585,-0.0046,0.0024,0.9988716805228369,0.0,-0.0951,0.333283136703273,0.942520063980189,0.0024,False,False,False,0.056351616542647975,113
INPP4A,-0.0889,0.42028550489261196,67,585,-0.0107,-0.0063,0.9988716805228369,0.0,-0.0839,0.4832016359228647,0.9773106863644524,0.0008,False,False,False,0.021560994158384528,-347
H3C3,-0.0889,0.47047626226512573,67,585,0.0197,0.0049,0.9988716805228369,0.0,-0.0461,0.6410004756496822,0.9851360850459384,0.0003,False,False,False,0.01373559547689851,-2195
MEAK7,-0.0888,0.717698119586734,67,585,0.0124,0.0031,0.9988716805228369,0.0,-0.0821,0.7054525924679884,0.9886201045012536,0.0004,False,False,False,0.01025157602158333,-416
DCAF6,-0.0888,0.4054395804081533,67,585,-0.0048,0.0204,0.9988716805228369,0.0,-0.0956,0.295122370163172,0.9372722669847392,0.0027,False,False,False,0.061599413538097725,134
SERTAD3,-0.0888,0.5336666176515781,67,585,-0.0144,0.0073,0.9988716805228369,0.0,-0.0329,0.853325652607191,0.9949424194863864,0.0001,False,False,False,0.0039292610364505265,-2839
ETV5,-0.0888,0.33055335281104414,67,585,-0.0094,0.0096,0.9988716805228369,0.0,-0.0783,0.2820573315112983,0.9354612676893624,0.0023,False,False,False,0.06341041283347448,-592
MRPS27,-0.0888,0.6346430582913207,67,585,0.0071,0.0099,0.9988716805228369,0.0,-0.0608,0.6032662160789168,0.9823944221865752,0.0005,False,False,False,0.01647725833626168,-1447
HINT2,-0.0887,0.3781845713690325,67,585,-0.0316,-0.0021,0.9988716805228369,0.0,-0.0255,0.6498466031738934,0.9851360850459384,0.0002,False,False,False,0.01373559547689851,-3269
GSN,-0.0887,0.5642490171086496,67,585,-0.0151,0.0046,0.9988716805228369,0.0,-0.0143,0.9448641524847892,0.9975610407095122,0.0,False,False,False,0.0013106398133246877,-3881
BICRAL,-0.0887,0.353507285314419,67,585,-0.0305,0.0027,0.9988716805228369,0.0,-0.1239,0.1250806161040542,0.8799002359730227,0.0069,False,False,False,0.11897144454981423,1214
MRM2,-0.0887,0.43182713298898745,67,585,0.0179,0.0436,0.9988716805228369,0.0,-0.0892,0.3981356629848716,0.9604607430076788,0.0016,False,False,False,0.03841093751515812,-136
TMPRSS13,-0.0887,0.3916682140991108,67,585,-0.0087,0.001,0.9988716805228369,0.0,-0.1026,0.2780941242382572,0.9349363763347682,0.003,False,False,False,0.0639353041880687,439
MFAP1,-0.0887,0.381155962440637,67,585,-0.0085,0.0242,0.9988716805228369,0.0,-0.2159,0.0424036604479041,0.7595804550363333,0.0258,False,False,False,0.2392912254865036,3440
RNF220,-0.0886,0.6661926240190199,67,585,-0.0061,0.003,0.9988716805228369,0.0,-0.0771,0.788380854184441,0.993302184314158,0.0002,False,False,False,0.00556949620867897,-631
OR8H1,-0.0886,0.26974100227378806,61,570,-0.025,0.0002,0.9988716805228369,0.0,-0.0281,0.5128783842010015,0.9793104017325636,0.0003,False,False,False,0.019561278790273362,-3128
REEP4,-0.0886,0.21980967908847138,67,585,-0.0077,0.0077,0.9988716805228369,0.0,-0.0174,0.5345672724152393,0.9796939658296868,0.0002,False,False,False,0.019177714693150105,-3715
TBX1,-0.0886,0.42265844740612823,67,585,0.0046,-0.0006,0.9988716805228369,0.0,-0.0895,0.3715513098174172,0.9540750340640276,0.0018,False,False,False,0.04479664645880932,-120
FGFBP1,-0.0886,0.25711915588247447,67,585,-0.0155,0.0039,0.9988716805228369,0.0,-0.126,0.1296951335371713,0.8852978388547172,0.0067,False,False,False,0.11357384166811968,1291
PSMD4,-0.0885,0.3538626468638103,67,585,-0.0552,-0.0085,0.9988716805228369,0.0,-0.0887,0.344696672791445,0.945503448037846,0.0022,False,False,False,0.053368232484990896,-147
PLCB3,-0.0885,0.3785552131239859,67,585,-0.0153,0.0091,0.9988716805228369,0.0,0.0193,0.988527367337638,0.9990578414908796,0.0,False,False,False,-0.00018616096804269233,-5675
KRTAP24-1,-0.0885,0.43222836854931646,67,585,-0.0064,-0.0033,0.9988716805228369,0.0,-0.135,0.2729689161833686,0.9317321247622332,0.0041,False,False,False,0.06713955576060371,1618
SLC12A5,-0.0884,0.5458895367055009,67,585,0.006,0.0048,0.9988716805228369,0.0,-0.0519,0.7626783839724598,0.9919189165888284,0.0002,False,False,False,0.006952763934008566,-1863
NF2,-0.0884,0.49049477370355477,67,585,-0.0565,-0.0223,0.9988716805228369,0.0,-0.0487,0.8377799862725893,0.9944547156000132,0.0001,False,False,False,0.0044169649228237295,-2048
P2RY4,-0.0884,0.2536855235680596,67,585,-0.021,0.0,0.9988716805228369,0.0,0.0148,0.8404559374656105,0.9949424194863864,0.0,False,False,False,0.0039292610364505265,-5428
EP400,-0.0884,0.483628990054768,67,585,-0.0104,0.0051,0.9988716805228369,0.0,-0.1606,0.1946736300652004,0.9020296443327318,0.0072,False,False,False,0.09684203619010512,2381
PAK1IP1,-0.0884,0.44355032263931304,67,585,-0.0297,0.0,0.9988716805228369,0.0,-0.1466,0.3174536375847757,0.942520063980189,0.0038,False,False,False,0.056351616542647975,1984
SYT6,-0.0884,0.49049477370355477,67,585,-0.0103,0.0,0.9988716805228369,0.0,-0.0472,0.6186264569138025,0.9827758482255154,0.0004,False,False,False,0.016095832297321477,-2122
APRT,-0.0884,0.41517105691038303,67,585,-0.0068,0.0009,0.9988716805228369,0.0,-0.0775,0.4394874648972597,0.9685901835143516,0.0011,False,False,False,0.03028149700848537,-606
ADGRG7,-0.0883,0.6661926240190199,67,585,0.0026,0.0001,0.9988716805228369,0.0,-0.05,0.9176502157192408,0.9975610407095122,0.0001,False,False,False,0.0013106398133246877,-1971
BMAL2,-0.0883,0.2591369375961273,67,585,-0.023,0.0,0.9988716805228369,0.0,-0.0255,0.5399871508610035,0.9809603233571884,0.0002,False,False,False,0.01791135716564851,-3249
SH3RF1,-0.0883,0.4650199471122225,67,585,-0.0049,0.0035,0.9988716805228369,0.0,-0.0398,0.7501823212936087,0.9904953902992824,0.0002,False,False,False,0.008376290223554572,-2470
ISL1,-0.0883,0.8721632517964721,67,585,0.0092,-0.0047,0.9988716805228369,0.0,-0.2939,0.6503395199238798,0.9851360850459384,0.0019,False,False,False,0.01373559547689851,4183
CCR4,-0.0882,0.45091730521336404,67,585,0.0007,0.0068,0.9988716805228369,0.0,-0.0586,0.5796159868186441,0.9823944221865752,0.0005,False,False,False,0.01647725833626168,-1529
TMEM35B,-0.0882,0.5140485376846841,67,585,-0.0515,-0.0179,0.9988716805228369,0.0,-0.0659,0.6419808944857575,0.9851360850459384,0.0004,False,False,False,0.01373559547689851,-1146
TRPM4,-0.0882,0.8797192645897464,67,585,-0.0035,-0.0022,0.9988716805228369,0.0,-0.0271,0.6927774933968773,0.9883985705044088,0.0001,False,False,False,0.0104731100184281,-3163
GNA15,-0.0882,0.8074139740233234,67,585,-0.0135,0.0011,0.9988716805228369,0.0,-0.0902,0.7115660609220976,0.988903223701504,0.0004,False,False,False,0.00996845682133296,-70
C16orf78,-0.0882,0.6370850588234649,67,585,-0.0248,-0.0045,0.9988716805228369,0.0,-0.1206,0.4658571023941147,0.9773106863644524,0.0012,False,False,False,0.021560994158384528,1131
DEFB132,-0.0882,0.6171791769254187,67,585,0.0018,-0.0024,0.9988716805228369,0.0,-0.1126,0.7799613389843287,0.9919488452605149,0.0004,False,False,False,0.006922835262322069,862
IGDCC4,-0.0882,0.3878938035956412,67,585,0.002,0.0044,0.9988716805228369,0.0,-0.1084,0.2045114177738755,0.9024949901071614,0.0048,False,False,False,0.09637669041567554,698
ZNF728,-0.0881,0.2623298518188377,67,585,-0.0327,0.0023,0.9988716805228369,0.0,-0.0607,0.3599383208737406,0.9507420729631676,0.0013,False,False,False,0.04812960755966933,-1416
DKK2,-0.0881,0.5359196468552125,67,585,-0.0135,0.0,0.9988716805228369,0.0,-0.1267,0.3524425757355532,0.9477165051276428,0.003,False,False,False,0.0511551753951941,1342
MNS1,-0.0881,0.23917589426954777,67,585,-0.012,0.0037,0.9988716805228369,0.0,-0.0889,0.2321448439698894,0.9179596791089212,0.0033,False,False,False,0.08091200141391575,-120
ACER3,-0.0881,0.6351311415295318,67,585,-0.0058,-0.0102,0.9988716805228369,0.0,-0.1141,0.4116519493990318,0.9651016409936232,0.0018,False,False,False,0.03377003952921376,920
TRIB3,-0.088,0.2854405748304323,67,585,-0.0197,0.007,0.9988716805228369,0.0,-0.045,0.4318271529261774,0.9677910102825864,0.0006,False,False,False,0.03108067024025052,-2194
MRPL9,-0.088,0.7527803801357866,67,585,0.0735,0.0286,0.9988716805228369,0.0,-0.1155,0.9116749549051067,0.9975610407095122,0.0001,False,False,False,0.0013106398133246877,969
EBF4,-0.088,0.6973308381882899,67,585,-0.004,-0.0029,0.9988716805228369,0.0,-0.0733,0.7873270395512961,0.9931453497146882,0.0002,False,False,False,0.005726330808148772,-774
COPS7B,-0.088,0.8970302448784987,67,585,-0.0063,0.004,0.9988716805228369,0.0,-0.0601,0.8484947400723939,0.9949424194863864,0.0001,False,False,False,0.0039292610364505265,-1442
SS18L1,-0.088,0.4734288569074029,67,585,-0.0023,0.0052,0.9988716805228369,0.0,-0.1286,0.310869681502691,0.9414295320089094,0.0034,False,False,False,0.05744214851392748,1414
GAL,-0.088,0.25597104604126175,67,585,0.0026,0.018,0.9988716805228369,0.0,-0.1259,0.1192905332011755,0.8745028821941596,0.0073,False,False,False,0.12436879832867731,1317
SMS,-0.0879,0.4930828879814443,67,585,-0.0191,0.0122,0.9988716805228369,0.0,-0.0324,0.8737814454213892,0.9953303992568416,0.0001,False,False,False,0.0035412812659952886,-2826
PTRH1,-0.0879,0.43504305672293286,67,585,-0.0285,-0.0004,0.9988716805228369,0.0,-0.145,0.2594261057725811,0.9306774976492062,0.0045,False,False,False,0.06819418287363077,1968
XDH,-0.0879,0.4104828310176061,67,585,-0.0075,0.0002,0.9988716805228369,0.0,-0.1549,0.1874690857074271,0.8995271344185874,0.0071,False,False,False,0.09934454610424948,2271
TUB,-0.0879,0.381155962440637,67,585,-0.0036,0.0144,0.9988716805228369,0.0,-0.1456,0.1573720888634102,0.8922470905174421,0.0072,False,False,False,0.10662459000539481,1984
SLC44A3,-0.0878,0.33602738463962867,67,585,-0.0082,0.0091,0.9988716805228369,0.0,-0.1052,0.2052452031242116,0.9027693517886408,0.0047,False,False,False,0.09610232873419611,598
SPACA7,-0.0878,0.5796159704046648,67,585,0.006,0.0085,0.9988716805228369,0.0,-0.1759,0.1196156354782006,0.8745028821941596,0.0102,False,False,False,0.12436879832867731,2768
PLK2,-0.0878,0.3268236228226832,67,585,-0.025,-0.0033,0.9988716805228369,0.0,0.0056,0.7600698092922158,0.991568324134546,0.0,False,False,False,0.007303356388290938,-4919
THEM6,-0.0878,0.3711849018284257,67,585,-0.0238,0.0026,0.9988716805228369,0.0,-0.149,0.1708561782306623,0.8943774342954771,0.0072,False,False,False,0.10449424622735981,2089
CPB2,-0.0878,0.5122838610062307,67,585,-0.0118,0.0036,0.9988716805228369,0.0,-0.1419,0.2838993619934427,0.9354612676893624,0.0041,False,False,False,0.06341041283347448,1883
SCGN,-0.0877,0.5573294752572461,67,585,0.003,0.004,0.9988716805228369,0.0,-0.057,0.7794359639419544,0.9919488452605149,0.0002,False,False,False,0.006922835262322069,-1580
SOCS1,-0.0877,0.1189661077468981,67,585,-0.0275,0.0021,0.9988716805228369,0.0,-0.0492,0.2528321470754403,0.9290925117922416,0.0016,False,False,False,0.06977916873059531,-1987
REV3L,-0.0877,0.9694127530091555,67,585,0.0649,0.0235,0.9994885455847995,0.0,-0.1033,0.7652896568478142,0.9919488452605149,0.0004,False,False,False,0.007539700324284637,529
CNTN1,-0.0877,0.3261484383812304,67,585,-0.0087,0.007,0.9988716805228369,0.0,-0.0988,0.2441307449672505,0.9227816508890756,0.0034,False,False,False,0.07609002963376132,334
EPS15L1,-0.0877,0.6297709884403562,67,585,0.0073,0.0053,0.9988716805228369,0.0,0.0256,0.6027889830698657,0.9823944221865752,0.0002,False,False,False,0.01647725833626168,-6025
RTF2,-0.0877,0.35315214945340856,67,585,-0.0505,0.0108,0.9988716805228369,0.0,-0.1022,0.3700871065123224,0.9540750340640276,0.0021,False,False,False,0.04479664645880932,473
EXOSC10,-0.0876,0.3947037311288737,67,585,-0.0425,0.0014,0.9988716805228369,0.0,-0.1174,0.2805285111776385,0.9354612676893624,0.0034,False,False,False,0.06341041283347448,1058
SLC34A2,-0.0876,0.5215835385873941,67,585,-0.0069,0.003,0.9988716805228369,0.0,-0.0177,0.8926975766269769,0.9961234093825128,0.0,False,False,False,0.0027482711403241655,-3656
MIA2,-0.0875,0.5833706489644883,67,585,-0.0041,0.0015,0.9988716805228369,0.0,-0.1421,0.2929171618134589,0.9367609238098936,0.004,False,False,False,0.062110756712943305,1899
OR7D2,-0.0875,0.26086436411154434,61,570,-0.0141,-0.0003,0.9988716805228369,0.0,-0.063,0.3440172795839464,0.9449408456218972,0.0015,False,False,False,0.05393083490093975,-1270
H4C16,-0.0875,0.40737489538186733,67,585,-0.0132,-0.0036,0.9988716805228369,0.0,-0.1365,0.2190386309396467,0.9123402529703472,0.0054,False,False,False,0.08653142755248977,1717
MMACHC,-0.0875,0.426630743893335,67,585,0.007,0.0154,0.9988716805228369,0.0,-0.0632,0.6582468726511213,0.9851360850459384,0.0004,False,False,False,0.01373559547689851,-1258
BCAP31,-0.0875,0.731561428261068,67,585,0.0134,0.0233,0.9988716805228369,0.0,-0.0499,0.8581620721903627,0.9949424194863864,0.0001,False,False,False,0.0039292610364505265,-1937
PLXDC1,-0.0875,0.42982419518717785,67,585,-0.0171,0.0,0.9988716805228369,0.0,-0.0376,0.8732419903648825,0.9953303992568416,0.0001,False,False,False,0.0035412812659952886,-2534
OR4K15,-0.0874,0.39645254084707915,61,570,-0.0214,-0.0098,0.9988716805228369,0.0,-0.0221,0.6657916504342671,0.9851360850459384,0.0001,False,False,False,0.01373559547689851,-3407
RADX,-0.0874,0.6642026235488669,67,585,-0.0051,-0.0048,0.9988716805228369,0.0,-0.0684,0.6518191875335871,0.9851360850459384,0.0004,False,False,False,0.01373559547689851,-982
F2R,-0.0874,0.33055335281104414,67,585,-0.005,0.0104,0.9988716805228369,0.0,-0.1465,0.1152849276641737,0.8725296869685283,0.0087,False,False,False,0.12634199355430864,2034
STAT6,-0.0874,0.2242158701232293,67,585,-0.0155,0.0143,0.9988716805228369,0.0,-0.0864,0.2702818887121427,0.9317321247622332,0.0027,False,False,False,0.06713955576060371,-179
MTMR4,-0.0874,0.23429242528728444,67,585,-0.0225,0.0109,0.9988716805228369,0.0,-0.0533,0.3897782510315882,0.9601966365350418,0.0009,False,False,False,0.03867504398779509,-1739
CHRM2,-0.0874,0.21852564587157475,67,585,-0.0178,0.0,0.9988716805228369,0.0,-0.1402,0.054601454803353,0.7900593135135635,0.0143,False,False,False,0.20881236700927341,1846
TWSG1,-0.0874,0.6691820320378801,67,585,-0.0123,-0.003,0.9988716805228369,0.0,-0.1001,0.531867664364224,0.9796454175630602,0.0009,False,False,False,0.019226262959776697,398
ENAM,-0.0874,0.31119670300947155,67,585,-0.0218,0.0033,0.9988716805228369,0.0,-0.049,0.4155631856649457,0.9655907065126528,0.0007,False,False,False,0.03328097401018415,-1984
EIF5A,-0.0873,0.7563079740866993,67,567,0.0507,0.014,0.9988716805228369,0.0,-0.1131,0.5831944648979822,0.9823944221865752,0.0009,False,False,False,0.01647725833626168,927
TRIM39,-0.0873,0.5876081625020173,67,585,0.0029,-0.0015,0.9988716805228369,0.0,-0.0853,0.5577895068080212,0.9823944221865752,0.0007,False,False,False,0.01647725833626168,-207
PBDC1,-0.0873,0.3901557828753174,67,585,-0.0137,-0.0016,0.9988716805228369,0.0,0.014,0.9095033524349858,0.9975610407095122,0.0,False,False,False,0.0013106398133246877,-5332
C16orf92,-0.0873,0.3510260750192892,67,585,0.0059,0.0126,0.9988716805228369,0.0,-0.0582,0.607568937126014,0.9823944221865752,0.0004,False,False,False,0.01647725833626168,-1502
ATXN1L,-0.0872,0.4062130462509532,67,585,-0.0208,0.0,0.9988716805228369,0.0,-0.0955,0.4679536000514807,0.9773106863644524,0.001,False,False,False,0.021560994158384528,211
VCPIP1,-0.0872,0.19990836732532025,67,585,-0.0099,0.0227,0.9988716805228369,0.0,-0.0886,0.2276276753703769,0.9175875627810612,0.0033,False,False,False,0.08128411774177569,-86
SLC22A5,-0.0872,0.5127247338129433,67,585,-0.0051,0.0062,0.9988716805228369,0.0,-0.1346,0.2845151780320886,0.9354612676893624,0.0039,False,False,False,0.06341041283347448,1668
RIDA,-0.0872,0.31745361663244787,67,585,-0.0066,0.0085,0.9988716805228369,0.0,-0.0788,0.3610172556708015,0.9507995039893123,0.0017,False,False,False,0.04807217653352458,-485
PDE7B,-0.0871,0.5273837016163468,67,585,-0.0146,0.0038,0.9988716805228369,0.0,-0.1297,0.3191138073837596,0.942520063980189,0.0033,False,False,False,0.056351616542647975,1506
DHRS12,-0.0871,0.4620965686542152,67,585,0.0016,0.0069,0.9988716805228369,0.0,-0.0867,0.5814919089250885,0.9823944221865752,0.0007,False,False,False,0.01647725833626168,-153
FAHD2A,-0.087,0.23080968927604217,67,585,-0.0186,0.0048,0.9988716805228369,0.0,-0.1065,0.1360521090417316,0.887094148871769,0.0055,False,False,False,0.11177753165106796,688
PIK3CA,-0.087,0.9819724892886365,67,585,0.0309,0.0398,0.9996544161134269,0.0,-0.0984,0.9084178036784007,0.9975610407095122,0.0001,False,False,False,0.0020933754039146324,351
PPP2R1A,-0.087,0.860313307285373,67,585,-0.0387,-0.0301,0.9988716805228369,0.0,-0.1196,0.5238104984766099,0.9793628981094148,0.0011,False,False,False,0.019508782413422132,1150
LDAF1,-0.087,0.7559017610621441,67,585,-0.0032,-0.0054,0.9988716805228369,0.0,-0.0027,0.6887393558927721,0.9875877961226148,0.0,False,False,False,0.0112838844002221,-4439
ERBB2,-0.0869,0.16184257336576247,67,585,0.0114,0.043,0.9988716805228369,0.0,-0.0101,0.4484539990002677,0.972219641648386,0.0001,False,False,False,0.02665203887445089,-4048
TBL1X,-0.0869,0.8265618081143986,67,585,0.0128,0.006,0.9988716805228369,0.0,-0.1531,0.4558668823517875,0.9740406419744878,0.0017,False,False,False,0.024831038548349116,2268
