cancer_type,gene,cohens_d,p_value,n_mut,n_wt,fdr,n_cancer_types,category
Bowel,ANXA2R,-1.1477783716785281,0.0013186373346564736,12,51,0.2991215025092648,2,cancer_specific
Lymphoid,CLTC,-1.1473826130212708,0.003446372664898596,6,87,0.6137357200341474,1,cancer_specific
Ovary/Fallopian Tube,WDR36,-1.1467814574905286,0.004329090594750371,9,19,0.35263192777650443,2,cancer_specific
Esophagus/Stomach,IPO4,-1.146521571948054,0.007007665463214326,11,58,1.0,1,cancer_specific
Breast,SH3KBP1,-1.1461941807406473,0.0037119056621197095,5,48,0.8776493075459502,1,cancer_specific
Lymphoid,FNDC3A,-1.1460241181513529,0.03590522813776356,6,87,0.6949361184835696,2,cancer_specific
Biliary Tract,RPH3A,-1.14597282654102,0.015482145937553909,4,30,0.5255361255558615,3,universal
Skin,GAN,-1.1450881573054665,0.03367641614216957,3,72,0.9969807075405016,1,cancer_specific
Biliary Tract,SPEG,-1.1446613350703376,0.03092116612040711,4,30,0.6004309844800014,3,universal
Biliary Tract,NAT10,-1.1445168871420202,0.041961359323788174,4,30,0.6214543699352375,2,cancer_specific
Skin,DLL1,-1.1444851512917986,0.03367641614216957,3,72,0.9969807075405016,1,cancer_specific
Uterus,GPRC5D,-1.1444159473822955,0.002325498872471687,22,12,0.3011442637689808,2,cancer_specific
Skin,JPT2,-1.144391118463959,0.00930025916327286,3,72,0.9969807075405016,2,cancer_specific
Biliary Tract,LMO1,-1.1440828308630024,0.03092116612040711,4,30,0.6004309844800014,1,cancer_specific
Uterus,MYLK2,-1.1439605303617464,0.00417034090625347,22,12,0.32797536311417086,2,cancer_specific
Biliary Tract,FOXO1,-1.1439601086530355,0.010393306882870452,4,30,0.5120934889906281,1,cancer_specific
Bladder/Urinary Tract,CSRP3,-1.1439019714887344,0.007918946052820293,8,26,1.0,1,cancer_specific
Breast,CAMKK2,-1.1437693784463192,0.007790402082458527,5,48,0.8776493075459502,1,cancer_specific
Ovary/Fallopian Tube,HMX1,-1.1436498408510893,0.0035477700553855707,15,44,0.3438652154763171,1,cancer_specific
Lung,MICOS10,-1.1435726580808974,0.03912958929666782,8,118,0.9997943488153372,2,cancer_specific
Skin,SYT13,-1.1434322784653361,0.017030729359496483,3,72,0.9969807075405016,1,cancer_specific
Uterus,CAPS,-1.1434160680090077,0.005223684746587126,22,12,0.33214855032288565,2,cancer_specific
Ovary/Fallopian Tube,TCF25,-1.1431335120777035,0.00032476109853164217,15,44,0.29849194327383294,1,cancer_specific
Skin,SLC12A1,-1.1428331151352253,0.03367641614216957,3,72,0.9969807075405016,1,cancer_specific
Uterus,GJC2,-1.1426565480736166,0.008982521646227757,22,12,0.35321402552304804,1,cancer_specific
Bladder/Urinary Tract,FIP1L1,-1.142230091112977,0.01349180698784834,8,26,1.0,2,cancer_specific
Bladder/Urinary Tract,GTDC1,-1.1415657960009087,0.010394243201938026,8,26,1.0,3,universal
Pancreas,C16orf95,-1.1415346851041714,0.006884483316483309,12,36,0.9994757549302502,1,cancer_specific
Biliary Tract,PLEKHO2,-1.1411580307479283,0.018587200276004832,4,30,0.5537864846051892,2,cancer_specific
Lymphoid,P3H1,-1.1410168389630675,0.004709448695139794,6,87,0.6137357200341474,1,cancer_specific
Skin,ZNF480,-1.1401719902892828,0.028137726767863754,3,72,0.9969807075405016,1,cancer_specific
Biliary Tract,MELTF,-1.1397197821942389,0.041961359323788174,4,30,0.6214543699352375,1,cancer_specific
Uterus,DCAF11,-1.1395356221497612,0.008982521646227757,22,12,0.35321402552304804,2,cancer_specific
Bladder/Urinary Tract,OR5I1,-1.1395103353562208,0.01349180698784834,8,26,1.0,1,cancer_specific
Biliary Tract,KIF26A,-1.1394001640494391,0.041961359323788174,4,30,0.6214543699352375,2,cancer_specific
Breast,TTC12,-1.1393163276088607,0.026259328114409772,5,48,0.8776493075459502,2,cancer_specific
Uterus,OR6X1,-1.1391374399416452,0.006418036110476312,21,10,0.33942765829814897,1,cancer_specific
Skin,PRDX1,-1.1388559842560428,0.030833024805627544,3,72,0.9969807075405016,1,cancer_specific
Uterus,KLF15,-1.1385513042122624,0.005223684746587126,22,12,0.33214855032288565,2,cancer_specific
Uterus,ABHD15,-1.1382684444681848,0.02211533410025953,22,12,0.41567091797877737,1,cancer_specific
Lymphoid,GCK,-1.1382564864578713,0.00671198991321279,6,87,0.6137357200341474,1,cancer_specific
Skin,ADGRL1,-1.1380615856065477,0.03669751943724547,3,72,0.9969807075405016,1,cancer_specific
Uterus,MPZL1,-1.1377628189729163,0.002619960133175004,22,12,0.3011442637689808,1,cancer_specific
Biliary Tract,PRG3,-1.1377554923248836,0.041961359323788174,4,30,0.6214543699352375,2,cancer_specific
Skin,ACOT13,-1.1375163380724302,0.03367641614216957,3,72,0.9969807075405016,2,cancer_specific
Breast,CHL1,-1.1365744819910362,0.006158864126202004,5,48,0.8776493075459502,1,cancer_specific
Skin,PRKCD,-1.135983798956024,0.03669751943724547,3,72,0.9969807075405016,2,cancer_specific
Breast,PRSS8,-1.1358705547281254,0.019904623678208583,5,48,0.8776493075459502,1,cancer_specific
Breast,WBP1L,-1.1356575963145428,0.012083556209130968,5,48,0.8776493075459502,2,cancer_specific
Biliary Tract,S1PR4,-1.1343035049770553,0.015482145937553909,4,30,0.5255361255558615,1,cancer_specific
Uterus,PEX5,-1.1342839872027066,0.008078860291227574,22,12,0.35321402552304804,1,cancer_specific
Uterus,UROC1,-1.134201808332508,0.003719517641997308,22,12,0.32797536311417086,2,cancer_specific
Bladder/Urinary Tract,GSDMC,-1.134169652841092,0.019562018580535884,8,26,1.0,1,cancer_specific
Breast,LRRC55,-1.1341016992190023,0.043772051636329426,5,48,0.8949562803774491,2,cancer_specific
Bowel,IQCF5,-1.133652881392948,0.0014012718872778007,12,51,0.2991215025092648,1,cancer_specific
Breast,GRIK4,-1.133591150823251,0.013406349477381665,5,48,0.8776493075459502,1,cancer_specific
Skin,KCTD16,-1.1335316031653615,0.030833024805627544,3,72,0.9969807075405016,2,cancer_specific
Bowel,DBI,-1.133481637562802,0.0014886582701751597,12,51,0.3068176027874803,2,cancer_specific
Uterus,ENDOD1,-1.132489432365639,0.005223684746587126,22,12,0.33214855032288565,1,cancer_specific
Skin,PRMT3,-1.1322449034109312,0.030833024805627544,3,72,0.9969807075405016,2,cancer_specific
Breast,OR6B3,-1.1321153210326256,0.027998766574159728,4,44,0.8776493075459502,2,cancer_specific
Lymphoid,ZSWIM8,-1.1321036905820676,0.025280464633097126,6,87,0.6813085218619676,3,universal
Esophagus/Stomach,VIPR2,-1.1319927446871916,0.0030888822032885442,11,58,1.0,1,cancer_specific
Breast,PDE6G,-1.1310555485634748,0.009749502123055318,5,48,0.8776493075459502,3,universal
Ovary/Fallopian Tube,ANXA4,-1.1310156190164258,0.0035477700553855707,15,44,0.3438652154763171,1,cancer_specific
Skin,TMEM131,-1.1306560268744537,0.025620140688633837,3,72,0.9969807075405016,1,cancer_specific
Biliary Tract,DCLRE1C,-1.1305258809606937,0.026263584612730727,4,30,0.5898363377609109,1,cancer_specific
Skin,ST7L,-1.1304294168996725,0.03989633469085524,3,72,0.9969807075405016,1,cancer_specific
Bladder/Urinary Tract,AOAH,-1.130341406105958,0.01349180698784834,8,26,1.0,1,cancer_specific
Breast,CBARP,-1.1293256354531387,0.04741914182218606,5,48,0.9041286739135341,2,cancer_specific
Lymphoid,DYM,-1.129256533639713,0.005978163328810225,6,87,0.6137357200341474,1,cancer_specific
Uterus,SELPLG,-1.1286919222270468,0.008078860291227574,22,12,0.35321402552304804,1,cancer_specific
Breast,PDCD1,-1.1284054727081094,0.043772051636329426,5,48,0.8949562803774491,1,cancer_specific
Biliary Tract,CALU,-1.1282144641754954,0.036096256684491984,4,30,0.6034249226006193,1,cancer_specific
Bowel,NLRP1,-1.1282096032073077,0.005836978857999846,12,51,0.38764025149183423,2,cancer_specific
Breast,PRDM13,-1.1279566383866069,0.01808491175860765,5,48,0.8776493075459502,2,cancer_specific
Esophagus/Stomach,AKTIP,-1.127860831080318,0.0006314649602924043,11,58,1.0,1,cancer_specific
Uterus,CLDN9,-1.1277859991519792,0.00417034090625347,22,12,0.32797536311417086,2,cancer_specific
Pancreas,PLEC,-1.1276959464198129,0.0013629662246739244,12,36,0.9994757549302502,2,cancer_specific
Skin,NOVA1,-1.1273077480440683,0.03367641614216957,3,72,0.9969807075405016,2,cancer_specific
Esophagus/Stomach,RPL7,-1.1269884796961602,0.015613961261542514,11,58,1.0,2,cancer_specific
Breast,VWA8,-1.1269839569045086,0.009749502123055318,5,48,0.8776493075459502,1,cancer_specific
Skin,VWA3B,-1.1267996130905769,0.03989633469085524,3,72,0.9969807075405016,3,universal
Skin,SNX2,-1.1267682457938126,0.028137726767863754,3,72,0.9969807075405016,2,cancer_specific
Breast,LANCL3,-1.1264485332038439,0.03132538937200425,5,48,0.8776493075459502,1,cancer_specific
Uterus,BOP1,-1.1263311751159522,0.005835779104625947,22,12,0.3343174285145299,1,cancer_specific
Skin,FOXL2,-1.1257274737825123,0.030833024805627544,3,72,0.9969807075405016,1,cancer_specific
Biliary Tract,VPS4A,-1.1254493979211857,0.048430222528894264,4,30,0.6278632420710221,2,cancer_specific
Lymphoid,ADAMTS2,-1.125325132512412,0.007519220671433982,6,87,0.6137357200341474,2,cancer_specific
Lymphoid,STARD9,-1.12499145613142,0.02004929949837525,6,87,0.6616268834463832,1,cancer_specific
Breast,GRPEL1,-1.1249626154179817,0.037138570958136524,5,48,0.8914748538826587,1,cancer_specific
Lymphoid,KDM5A,-1.1240805088165113,0.008880139196731536,6,87,0.6137357200341474,1,cancer_specific
Pancreas,USH1G,-1.1239966591466484,0.0022168916548820326,12,36,0.9994757549302502,2,cancer_specific
Uterus,USP11,-1.1235307056575983,0.012258781553102423,22,12,0.3776842131076968,2,cancer_specific
Lymphoid,TNFRSF6B,-1.123478331524265,0.004430037397243537,6,87,0.6137357200341474,2,cancer_specific
Biliary Tract,HS3ST3B1,-1.1234462940293297,0.015482145937553909,4,30,0.5255361255558615,2,cancer_specific
Skin,GNA14,-1.1231299379520865,0.030833024805627544,3,72,0.9969807075405016,1,cancer_specific
Pancreas,SPRR1B,-1.1231015293310345,0.007159796725014116,6,19,0.9994757549302502,1,cancer_specific
Skin,BLVRA,-1.1228001425986345,0.03989633469085524,3,72,0.9969807075405016,3,universal
Skin,CDC42EP3,-1.1225339366825478,0.03989633469085524,3,72,0.9969807075405016,2,cancer_specific
Breast,RBM42,-1.122378672673502,0.034133363069465815,5,48,0.8914748538826587,2,cancer_specific
Breast,MUC16,-1.1219360792227513,0.037138570958136524,5,48,0.8914748538826587,1,cancer_specific
Biliary Tract,TXNDC11,-1.1215963368139052,0.015482145937553909,4,30,0.5255361255558615,1,cancer_specific
Lymphoid,RNMT,-1.121576106941188,0.00367333104462184,6,87,0.6137357200341474,1,cancer_specific
Breast,TBX5,-1.1213767017030045,0.037138570958136524,5,48,0.8914748538826587,1,cancer_specific
Uterus,GPR61,-1.120920847878678,0.004670192363741602,22,12,0.33214855032288565,1,cancer_specific
Uterus,NUS1,-1.120724997378205,0.003719517641997308,22,12,0.32797536311417086,1,cancer_specific
Breast,EXOC2,-1.120083564982675,0.01808491175860765,5,48,0.8776493075459502,1,cancer_specific
Breast,CLIP4,-1.1200467495375928,0.013406349477381665,5,48,0.8776493075459502,1,cancer_specific
Breast,ARHGAP26,-1.120019546532805,0.04741914182218606,5,48,0.9041286739135341,1,cancer_specific
Breast,CCNF,-1.1200147978794819,0.023983120098547403,5,48,0.8776493075459502,2,cancer_specific
Breast,APOD,-1.1199264542395893,0.016399709375767724,5,48,0.8776493075459502,1,cancer_specific
Uterus,USP13,-1.119728902843705,0.005223684746587126,22,12,0.33214855032288565,2,cancer_specific
Pancreas,BYSL,-1.1197053088596953,0.005148079173409361,12,36,0.9994757549302502,1,cancer_specific
Biliary Tract,MC1R,-1.11925791375929,0.015482145937553909,4,30,0.5255361255558615,2,cancer_specific
Uterus,ZNF500,-1.118997875218974,0.002325498872471687,22,12,0.3011442637689808,1,cancer_specific
Breast,MTRES1,-1.1185405171596277,0.019904623678208583,5,48,0.8776493075459502,1,cancer_specific
Skin,HPX,-1.1182126869984166,0.03367641614216957,3,72,0.9969807075405016,2,cancer_specific
Bowel,NXT1,-1.1180574054453465,0.0015810414260657173,12,51,0.3100561446908712,1,cancer_specific
Skin,TRO,-1.118025546706764,0.04682710107367642,3,72,0.9969807075405016,1,cancer_specific
Uterus,PGLYRP1,-1.1176407448358645,0.008078860291227574,22,12,0.35321402552304804,1,cancer_specific
Bowel,RIPK2,-1.1174563248276326,0.0011666960237371221,12,51,0.2991215025092648,3,universal
Bladder/Urinary Tract,EMP3,-1.1173809892032787,0.011857544671782714,8,26,1.0,1,cancer_specific
Bladder/Urinary Tract,TXNDC17,-1.1169008621091159,0.011857544671782714,8,26,1.0,2,cancer_specific
Breast,C5orf46,-1.1166961119503622,0.034133363069465815,5,48,0.8914748538826587,1,cancer_specific
Uterus,FGL2,-1.1165115184027015,0.005223684746587126,22,12,0.33214855032288565,1,cancer_specific
Skin,HOXC13,-1.1156061963764063,0.03989633469085524,3,72,0.9969807075405016,1,cancer_specific
Breast,APAF1,-1.1152008187118507,0.004812374877382012,5,48,0.8776493075459502,2,cancer_specific
Biliary Tract,SPANXN2,-1.1151567783492395,0.03092116612040711,4,30,0.6004309844800014,1,cancer_specific
Skin,HOXB1,-1.1150233342422076,0.023250647908182154,3,72,0.9969807075405016,2,cancer_specific
Lymphoid,UBE2O,-1.1147350393206306,0.028916608182882986,6,87,0.6907930151804587,1,cancer_specific
Uterus,ADISSP,-1.11468896801175,0.005223684746587126,22,12,0.33214855032288565,1,cancer_specific
Biliary Tract,FMR1,-1.1145339601966988,0.03092116612040711,4,30,0.6004309844800014,2,cancer_specific
Biliary Tract,DIS3L2,-1.1144230453620563,0.036096256684491984,4,30,0.6034249226006193,1,cancer_specific
Breast,RNFT2,-1.1139365912331924,0.02186860230304023,5,48,0.8776493075459502,1,cancer_specific
Pancreas,OR2T29,-1.1138762451036415,0.004823457866150767,12,28,0.9994757549302502,1,cancer_specific
Uterus,KEAP1,-1.1136421326904982,0.0011086602532527725,22,12,0.2923439264864039,1,cancer_specific
Lymphoid,ZNF37A,-1.1135133839770766,0.015737685892278766,6,87,0.6540332218830897,2,cancer_specific
Lymphoid,FAM209B,-1.113485560419354,0.012864986681902073,6,87,0.6396936097382857,1,cancer_specific
Biliary Tract,ZNF160,-1.1134493649692552,0.022209763670864243,4,30,0.5684101675016724,1,cancer_specific
Biliary Tract,PRAMEF12,-1.113114783905045,0.048430222528894264,4,30,0.6278632420710221,2,cancer_specific
Bladder/Urinary Tract,PFDN6,-1.111998458836123,0.022031918125617004,8,26,1.0,1,cancer_specific
Bowel,SKIC3,-1.1119099359560083,0.0035644954867357906,12,51,0.34736395963401884,2,cancer_specific
Uterus,TAFA4,-1.1117231209896374,0.0014260860151498994,22,12,0.3011442637689808,2,cancer_specific
Biliary Tract,ERLN,-1.1115552713284222,0.015482145937553909,4,30,0.5255361255558615,1,cancer_specific
Skin,TBX10,-1.111523609013689,0.04682710107367642,3,72,0.9969807075405016,1,cancer_specific
Bowel,PDLIM1,-1.111498202296834,0.00445064755201441,12,51,0.3677629550929511,1,cancer_specific
Breast,FOSB,-1.1112059969195065,0.010866000972232144,5,48,0.8776493075459502,1,cancer_specific
Esophagus/Stomach,OR51G2,-1.111120715879203,0.0036859895152826327,11,49,1.0,1,cancer_specific
Biliary Tract,RAB17,-1.1110143158752068,0.041961359323788174,4,30,0.6214543699352375,2,cancer_specific
Skin,CRISPLD1,-1.1105555189729133,0.03989633469085524,3,72,0.9969807075405016,1,cancer_specific
Bowel,OR13C8,-1.1104679414055403,0.008014957359750854,9,41,0.4071280465090441,1,cancer_specific
Bladder/Urinary Tract,TARS1,-1.1103208056855347,0.017327961285299502,8,26,1.0,1,cancer_specific
Skin,MGME1,-1.1101803212212134,0.017030729359496483,3,72,0.9969807075405016,1,cancer_specific
Breast,ZNF471,-1.1098874661772713,0.019904623678208583,5,48,0.8776493075459502,1,cancer_specific
Esophagus/Stomach,POU5F1,-1.1096146196822665,0.0038135847431188265,11,58,1.0,1,cancer_specific
Bladder/Urinary Tract,TTN,-1.1086165632572347,0.04282216701244379,8,26,1.0,1,cancer_specific
Breast,FOXF1,-1.1080657027243597,0.012083556209130968,5,48,0.8776493075459502,1,cancer_specific
Bladder/Urinary Tract,UBXN7,-1.1079749727452113,0.010394243201938026,8,26,1.0,2,cancer_specific
Uterus,EDA,-1.10744884023963,0.005835779104625947,22,12,0.3343174285145299,1,cancer_specific
Ovary/Fallopian Tube,OBP2A,-1.1070737080657294,0.012114660054219,9,19,0.3991841203346926,2,cancer_specific
Bladder/Urinary Tract,TTC29,-1.1069988000789395,0.04282216701244379,8,26,1.0,2,cancer_specific
Lymphoid,PRDM16,-1.1068840098972754,0.040707573414760966,6,87,0.7084790688144357,1,cancer_specific
Bladder/Urinary Tract,KLHL10,-1.1067945865768611,0.0068811740603928005,8,26,1.0,1,cancer_specific
Uterus,PAQR3,-1.106659874513293,0.005835779104625947,22,12,0.3343174285145299,1,cancer_specific
Breast,ZNF140,-1.1065586561634428,0.040347285503461186,5,48,0.8949562803774491,2,cancer_specific
Biliary Tract,KCNF1,-1.106307220075004,0.048430222528894264,4,30,0.6278632420710221,2,cancer_specific
Biliary Tract,BTN3A1,-1.1060808470237724,0.041961359323788174,4,30,0.6214543699352375,2,cancer_specific
Breast,AADACL2,-1.105692806648019,0.02186860230304023,5,48,0.8776493075459502,1,cancer_specific
Bowel,PROKR2,-1.1051610964126648,0.0023905849424324843,12,51,0.319892377632514,1,cancer_specific
Bowel,RAET1L,-1.1046583077571712,0.029125727668758247,9,40,0.48675795409026884,2,cancer_specific
Bladder/Urinary Tract,PROS1,-1.104535725481491,0.005962259511955253,8,26,1.0,2,cancer_specific
Uterus,CARTPT,-1.1042976484588336,0.0029481450685924595,22,12,0.32431404432473243,2,cancer_specific
Biliary Tract,GPCPD1,-1.1041636622111137,0.03092116612040711,4,30,0.6004309844800014,1,cancer_specific
Lymphoid,IGF1,-1.104150217078155,0.00671198991321279,6,87,0.6137357200341474,1,cancer_specific
Biliary Tract,SNX22,-1.1041068211735652,0.006684491978609626,4,30,0.4644416360294118,2,cancer_specific
Biliary Tract,ZIC5,-1.104066664906101,0.022209763670864243,4,30,0.5684101675016724,1,cancer_specific
Breast,SLC15A1,-1.1038458947155516,0.019904623678208583,5,48,0.8776493075459502,1,cancer_specific
Skin,PLPP6,-1.1038298599600593,0.023250647908182154,3,72,0.9969807075405016,2,cancer_specific
Bowel,TRNAU1AP,-1.1035518638282753,0.004964751891427395,12,51,0.3774466836933286,2,cancer_specific
Biliary Tract,CRIPT,-1.1028434627306318,0.026263584612730727,4,30,0.5898363377609109,1,cancer_specific
Breast,OR14A16,-1.1027405646331252,0.038791242676534075,4,44,0.8949562803774491,2,cancer_specific
Bladder/Urinary Tract,PLA2G4A,-1.1027374003261297,0.009084938679913489,8,26,1.0,1,cancer_specific
Breast,NSD2,-1.1026796623061195,0.034133363069465815,5,48,0.8914748538826587,1,cancer_specific
Skin,KCNRG,-1.1022731390118914,0.023250647908182154,3,72,0.9969807075405016,1,cancer_specific
Lymphoid,EMILIN2,-1.1020818658814797,0.015737685892278766,6,87,0.6540332218830897,1,cancer_specific
Uterus,DECR2,-1.1019877493699737,0.007257460073971664,22,12,0.3517122069902322,2,cancer_specific
Skin,BIK,-1.1017890101792687,0.04682710107367642,3,72,0.9969807075405016,1,cancer_specific
Breast,FAM43B,-1.1016185597839814,0.03132538937200425,5,48,0.8776493075459502,1,cancer_specific
Uterus,PLEKHA1,-1.1012529265060762,0.03825087996010347,22,12,0.44595352962588775,1,cancer_specific
Uterus,BID,-1.1006875309280624,0.006511801598046023,22,12,0.33942765829814897,1,cancer_specific
Skin,RIPPLY2,-1.1006350016202195,0.023250647908182154,3,72,0.9969807075405016,1,cancer_specific
Skin,PCNX3,-1.0999948843424172,0.043272861902998894,3,72,0.9969807075405016,2,cancer_specific
Biliary Tract,TM4SF5,-1.0998719696788182,0.03092116612040711,4,30,0.6004309844800014,1,cancer_specific
Lymphoid,POLE,-1.0998593417010263,0.009896315764856667,6,87,0.6137357200341474,1,cancer_specific
Breast,RUNX1T1,-1.0996804455629392,0.026259328114409772,5,48,0.8776493075459502,1,cancer_specific
Lung,ARL1,-1.099609279490293,0.007092017031951908,8,118,0.9997943488153372,1,cancer_specific
