gene,n_cancer_types,mean_cohens_d,min_fdr,cancer_types,is_swisnf
SYT13,1,-1.1434322784653361,0.9969807075405016,Skin,False
TCF25,1,-1.1431335120777035,0.29849194327383294,Ovary/Fallopian Tube,False
SLC12A1,1,-1.1428331151352253,0.9969807075405016,Skin,False
GJC2,1,-1.1426565480736166,0.35321402552304804,Uterus,False
C16orf95,1,-1.1415346851041714,0.9994757549302502,Pancreas,False
P3H1,1,-1.1410168389630675,0.6137357200341474,Lymphoid,False
ZNF480,1,-1.1401719902892828,0.9969807075405016,Skin,False
MELTF,1,-1.1397197821942389,0.6214543699352375,Biliary Tract,False
OR5I1,1,-1.1395103353562208,1.0,Bladder/Urinary Tract,False
OR6X1,1,-1.1391374399416452,0.33942765829814897,Uterus,False
PRDX1,1,-1.1388559842560428,0.9969807075405016,Skin,False
ABHD15,1,-1.1382684444681848,0.41567091797877737,Uterus,False
GCK,1,-1.1382564864578713,0.6137357200341474,Lymphoid,False
ADGRL1,1,-1.1380615856065477,0.9969807075405016,Skin,False
MPZL1,1,-1.1377628189729163,0.3011442637689808,Uterus,False
CHL1,1,-1.1365744819910362,0.8776493075459502,Breast,False
PRSS8,1,-1.1358705547281254,0.8776493075459502,Breast,False
S1PR4,1,-1.1343035049770553,0.5255361255558615,Biliary Tract,False
PEX5,1,-1.1342839872027066,0.35321402552304804,Uterus,False
GSDMC,1,-1.134169652841092,1.0,Bladder/Urinary Tract,False
IQCF5,1,-1.133652881392948,0.2991215025092648,Bowel,False
GRIK4,1,-1.133591150823251,0.8776493075459502,Breast,False
ENDOD1,1,-1.132489432365639,0.33214855032288565,Uterus,False
VIPR2,1,-1.1319927446871916,1.0,Esophagus/Stomach,False
ANXA4,1,-1.1310156190164258,0.3438652154763171,Ovary/Fallopian Tube,False
TMEM131,1,-1.1306560268744537,0.9969807075405016,Skin,False
DCLRE1C,1,-1.1305258809606937,0.5898363377609109,Biliary Tract,False
ST7L,1,-1.1304294168996725,0.9969807075405016,Skin,False
AOAH,1,-1.130341406105958,1.0,Bladder/Urinary Tract,False
DYM,1,-1.129256533639713,0.6137357200341474,Lymphoid,False
SELPLG,1,-1.1286919222270468,0.35321402552304804,Uterus,False
PDCD1,1,-1.1284054727081094,0.8949562803774491,Breast,False
CALU,1,-1.1282144641754954,0.6034249226006193,Biliary Tract,False
AKTIP,1,-1.127860831080318,1.0,Esophagus/Stomach,False
VWA8,1,-1.1269839569045086,0.8776493075459502,Breast,False
LANCL3,1,-1.1264485332038439,0.8776493075459502,Breast,False
BOP1,1,-1.1263311751159522,0.3343174285145299,Uterus,False
FOXL2,1,-1.1257274737825123,0.9969807075405016,Skin,False
STARD9,1,-1.12499145613142,0.6616268834463832,Lymphoid,False
GRPEL1,1,-1.1249626154179817,0.8914748538826587,Breast,False
KDM5A,1,-1.1240805088165113,0.6137357200341474,Lymphoid,False
GNA14,1,-1.1231299379520865,0.9969807075405016,Skin,False
SPRR1B,1,-1.1231015293310345,0.9994757549302502,Pancreas,False
MUC16,1,-1.1219360792227513,0.8914748538826587,Breast,False
TXNDC11,1,-1.1215963368139052,0.5255361255558615,Biliary Tract,False
RNMT,1,-1.121576106941188,0.6137357200341474,Lymphoid,False
TBX5,1,-1.1213767017030045,0.8914748538826587,Breast,False
GPR61,1,-1.120920847878678,0.33214855032288565,Uterus,False
NUS1,1,-1.120724997378205,0.32797536311417086,Uterus,False
EXOC2,1,-1.120083564982675,0.8776493075459502,Breast,False
CLIP4,1,-1.1200467495375928,0.8776493075459502,Breast,False
ARHGAP26,1,-1.120019546532805,0.9041286739135341,Breast,False
APOD,1,-1.1199264542395893,0.8776493075459502,Breast,False
BYSL,1,-1.1197053088596953,0.9994757549302502,Pancreas,False
ZNF500,1,-1.118997875218974,0.3011442637689808,Uterus,False
MTRES1,1,-1.1185405171596277,0.8776493075459502,Breast,False
NXT1,1,-1.1180574054453465,0.3100561446908712,Bowel,False
TRO,1,-1.118025546706764,0.9969807075405016,Skin,False
PGLYRP1,1,-1.1176407448358645,0.35321402552304804,Uterus,False
EMP3,1,-1.1173809892032787,1.0,Bladder/Urinary Tract,False
C5orf46,1,-1.1166961119503622,0.8914748538826587,Breast,False
FGL2,1,-1.1165115184027015,0.33214855032288565,Uterus,False
HOXC13,1,-1.1156061963764063,0.9969807075405016,Skin,False
SPANXN2,1,-1.1151567783492395,0.6004309844800014,Biliary Tract,False
UBE2O,1,-1.1147350393206306,0.6907930151804587,Lymphoid,False
ADISSP,1,-1.11468896801175,0.33214855032288565,Uterus,False
DIS3L2,1,-1.1144230453620563,0.6034249226006193,Biliary Tract,False
RNFT2,1,-1.1139365912331924,0.8776493075459502,Breast,False
OR2T29,1,-1.1138762451036415,0.9994757549302502,Pancreas,False
KEAP1,1,-1.1136421326904982,0.2923439264864039,Uterus,False
FAM209B,1,-1.113485560419354,0.6396936097382857,Lymphoid,False
ZNF160,1,-1.1134493649692552,0.5684101675016724,Biliary Tract,False
PFDN6,1,-1.111998458836123,1.0,Bladder/Urinary Tract,False
ERLN,1,-1.1115552713284222,0.5255361255558615,Biliary Tract,False
TBX10,1,-1.111523609013689,0.9969807075405016,Skin,False
PDLIM1,1,-1.111498202296834,0.3677629550929511,Bowel,False
FOSB,1,-1.1112059969195065,0.8776493075459502,Breast,False
OR51G2,1,-1.111120715879203,1.0,Esophagus/Stomach,False
CRISPLD1,1,-1.1105555189729133,0.9969807075405016,Skin,False
OR13C8,1,-1.1104679414055403,0.4071280465090441,Bowel,False
TARS1,1,-1.1103208056855347,1.0,Bladder/Urinary Tract,False
MGME1,1,-1.1101803212212134,0.9969807075405016,Skin,False
ZNF471,1,-1.1098874661772713,0.8776493075459502,Breast,False
POU5F1,1,-1.1096146196822665,1.0,Esophagus/Stomach,False
TTN,1,-1.1086165632572347,1.0,Bladder/Urinary Tract,False
FOXF1,1,-1.1080657027243597,0.8776493075459502,Breast,False
EDA,1,-1.10744884023963,0.3343174285145299,Uterus,False
PRDM16,1,-1.1068840098972754,0.7084790688144357,Lymphoid,False
KLHL10,1,-1.1067945865768611,1.0,Bladder/Urinary Tract,False
PAQR3,1,-1.106659874513293,0.3343174285145299,Uterus,False
AADACL2,1,-1.105692806648019,0.8776493075459502,Breast,False
PROKR2,1,-1.1051610964126648,0.319892377632514,Bowel,False
GPCPD1,1,-1.1041636622111137,0.6004309844800014,Biliary Tract,False
IGF1,1,-1.104150217078155,0.6137357200341474,Lymphoid,False
ZIC5,1,-1.104066664906101,0.5684101675016724,Biliary Tract,False
SLC15A1,1,-1.1038458947155516,0.8776493075459502,Breast,False
CRIPT,1,-1.1028434627306318,0.5898363377609109,Biliary Tract,False
PLA2G4A,1,-1.1027374003261297,1.0,Bladder/Urinary Tract,False
NSD2,1,-1.1026796623061195,0.8914748538826587,Breast,False
KCNRG,1,-1.1022731390118914,0.9969807075405016,Skin,False
EMILIN2,1,-1.1020818658814797,0.6540332218830897,Lymphoid,False
BIK,1,-1.1017890101792687,0.9969807075405016,Skin,False
FAM43B,1,-1.1016185597839814,0.8776493075459502,Breast,False
PLEKHA1,1,-1.1012529265060762,0.44595352962588775,Uterus,False
BID,1,-1.1006875309280624,0.33942765829814897,Uterus,False
RIPPLY2,1,-1.1006350016202195,0.9969807075405016,Skin,False
TM4SF5,1,-1.0998719696788182,0.6004309844800014,Biliary Tract,False
POLE,1,-1.0998593417010263,0.6137357200341474,Lymphoid,False
RUNX1T1,1,-1.0996804455629392,0.8776493075459502,Breast,False
ARL1,1,-1.099609279490293,0.9997943488153372,Lung,False
CLEC2B,1,-1.0995257015474345,0.6214543699352375,Biliary Tract,False
CDIPT,1,-1.09929823493686,0.9969807075405016,Skin,False
USP44,1,-1.0990996842505545,0.8776493075459502,Breast,False
MCM6,1,-1.0988144747384276,0.2991215025092648,Bowel,False
RGS8,1,-1.0986632304119965,0.9969807075405016,Skin,False
FMOD,1,-1.0986448445753665,0.8776493075459502,Breast,False
LRIG1,1,-1.0983116477707255,1.0,Bladder/Urinary Tract,False
OR5D16,1,-1.0982044125025872,0.3913844510372924,Bowel,False
CYP2D6,1,-1.0982015923796717,1.0,Bladder/Urinary Tract,False
ATF1,1,-1.0978803044565886,1.0,Bladder/Urinary Tract,False
HERC4,1,-1.0976367848367554,1.0,Bladder/Urinary Tract,False
KMT2A,1,-1.0971105350830563,0.8776493075459502,Breast,False
PJA2,1,-1.0961626752161175,0.9969807075405016,Skin,False
CHMP4A,1,-1.0960609662022605,0.35321402552304804,Uterus,False
SMIM22,1,-1.0958041448511946,0.36538501067420426,Uterus,False
ZNF8,1,-1.0950162241969192,0.33214855032288565,Uterus,False
PLEKHG7,1,-1.0950153927787372,0.8776493075459502,Breast,False
CLPTM1,1,-1.0950094786321058,0.9994757549302502,Pancreas,False
CCDC12,1,-1.0946603851712793,1.0,Bladder/Urinary Tract,False
EPB41L1,1,-1.0945860123448992,0.8776493075459502,Breast,False
LY6G5C,1,-1.0943089727773347,0.32797536311417086,Uterus,False
TDRP,1,-1.09426612947572,0.8776493075459502,Breast,False
TLR9,1,-1.0937742849770513,0.7241882556896287,Lymphoid,False
KIAA0319,1,-1.0921869914300812,0.6137357200341474,Lymphoid,False
MOSPD1,1,-1.0921613651072937,0.5684101675016724,Biliary Tract,False
SAR1A,1,-1.092097008614937,1.0,Bladder/Urinary Tract,False
LTB4R,1,-1.0917311389249766,0.6137357200341474,Lymphoid,False
CLK3,1,-1.0912229525217447,0.9997943488153372,Lung,False
HMGCS1,1,-1.0910516144693954,1.0,Bladder/Urinary Tract,False
PALB2,1,-1.0909713892444926,0.3100561446908712,Bowel,False
CRLF1,1,-1.0905283874704808,0.33746421321899756,Bowel,False
PDLIM7,1,-1.0894415451969834,0.8776493075459502,Breast,False
RNF207,1,-1.089419628473598,0.8776493075459502,Breast,False
CDC42EP2,1,-1.0892035622694032,0.6560885262082808,Lymphoid,False
FAF1,1,-1.0890644252182047,1.0,Bladder/Urinary Tract,False
APH1B,1,-1.0890260289163265,0.35702346963883996,Uterus,False
SMR3B,1,-1.0890141909421902,0.8776493075459502,Breast,False
LGALS8,1,-1.088416895753039,0.9969807075405016,Skin,False
MT1X,1,-1.0882935219302416,0.3776842131076968,Uterus,False
TPSG1,1,-1.0882061296250645,0.5898363377609109,Biliary Tract,False
GARRE1,1,-1.0879447888585227,0.6278632420710221,Biliary Tract,False
ACSBG2,1,-1.0879194289632401,0.9969807075405016,Skin,False
HAPLN1,1,-1.0875507421919453,0.2538567676471896,Bowel,False
MYCBP,1,-1.0870107134654396,0.6278632420710221,Biliary Tract,False
ZNF207,1,-1.086896560616243,0.9969807075405016,Skin,False
PGLYRP3,1,-1.0866634584838397,0.2991215025092648,Bowel,False
C1QTNF4,1,-1.0863326680018823,0.6396936097382857,Lymphoid,False
PID1,1,-1.0857090371657703,1.0,Bladder/Urinary Tract,False
CSAG1,1,-1.0855620208135397,1.0,Bladder/Urinary Tract,False
HTR1D,1,-1.085274129613713,0.8914748538826587,Breast,False
BRPF1,1,-1.0852187334270182,0.8776493075459502,Breast,False
PITX1,1,-1.0851929498587802,0.6137357200341474,Lymphoid,False
CATSPERG,1,-1.0851168976602639,0.33746421321899756,Bowel,False
OR4D6,1,-1.084937728415901,0.6907930151804587,Lymphoid,False
MPV17L2,1,-1.0844182122184007,0.9997943488153372,Lung,False
OPN1SW,1,-1.0839877912357256,1.0,Bladder/Urinary Tract,False
DMRTC2,1,-1.0839034463546426,0.32431404432473243,Uterus,False
CHRND,1,-1.083707101431592,0.6278632420710221,Biliary Tract,False
OR13C4,1,-1.0836630610678668,0.35702346963883996,Uterus,False
ZNF385A,1,-1.0832384845832823,0.9969807075405016,Skin,False
MTPN,1,-1.0826676923582084,0.8776493075459502,Breast,False
C9orf152,1,-1.0816865237648945,1.0,Esophagus/Stomach,False
PLXNB3,1,-1.0814932676783275,0.6137357200341474,Lymphoid,False
ATP6V1G3,1,-1.0814211790242012,0.6560885262082808,Lymphoid,False
WNT2,1,-1.080821695263788,0.8776493075459502,Breast,False
ZDHHC2,1,-1.080710758756229,0.5537864846051892,Biliary Tract,False
FAM193B,1,-1.0806116210677263,0.5684101675016724,Biliary Tract,False
ZSCAN9,1,-1.0802606504371766,1.0,Bladder/Urinary Tract,False
MSANTD3,1,-1.0802274055699903,0.308013596486265,Ovary/Fallopian Tube,False
CCDC178,1,-1.0799230988217456,0.8776493075459502,Breast,False
NAF1,1,-1.0797965225832362,0.9994757549302502,Pancreas,False
CNN2,1,-1.0793267334718242,0.8776493075459502,Breast,False
DPPA4,1,-1.079228809024236,0.8776493075459502,Breast,False
TMEM238,1,-1.0791349404315684,0.9969807075405016,Skin,False
CLUL1,1,-1.0780116320227273,0.9969807075405016,Skin,False
PLEKHG1,1,-1.0771751208931144,0.6137357200341474,Lymphoid,False
ZNF76,1,-1.0769344792697169,0.6640204893021006,Lymphoid,False
CD7,1,-1.0768289353660634,0.6137357200341474,Lymphoid,False
DNAJC5G,1,-1.0767468509292775,1.0,Esophagus/Stomach,False
RP1L1,1,-1.0762729396000597,0.8776493075459502,Breast,False
CLIP1,1,-1.0755334738368776,0.6137357200341474,Lymphoid,False
ZFAND5,1,-1.0752727885422086,0.3677629550929511,Bowel,False
XKR8,1,-1.0750764482225537,0.6137357200341474,Lymphoid,False
SLC39A3,1,-1.0750087136391426,1.0,Bladder/Urinary Tract,False
DNAH12,1,-1.0748724549452604,0.2991215025092648,Bowel,False
COLEC11,1,-1.0743324138927808,0.8776493075459502,Breast,False
UGT2B15,1,-1.0743125658920778,1.0,Bladder/Urinary Tract,False
LMBR1L,1,-1.0742991812353313,1.0,Esophagus/Stomach,False
GYG2,1,-1.074008375580964,0.8914748538826587,Breast,False
THAP1,1,-1.0739880913333208,0.9041286739135341,Breast,False
GRIN2D,1,-1.0737363124055392,0.32431404432473243,Uterus,False
ATXN7L1,1,-1.0737360277521302,0.33214855032288565,Uterus,False
CCDC158,1,-1.0734787837346407,0.3343174285145299,Uterus,False
UPP1,1,-1.0734460550334248,1.0,Bladder/Urinary Tract,False
GSS,1,-1.0733784376406756,1.0,Bladder/Urinary Tract,False
DNTT,1,-1.0722359047131647,0.8914748538826587,Breast,False
INO80B,1,-1.0721934021914983,1.0,Esophagus/Stomach,False
MMP15,1,-1.0720367955718983,0.9969807075405016,Skin,False
FKRP,1,-1.0712573510499162,0.3343174285145299,Uterus,False
FBXO44,1,-1.0712422596676174,0.8776493075459502,Breast,False
TRIM58,1,-1.0710974898808523,0.9994757549302502,Pancreas,False
EWSR1,1,-1.0710572547116712,0.6214543699352375,Biliary Tract,False
SNRNP200,1,-1.0710027703539031,0.9969807075405016,Skin,False
RPL10A,1,-1.0709716950469863,0.8776493075459502,Breast,False
IRF2BPL,1,-1.0703830537556935,0.33942765829814897,Uterus,False
TBX1,1,-1.0703245403356434,1.0,Bladder/Urinary Tract,False
CHRFAM7A,1,-1.0699807864452509,1.0,Bladder/Urinary Tract,False
PCMTD2,1,-1.0697510266475316,0.9997943488153372,Lung,False
ASB10,1,-1.0696094248880252,0.6787223146005714,Lymphoid,False
TMEM233,1,-1.0692795348385655,0.9994757549302502,Pancreas,False
PATZ1,1,-1.0692421200713538,0.5898363377609109,Biliary Tract,False
CFC1,1,-1.0686418677604563,0.5898363377609109,Biliary Tract,False
TMSB10,1,-1.0682894768745737,0.3011442637689808,Uterus,False
SYPL2,1,-1.067994586964818,0.35321402552304804,Uterus,False
CC2D1B,1,-1.0679421865009646,0.6034249226006193,Biliary Tract,False
ZMYM5,1,-1.0674252317283976,0.36538501067420426,Uterus,False
NXPH1,1,-1.0673922528445434,1.0,Bladder/Urinary Tract,False
GUCY1B1,1,-1.066861670147569,0.9997943488153372,Lung,False
ZNF592,1,-1.0664521301803138,0.405932533739189,Uterus,False
EEF1D,1,-1.0663452801210191,0.9994757549302502,Pancreas,False
COG1,1,-1.0663341608288304,0.9994757549302502,Pancreas,False
OR52E6,1,-1.0661994914868693,0.6034249226006193,Biliary Tract,False
NOP58,1,-1.0661940395690317,0.9997943488153372,Lung,False
GSG1,1,-1.0661594905087879,0.33214855032288565,Uterus,False
ZNF862,1,-1.066020110974549,0.8949562803774491,Breast,False
H2BC14,1,-1.0659081716461682,0.44662453857016415,Bowel,False
WASF1,1,-1.0658815570305349,0.6214543699352375,Biliary Tract,False
FAM98C,1,-1.0651824510454335,0.6137357200341474,Lymphoid,False
ZNF35,1,-1.0648682900824602,0.9994757549302502,Pancreas,False
PSMB4,1,-1.0644817168838925,0.6540332218830897,Lymphoid,False
HOOK3,1,-1.064475470249133,0.9969807075405016,Skin,False
ZNF16,1,-1.0642815921425894,0.9969807075405016,Skin,False
CBY2,1,-1.0639437945716363,0.6560885262082808,Lymphoid,False
MIS12,1,-1.0637561032263363,1.0,Bladder/Urinary Tract,False
PLTP,1,-1.0636707681666688,0.308013596486265,Ovary/Fallopian Tube,False
CAP2,1,-1.0634011124470821,0.6900386609823649,Lymphoid,False
SEC13,1,-1.0633498974218198,0.6263327077443914,Lymphoid,False
GPR88,1,-1.0633430331174833,0.9969807075405016,Skin,False
MLX,1,-1.0630475907362713,0.8949562803774491,Breast,False
FZD6,1,-1.0629154820348885,0.6034249226006193,Biliary Tract,False
CYP7A1,1,-1.062709757360984,0.2991215025092648,Bowel,False
CADM1,1,-1.0620646165416436,0.39857964058488676,Biliary Tract,False
RETSAT,1,-1.0619831047722514,0.6560885262082808,Lymphoid,False
SMIM5,1,-1.0618241841285698,0.6214543699352375,Biliary Tract,False
ATP11B,1,-1.0611697895194725,1.0,Bladder/Urinary Tract,False
POR,1,-1.0605937616828858,0.5537864846051892,Biliary Tract,False
MAGEA1,1,-1.0604654889950822,0.9994757549302502,Pancreas,False
EML1,1,-1.0604018359175127,0.6900386609823649,Lymphoid,False
SVEP1,1,-1.060266771190013,0.9041286739135341,Breast,False
ZNF696,1,-1.0601155805354412,0.9997943488153372,Lung,False
RHOF,1,-1.060013505494544,0.8776493075459502,Breast,False
PHETA2,1,-1.0596767209512872,0.6278632420710221,Biliary Tract,False
HOPX,1,-1.0595565275027192,0.6560885262082808,Lymphoid,False
CA3,1,-1.0595437040845432,0.38517488059003313,Uterus,False
ZNF132,1,-1.0592305487537894,0.9994757549302502,Pancreas,False
PUSL1,1,-1.0589125370216066,0.3753096057819562,Ovary/Fallopian Tube,False
HAPLN4,1,-1.0588895691152282,0.6616268834463832,Lymphoid,False
CDH4,1,-1.0588186948416143,0.8776493075459502,Breast,False
SSX5,1,-1.0585731810039523,0.9969807075405016,Skin,False
TRNT1,1,-1.0583922484278734,0.9997943488153372,Lung,False
INMT,1,-1.0582859372931528,0.3517122069902322,Uterus,False
TMEM135,1,-1.0579532775629314,0.9997943488153372,Lung,False
NPAS1,1,-1.0578444139684955,0.6278632420710221,Biliary Tract,False
OR5B21,1,-1.0576571083016875,0.4761061581854183,Bowel,False
NEXN,1,-1.0576203170956902,0.9969807075405016,Skin,False
MOG,1,-1.056880805322757,0.6560885262082808,Lymphoid,False
SH2D2A,1,-1.0565827259072396,0.6034249226006193,Biliary Tract,False
HOXA3,1,-1.0560263968325228,0.8776493075459502,Breast,False
ZNF785,1,-1.0559626184924213,1.0,Bladder/Urinary Tract,False
SPRN,1,-1.0556868462638076,0.35263192777650443,Ovary/Fallopian Tube,False
QSER1,1,-1.0553983024122426,0.29849194327383294,Ovary/Fallopian Tube,False
B3GNT8,1,-1.0549342081591544,0.35702346963883996,Uterus,False
AGO4,1,-1.0546509225485947,0.8776493075459502,Breast,False
SNRNP27,1,-1.0546253651207602,0.39465688759629697,Bowel,False
PSMD7,1,-1.0545402647390174,0.9969807075405016,Skin,False
PDCD6IP,1,-1.0540717484977098,0.9997943488153372,Lung,False
RPL3L,1,-1.0539294149121694,0.5255361255558615,Biliary Tract,False
PDE4D,1,-1.0537490973056833,0.3100561446908712,Bowel,False
ZBTB6,1,-1.0533265374220961,0.3677629550929511,Bowel,False
LRRC34,1,-1.0530214211608993,0.8776493075459502,Breast,False
KPNA7,1,-1.0522273328408218,0.35702346963883996,Uterus,False
UBE3A,1,-1.0519289413159234,1.0,Bladder/Urinary Tract,False
LHCGR,1,-1.051815666304663,0.9969807075405016,Skin,False
ASPHD1,1,-1.0518031957359146,0.3100561446908712,Bowel,False
CCNO,1,-1.0514228041554532,0.35321402552304804,Uterus,False
ITPKA,1,-1.0511907560696807,0.35321402552304804,Uterus,False
RTCB,1,-1.051142709261333,0.6004309844800014,Biliary Tract,False
TMEM179B,1,-1.0510504584196279,0.9969807075405016,Skin,False
LGI2,1,-1.051024947910464,1.0,Bladder/Urinary Tract,False
CEP70,1,-1.0506964893041248,1.0,Bladder/Urinary Tract,False
EDARADD,1,-1.049820048749557,0.8914748538826587,Breast,False
CLIP2,1,-1.0495792745290744,0.33942765829814897,Uterus,False
APOBEC3G,1,-1.0490065886914706,1.0,Bladder/Urinary Tract,False
C21orf91,1,-1.048979904520874,0.33214855032288565,Uterus,False
MEGF11,1,-1.048683053368294,0.6137357200341474,Lymphoid,False
SLU7,1,-1.048392503860151,0.3774466836933286,Bowel,False
SAGE1,1,-1.0483322481636241,1.0,Bladder/Urinary Tract,False
IK,1,-1.04824453409383,0.4071280465090441,Bowel,False
NHLRC4,1,-1.0481749994703298,0.3994722784130023,Uterus,False
CEP63,1,-1.04811406324948,0.2991215025092648,Bowel,False
PABPN1L,1,-1.0481032823284515,0.8776493075459502,Breast,False
SEPTIN6,1,-1.0479518546181803,0.8914748538826587,Breast,False
ATP8A2,1,-1.0478243191116519,0.6034249226006193,Biliary Tract,False
GEMIN4,1,-1.0475457050525026,0.9969807075405016,Skin,False
MUC17,1,-1.0474773647439788,0.6214543699352375,Biliary Tract,False
ARFIP1,1,-1.047277711989173,0.6137357200341474,Lymphoid,False
LHFPL2,1,-1.0471182330411684,0.38517488059003313,Uterus,False
BTG1,1,-1.046883182934745,0.9969807075405016,Skin,False
SEC22C,1,-1.046859130391393,0.8776493075459502,Breast,False
BBS2,1,-1.0466959009973553,0.9041286739135341,Breast,False
NDUFB9,1,-1.0459029481294002,0.3438652154763171,Ovary/Fallopian Tube,False
DLL3,1,-1.0458711010896136,0.6137357200341474,Lymphoid,False
PPP3CA,1,-1.0452988971576205,1.0,Esophagus/Stomach,False
HCFC2,1,-1.0452763908258103,0.8776493075459502,Breast,False
NDNF,1,-1.0452621174982335,0.29849194327383294,Ovary/Fallopian Tube,False
ARID3A,1,-1.045234479203938,0.8776493075459502,Breast,False
MAPK8,1,-1.045133531120918,0.3815151383956154,Bowel,False
H1-0,1,-1.045101238203411,0.8776493075459502,Breast,False
