comparison,treatment_id,drug_name,cohens_d,p_value,n_group_a,n_group_b,median_a,median_b,fdr,Drug.Name,MOA,repurposing_target,Synonyms
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00076949-001-02-9,RIMACALIB,-0.0622,0.8885437008531875,149,51,-0.3366,-0.3164,0.9883767312787048,RIMACALIB,,,RIMACALIB
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00076962-001-02-9,LAFLUNIMUS,0.091,0.4958321991478307,51,384,-0.0469,-0.0556,0.8638817609744343,LAFLUNIMUS,,,LAFLUNIMUS
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00076962-001-02-9,LAFLUNIMUS,0.1295,0.4817199953900887,149,51,0.0216,-0.0469,0.8854836929008201,LAFLUNIMUS,,,LAFLUNIMUS
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00077013-001-02-9,MAPRACORAT,-0.2284,0.1888085220774013,51,384,-0.1129,-0.05,0.6740871311040632,MAPRACORAT,,,MAPRACORAT
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00077013-001-02-9,MAPRACORAT,0.4089,0.0294144325552222,149,51,0.0208,-0.1129,0.5111563259360549,MAPRACORAT,,,MAPRACORAT
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00077023-001-02-9,OTESECONAZOLE,0.1361,0.3864912482889614,51,384,-0.2884,-0.3149,0.805541164706319,OTESECONAZOLE,,,OTESECONAZOLE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00077023-001-02-9,OTESECONAZOLE,-0.1247,0.4508541150216216,149,51,-0.3428,-0.2884,0.8714202792475978,OTESECONAZOLE,,,OTESECONAZOLE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00077076-019-02-9,FRAKEFAMIDE (TFA),0.2247,0.2023124548445906,51,384,0.277,0.2139,0.6884682472877219,FRAKEFAMIDE (TFA),,,FRAKEFAMIDE (TFA)
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00077076-019-02-9,FRAKEFAMIDE (TFA),-0.3427,0.140387815933789,149,51,0.1811,0.277,0.6819261210716713,FRAKEFAMIDE (TFA),,,FRAKEFAMIDE (TFA)
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00077192-001-02-9,"N-(2-BROMO-6-FLUOROPHENYL)-4,5-DIHYDRO-1H-IMIDAZOL",-0.1401,0.3004249111541521,51,384,-0.0163,0.0412,0.7546808291414808,"N-(2-BROMO-6-FLUOROPHENYL)-4,5-DIHYDRO-1H-IMIDAZOL",,,"N-(2-BROMO-6-FLUOROPHENYL)-4,5-DIHYDRO-1H-IMIDAZOL"
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00077192-001-02-9,"N-(2-BROMO-6-FLUOROPHENYL)-4,5-DIHYDRO-1H-IMIDAZOL",0.2463,0.1749004757920164,149,51,0.0457,-0.0163,0.7098471193232465,"N-(2-BROMO-6-FLUOROPHENYL)-4,5-DIHYDRO-1H-IMIDAZOL",,,"N-(2-BROMO-6-FLUOROPHENYL)-4,5-DIHYDRO-1H-IMIDAZOL"
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00077266-001-02-9,CCR2 ANTAGONIST 3,-0.2133,0.0850841200159602,51,384,-0.1034,0.0164,0.536300703342803,CCR2 ANTAGONIST 3,,,CCR2 ANTAGONIST 3
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00077266-001-02-9,CCR2 ANTAGONIST 3,0.2307,0.0862716342934186,149,51,0.0333,-0.1034,0.6258844526328753,CCR2 ANTAGONIST 3,,,CCR2 ANTAGONIST 3
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00077340-001-02-9,EPI-001,0.1294,0.5255405236109798,51,384,-0.0364,-0.1007,0.8768819463087643,EPI-001,,,EPI-001
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00077340-001-02-9,EPI-001,-0.1822,0.5100937217473533,149,51,-0.0998,-0.0364,0.8981181728586951,EPI-001,,,EPI-001
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00077386-001-02-9,LY2940094,-0.365,0.0305472989706191,51,384,0.0195,0.1203,0.3954309574210164,LY2940094,,,LY2940094
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00077386-001-02-9,LY2940094,0.5567,0.0052426773635107,149,51,0.1312,0.0195,0.3691469437048606,LY2940094,,,LY2940094
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00077460-001-02-9,ILORASERTIB,-0.2284,0.0768373407869605,51,384,-2.6178,-2.2513,0.5227710861156938,ILORASERTIB,,,ILORASERTIB
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00077460-001-02-9,ILORASERTIB,0.2454,0.1197952098014179,149,51,-2.2344,-2.6178,0.6653045709343575,ILORASERTIB,,,ILORASERTIB
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00077480-001-02-9,TRIFAROTENE,-0.1687,0.1526338961340005,51,384,-0.0909,0.0191,0.6330996669211139,TRIFAROTENE,,,TRIFAROTENE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00077480-001-02-9,TRIFAROTENE,0.0413,0.7965066065254363,149,51,-0.0812,-0.0909,0.97056171404968,TRIFAROTENE,,,TRIFAROTENE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00077635-304-01-2,ESTRAMUSTINE-PHOSPHATE,-0.1807,0.1851542751517791,44,271,-0.0651,0.0459,0.6711859918511518,ESTRAMUSTINE-PHOSPHATE,"DNA SYNTHESIS INHIBITOR, MICROTUBULE INHIBITOR","ESR1, ESR2, MAP1A, MAP2",ESTRAMUSTINE-PHOSPHATE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00077635-304-01-2,ESTRAMUSTINE-PHOSPHATE,0.2457,0.1094919979775922,113,44,0.0971,-0.0651,0.648058996301601,ESTRAMUSTINE-PHOSPHATE,"DNA SYNTHESIS INHIBITOR, MICROTUBULE INHIBITOR","ESR1, ESR2, MAP1A, MAP2",ESTRAMUSTINE-PHOSPHATE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00077698-001-02-9,BIMOSIAMOSE,-0.009,0.5721523934677503,51,384,-0.0067,0.0298,0.8926667439776473,BIMOSIAMOSE,,,BIMOSIAMOSE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00077698-001-02-9,BIMOSIAMOSE,-0.1552,0.5137009157622736,149,51,-0.0166,-0.0067,0.8988247505903835,BIMOSIAMOSE,,,BIMOSIAMOSE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00077939-001-02-9,GEMCABENE,-0.2542,0.0580923412847407,51,384,-0.2625,-0.2022,0.4833674294084238,GEMCABENE,,,GEMCABENE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00077939-001-02-9,GEMCABENE,0.2565,0.0793204349503043,149,51,-0.1961,-0.2625,0.625146797161663,GEMCABENE,,,GEMCABENE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00077971-001-02-9,BAY-85-8501,0.1035,0.3468669850346901,51,384,0.2122,0.1641,0.7822641287648231,BAY-85-8501,,,BAY-85-8501
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00077971-001-02-9,BAY-85-8501,-0.1261,0.7134805629980951,149,51,0.1942,0.2122,0.95346054374278,BAY-85-8501,,,BAY-85-8501
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00077991-001-02-9,DIFELIKEFALIN,-0.1181,0.472142354937652,51,384,0.0835,0.043,0.8560338024103222,DIFELIKEFALIN,,,DIFELIKEFALIN
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00077991-001-02-9,DIFELIKEFALIN,-0.0481,0.6823710434627324,149,51,0.0013,0.0835,0.9458667253563195,DIFELIKEFALIN,,,DIFELIKEFALIN
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00078070-001-02-9,"2,4-DIHYDROXYPYRIMIDINE-5-CARBOXYLIC ACID",-0.2985,0.0454453538502691,51,384,-0.1192,-0.0188,0.4516679784188213,"2,4-DIHYDROXYPYRIMIDINE-5-CARBOXYLIC ACID",,,"2,4-DIHYDROXYPYRIMIDINE-5-CARBOXYLIC ACID"
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00078070-001-02-9,"2,4-DIHYDROXYPYRIMIDINE-5-CARBOXYLIC ACID",0.3649,0.0573811953866199,149,51,-0.0111,-0.1192,0.5781520455189849,"2,4-DIHYDROXYPYRIMIDINE-5-CARBOXYLIC ACID",,,"2,4-DIHYDROXYPYRIMIDINE-5-CARBOXYLIC ACID"
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00078154-001-02-9,AR-9281,-0.1187,0.2204996927910067,51,384,0.0509,0.1033,0.6956715725979156,AR-9281,,,AR-9281
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00078154-001-02-9,AR-9281,-0.0467,0.9285302267831426,149,51,0.0558,0.0509,0.9937897599440138,AR-9281,,,AR-9281
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00078209-001-02-9,FULACIMSTAT,-0.0195,0.7075068713208355,51,384,0.0051,0.032,0.9288421609181114,FULACIMSTAT,,,FULACIMSTAT
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00078209-001-02-9,FULACIMSTAT,0.0945,0.4644321017307289,149,51,0.0687,0.0051,0.8793908272464231,FULACIMSTAT,,,FULACIMSTAT
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00078221-019-02-9,EPITALON (TFA),-0.2398,0.135405654694696,51,384,0.0092,0.0655,0.6137589433808666,EPITALON (TFA),,,EPITALON (TFA)
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00078221-019-02-9,EPITALON (TFA),0.3034,0.149665765610043,149,51,0.0634,0.0092,0.6878329193713828,EPITALON (TFA),,,EPITALON (TFA)
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00078317-001-02-9,SAR125844,-0.0006,0.8066089715904596,51,384,0.0053,-0.007,0.9568114407659216,SAR125844,,,SAR125844
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00078317-001-02-9,SAR125844,-0.0321,0.8182150271744322,149,51,0.0053,0.0053,0.974577723865348,SAR125844,,,SAR125844
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00078423-001-02-9,NAVOXIMOD,-0.0752,0.2178320352305819,51,384,-0.1365,-0.1085,0.693576683792307,NAVOXIMOD,,,NAVOXIMOD
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00078423-001-02-9,NAVOXIMOD,0.0581,0.4904934834873911,149,51,-0.1262,-0.1365,0.8882919481012854,NAVOXIMOD,,,NAVOXIMOD
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00078514-003-02-9,ETELCALCETIDE (HYDROCHLORIDE),-0.1327,0.3054324438895509,51,384,-0.0795,-0.0139,0.7552390000036602,ETELCALCETIDE (HYDROCHLORIDE),,,ETELCALCETIDE (HYDROCHLORIDE)
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00078514-003-02-9,ETELCALCETIDE (HYDROCHLORIDE),0.3047,0.0507424163847129,149,51,0.0193,-0.0795,0.5631613100149326,ETELCALCETIDE (HYDROCHLORIDE),,,ETELCALCETIDE (HYDROCHLORIDE)
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00078613-001-02-9,GLPG0974,-0.2201,0.0595202064749921,51,384,-0.1317,-0.0411,0.4833674294084238,GLPG0974,,,GLPG0974
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00078613-001-02-9,GLPG0974,0.2613,0.0723853396112917,149,51,-0.0637,-0.1317,0.6097970917626191,GLPG0974,,,GLPG0974
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00078614-001-02-9,GEMILUKAST,0.0653,0.8084454213898054,51,384,-0.1918,-0.1702,0.9574017167844936,GEMILUKAST,,,GEMILUKAST
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00078614-001-02-9,GEMILUKAST,-0.1106,0.6680321099827109,149,51,-0.1943,-0.1918,0.942067364828066,GEMILUKAST,,,GEMILUKAST
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00078770-001-02-9,4-CPA,-0.164,0.1133719083655132,51,384,-0.0103,0.0574,0.5865860707850242,4-CPA,,,4-CPA
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00078770-001-02-9,4-CPA,0.2067,0.0807703138322248,149,51,0.083,-0.0103,0.625146797161663,4-CPA,,,4-CPA
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00079018-003-02-9,NEPINALONE (HYDROCHLORIDE),-0.0969,0.811202072850737,51,384,0.2725,0.2992,0.9585906847644454,NEPINALONE (HYDROCHLORIDE),,,NEPINALONE (HYDROCHLORIDE)
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00079018-003-02-9,NEPINALONE (HYDROCHLORIDE),0.0759,0.5769906651161776,149,51,0.3228,0.2725,0.9194380659201132,NEPINALONE (HYDROCHLORIDE),,,NEPINALONE (HYDROCHLORIDE)
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00079087-001-02-9,DECOGLURANT,-0.0074,0.8873441021681701,51,384,-0.0605,-0.0209,0.9750876280501496,DECOGLURANT,,,DECOGLURANT
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00079087-001-02-9,DECOGLURANT,-0.1066,0.4227601367215045,149,51,-0.0642,-0.0605,0.859683522464913,DECOGLURANT,,,DECOGLURANT
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00079205-001-02-9,ISLATRAVIR,-0.1205,0.3312962009393121,51,384,-1.0342,-0.9351,0.7764526927375694,ISLATRAVIR,,,ISLATRAVIR
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00079205-001-02-9,ISLATRAVIR,0.2124,0.3520722597211502,149,51,-0.9284,-1.0342,0.8303475663447759,ISLATRAVIR,,,ISLATRAVIR
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00079239-001-02-9,E1210,0.0606,0.7819251272305778,51,384,-0.1542,-0.1863,0.9530194963014942,E1210,,,E1210
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00079239-001-02-9,E1210,-0.0204,0.901846164039923,149,51,-0.1917,-0.1542,0.9896097600485356,E1210,,,E1210
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00079286-003-02-9,CARCAINIUM (CHLORIDE),-0.0591,0.534861341611115,51,384,0.1316,0.1683,0.8783945414498602,CARCAINIUM (CHLORIDE),,,CARCAINIUM (CHLORIDE)
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00079286-003-02-9,CARCAINIUM (CHLORIDE),-0.0262,0.9776386731656972,149,51,0.1561,0.1316,1.0,CARCAINIUM (CHLORIDE),,,CARCAINIUM (CHLORIDE)
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00079290-001-02-9,PCO371,-0.135,0.2598248988248274,51,384,-0.1448,-0.1046,0.7254157331499087,PCO371,,,PCO371
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00079290-001-02-9,PCO371,0.0838,0.4276420479003092,149,51,-0.1174,-0.1448,0.8629092140395541,PCO371,,,PCO371
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00079347-066-02-9,MK-0941,-0.1295,0.1659787315083815,51,384,0.0037,0.0858,0.650690292691634,MK-0941,,,MK-0941
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00079347-066-02-9,MK-0941,0.0031,0.5011340416695105,149,51,0.0612,0.0037,0.8919854237287974,MK-0941,,,MK-0941
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00079404-001-02-9,LAS101057,-0.265,0.0264307302885877,51,384,-0.0345,0.071,0.3845716359633648,LAS101057,,,LAS101057
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00079404-001-02-9,LAS101057,0.1184,0.2610213336795236,149,51,0.0355,-0.0345,0.7706484704624901,LAS101057,,,LAS101057
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00079493-001-02-9,WAY-181187,-0.1278,0.2460493292623942,51,384,-0.3493,-0.2597,0.7158586563223386,WAY-181187,,,WAY-181187
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00079493-001-02-9,WAY-181187,0.3037,0.0659547531301338,149,51,-0.2362,-0.3493,0.5949113172404427,WAY-181187,,,WAY-181187
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00079505-019-02-9,ELAMIPRETIDE (TFA),-0.2283,0.1634566815879854,51,384,-0.3853,-0.3289,0.6472077630157166,ELAMIPRETIDE (TFA),,,ELAMIPRETIDE (TFA)
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00079505-019-02-9,ELAMIPRETIDE (TFA),0.2497,0.208203139363166,149,51,-0.3241,-0.3853,0.7428043967846126,ELAMIPRETIDE (TFA),,,ELAMIPRETIDE (TFA)
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00079520-001-02-9,TECARFARIN,0.0091,0.9475414266234492,51,384,-0.1143,-0.1044,0.9892009149434344,TECARFARIN,,,TECARFARIN
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00079520-001-02-9,TECARFARIN,-0.0418,0.9619951490519568,149,51,-0.1134,-0.1143,0.9975484212069008,TECARFARIN,,,TECARFARIN
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00079528-001-02-9,AMG 333,0.0105,0.8158016821576732,51,384,0.0421,0.0201,0.9597387209194588,AMG 333,,,AMG 333
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00079528-001-02-9,AMG 333,-0.1773,0.230271454078927,149,51,-0.007,0.0421,0.7488233588103039,AMG 333,,,AMG 333
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00079560-001-02-9,TYLVALOSIN,-0.0543,0.3858414723937543,51,384,-0.3857,-0.3117,0.805541164706319,TYLVALOSIN,,,TYLVALOSIN
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00079560-001-02-9,TYLVALOSIN,0.0946,0.2932108816534897,149,51,-0.2823,-0.3857,0.7921514064734779,TYLVALOSIN,,,TYLVALOSIN
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00080753-001-01-9,SPINOSAD,-0.117,0.4184607006722716,51,384,-0.1274,-0.1024,0.8244450894548304,SPINOSAD,,,SPINOSAD
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00080753-001-01-9,SPINOSAD,0.2737,0.0862716342934186,149,51,-0.0609,-0.1274,0.6258844526328753,SPINOSAD,,,SPINOSAD
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00084836-001-01-9,AFOXOLANER,0.0973,0.2741254204728557,51,384,0.1715,0.0936,0.7391123424796238,AFOXOLANER,,,AFOXOLANER
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00084836-001-01-9,AFOXOLANER,-0.1443,0.2133130263330572,149,51,0.0799,0.1715,0.7445459823397264,AFOXOLANER,,,AFOXOLANER
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00084839-001-01-9,DINOTEFURAN,0.0483,0.639169722661648,51,384,0.15,0.1133,0.9115342453450254,DINOTEFURAN,,,DINOTEFURAN
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00084839-001-01-9,DINOTEFURAN,0.1451,0.515509478309115,149,51,0.1578,0.15,0.8988594838497823,DINOTEFURAN,,,DINOTEFURAN
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00084841-001-01-9,FLUTICASONE FUROATE,-0.4153,0.0041115967679464,51,384,-1.034,-0.7812,0.2338745032716805,FLUTICASONE FUROATE,,,FLUTICASONE FUROATE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00084841-001-01-9,FLUTICASONE FUROATE,0.5117,0.0031623485455145,149,51,-0.7892,-1.034,0.3463281713555489,FLUTICASONE FUROATE,,,FLUTICASONE FUROATE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00084842-001-01-9,LOTILANER,-0.0277,0.7637798774229437,51,384,-0.2958,-0.2578,0.9445740298513724,LOTILANER,,,LOTILANER
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00084842-001-01-9,LOTILANER,0.1019,0.4325566308709198,149,51,-0.2344,-0.2958,0.8653662996945204,LOTILANER,,,LOTILANER
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00084846-001-01-9,OCLACITINIB,0.0255,0.6838503249217737,51,384,0.1231,0.0688,0.9246322336624054,OCLACITINIB,,,OCLACITINIB
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00084846-001-01-9,OCLACITINIB,-0.0865,0.5808251002084484,149,51,0.0782,0.1231,0.920018054428392,OCLACITINIB,,,OCLACITINIB
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00084847-001-01-9,PYRIPROXYFEN,-0.1474,0.2169479929732871,51,384,-0.2579,-0.1911,0.693576683792307,PYRIPROXYFEN,,,PYRIPROXYFEN
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00084847-001-01-9,PYRIPROXYFEN,0.2289,0.0953650689951305,149,51,-0.1549,-0.2579,0.6428609453252996,PYRIPROXYFEN,,,PYRIPROXYFEN
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00084848-001-01-9,SAROLANER,0.0026,0.9806113374256136,51,384,-0.083,-0.1117,0.9955668333014228,SAROLANER,,,SAROLANER
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00084848-001-01-9,SAROLANER,-0.0097,0.8269385873896048,149,51,-0.1114,-0.083,0.9762786237508352,SAROLANER,,,SAROLANER
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00085355-001-01-9,TELAVANCIN,-0.0745,0.733233506799697,51,384,-0.0635,-0.0889,0.9353737441371158,TELAVANCIN,,,TELAVANCIN
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00085355-001-01-9,TELAVANCIN,0.0649,0.844448886733757,149,51,-0.1117,-0.0635,0.9799443402255608,TELAVANCIN,,,TELAVANCIN
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00085357-001-01-9,FLUCICLOVINE,-0.2135,0.0463479816360352,51,384,-0.1161,0.0354,0.4547728255905768,FLUCICLOVINE,,,FLUCICLOVINE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00085357-001-01-9,FLUCICLOVINE,0.385,0.0130131906099581,149,51,0.0978,-0.1161,0.462615519589611,FLUCICLOVINE,,,FLUCICLOVINE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00087010-001-02-9,CC-92480,-0.0776,0.7119197018671994,51,384,-0.1451,-0.1313,0.9308255280184048,CC-92480,,,CC-92480
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00087010-001-02-9,CC-92480,0.422,0.0148606202904318,149,51,0.0596,-0.1451,0.4633601266373839,CC-92480,,,CC-92480
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00089583-001-01-9,INDOXACARB,0.0771,0.926797181660704,51,384,-0.0323,-0.006,0.9842816134583224,INDOXACARB,,,INDOXACARB
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00089583-001-01-9,INDOXACARB,-0.0858,0.8576327424444227,149,51,-0.0246,-0.0323,0.9830172586124234,INDOXACARB,,,INDOXACARB
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00090621-001-02-9,MOLNUPIRAVIR,-0.227,0.0205018953425054,51,384,-0.2147,-0.1279,0.3645901544420583,MOLNUPIRAVIR,,,MOLNUPIRAVIR
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00090621-001-02-9,MOLNUPIRAVIR,0.2109,0.0693232143404616,149,51,-0.1722,-0.2147,0.5988608465289242,MOLNUPIRAVIR,,,MOLNUPIRAVIR
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00090622-001-01-9,AMYLOID P-IN-1,0.0226,0.8854715435077812,51,384,-0.0595,-0.0457,0.9749342995127562,AMYLOID P-IN-1,,,AMYLOID P-IN-1
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00090622-001-01-9,AMYLOID P-IN-1,0.0486,0.9709329010669,149,51,-0.0597,-0.0595,0.9999445469807752,AMYLOID P-IN-1,,,AMYLOID P-IN-1
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00090624-001-01-9,UBROGEPANT,-0.079,0.6587831801526954,51,384,-3.8699,-3.8677,0.917473019874233,UBROGEPANT,,,UBROGEPANT
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00090624-001-01-9,UBROGEPANT,0.0408,0.7986706755539668,149,51,-3.9096,-3.8699,0.97056171404968,UBROGEPANT,,,UBROGEPANT
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00090625-001-01-9,NP-G2-044,-0.0656,0.4434281388009129,51,384,-0.2488,-0.1867,0.839385855159799,NP-G2-044,,,NP-G2-044
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00090625-001-01-9,NP-G2-044,0.0058,0.6060348693423389,149,51,-0.1706,-0.2488,0.9311364976262528,NP-G2-044,,,NP-G2-044
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00090626-001-01-9,PTC596,0.0384,0.8314869739820625,51,384,-3.0264,-3.1671,0.9644339858794336,PTC596,,,PTC596
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00090626-001-01-9,PTC596,-0.0537,0.6639571429948817,149,51,-3.2722,-3.0264,0.9413804179317584,PTC596,,,PTC596
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00090627-050-01-9,ARIMOCLOMOL (MALEATE),-0.3234,0.0284248745496343,51,384,-0.0877,-0.0315,0.3913894573657814,ARIMOCLOMOL (MALEATE),,,ARIMOCLOMOL (MALEATE)
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00090627-050-01-9,ARIMOCLOMOL (MALEATE),0.2787,0.0639188056821596,149,51,-0.0228,-0.0877,0.591292493980741,ARIMOCLOMOL (MALEATE),,,ARIMOCLOMOL (MALEATE)
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00090628-001-01-9,AB-680,-0.1507,0.1536568070436316,51,384,-0.9874,-0.9079,0.633472811066338,AB-680,,,AB-680
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00090628-001-01-9,AB-680,0.251,0.015807304432743,149,51,-0.7573,-0.9874,0.4633601266373839,AB-680,,,AB-680
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00090629-001-01-9,RBN-2397,0.0877,0.802939278499958,51,384,-0.7092,-0.7334,0.9566373252753108,RBN-2397,,,RBN-2397
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00090629-001-01-9,RBN-2397,0.0521,0.7366045048813605,149,51,-0.6834,-0.7092,0.9572334139989356,RBN-2397,,,RBN-2397
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00090631-001-01-9,DEPRODONE PROPIONATE,-0.2888,0.1398033689146594,51,384,-0.3648,-0.2452,0.6172073309041207,DEPRODONE PROPIONATE,,,DEPRODONE PROPIONATE
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00090631-001-01-9,DEPRODONE PROPIONATE,0.3934,0.0240474897672765,149,51,-0.1217,-0.3648,0.4866781448441642,DEPRODONE PROPIONATE,,,DEPRODONE PROPIONATE
CDKN2A-del_MTAP-intact_vs_intact,BRD:BRD-K00090633-001-01-9,GSK-626616,-0.0922,0.3768148126097012,51,384,-0.3996,-0.3463,0.8029171840654886,GSK-626616,,,GSK-626616
MTAP-confound_within_CDKN2A-del,BRD:BRD-K00090633-001-01-9,GSK-626616,0.134,0.4644321017307289,149,51,-0.3698,-0.3996,0.8793908272464231,GSK-626616,,,GSK-626616
