ModelID,CellLineName,OncotreeLineage,OncotreePrimaryDisease,OncotreeSubtype,MTAP_CN,MTAP_deleted,MTAP_expression
ACH-000735,PE/CA-PJ49,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,0.7162680484209654,False,3.9077175037409417
ACH-000736,SNU-601,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Signet Ring Cell Carcinoma of the Stomach,1.0169814294918396,False,4.88964389119976
ACH-000737,NCI-H1385,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,,False,1.8321325269959157
ACH-000738,GB-1,CNS/Brain,Diffuse Glioma,Glioblastoma,1.1803387352961344e-05,True,0.232074965083653
ACH-000739,Hep G2,Liver,Hepatoblastoma,Hepatoblastoma,1.010012655796732,False,4.732122642900052
ACH-000740,A-253,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,0.8477796358480554,False,5.447354377788991
ACH-000741,U-BLC1,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,,False,5.141367390759703
ACH-000742,DM-3,Fibroblast,Non-Cancerous,"Fibroblast, Lung",,False,4.527689680384583
ACH-000743,COR-L95,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,,False,4.592827754784285
ACH-000744,NCI-H1623,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,False,3.5946440891047673
ACH-000745,MOLP-8,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,False,0.0509460174010045
ACH-000746,GSS,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,0.8729384597681037,False,5.023685612301513
ACH-000747,NCI-H1703,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0.6492542412975449,False,4.9694774694247315
ACH-000748,SJSA-1,Bone,Osteosarcoma,Osteosarcoma,0.7018561772946942,False,3.73035736650176
ACH-000749,DMS 273,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.0257478893798668,False,5.506516258366916
ACH-000750,LOX IMVI,Skin,Melanoma,Melanoma,0.0029920087507329,True,3.665335917185176
ACH-000751,OCI-M1,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,,False,4.040962547778498
ACH-000752,NCI-H196,Lung,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,1.0402533548400268,False,5.21373220829956
ACH-000753,JMSU-1,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,1.1816964312310918,False,5.692416038586145
ACH-000754,L-428,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,0.8153568108953069,False,3.9680538775793592
ACH-000755,HCC2218,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,,False,4.378192530411005
ACH-000756,GI-1,CNS/Brain,Diffuse Glioma,Gliosarcoma,1.0382399332740522,False,5.147685234439617
ACH-000757,A427,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,False,6.238670323633874
ACH-000758,MKN74,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,0.6499855081188268,False,3.7245083961071104
ACH-000759,MDA-MB-175-VII,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,0.9070922480854252,False,4.606501450850398
ACH-000760,LNZ308,CNS/Brain,Diffuse Glioma,Glioblastoma,1.0187283043038482,False,4.980157861183225
ACH-000761,NUGC-2,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,False,2.4761457558800735
ACH-000762,YD-38,Head and Neck,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,1.1091152928487036,False,5.841228439788238
ACH-000763,MM1-S,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,0.7023894780078694,False,4.399485580734252
ACH-000764,SH-10-TC,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Mucinous Stomach Adenocarcinoma,0.6604938107156665,False,3.869713510255383
ACH-000765,WM983B,Skin,Melanoma,Melanoma,,False,4.6749746782750705
ACH-000766,NCI-H1648,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,1.116823545933868e-05,True,0.2061968445965437
ACH-000767,NCI-H526,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.254996489700856,False,5.419741124307269
ACH-000768,MDA-MB-231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,1.3420143863774462e-05,True,0.3561562083325099
ACH-000769,LK-2,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,1.1199796880356596,False,5.623108920220588
ACH-000770,P31/FUJ,Myeloid,Acute Myeloid Leukemia,Acute Myeloid Leukemia,1.0417627001057923,False,5.9459424018132845
ACH-000771,BICR 56,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,1.002618336696352,False,4.351267892981166
ACH-000772,TE 441.T,Soft Tissue,CIC-DUX4 Sarcoma,CIC-DUX4 Sarcoma,,False,4.188250570093723
ACH-000773,Ki-JK,Lymphoid,Mature T and NK Neoplasms,Anaplastic Large-Cell Lymphoma ALK Positive,1.089013698343022,False,0.0406694355168199
ACH-000774,RERF-LC-Ad2,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,False,4.538513332176161
ACH-000775,NCI-H727,Lung,Lung Neuroendocrine Tumor,Lung Carcinoid,,False,4.199044095938128
ACH-000776,ONS-76,CNS/Brain,Embryonal Tumor,Medulloblastoma,1.116823545933868e-05,True,0.1401543342898983
ACH-000777,KYSE-30,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,0.8150524820417896,False,4.469241306948849
ACH-000778,HSC-3,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,1.2500686778656247,False,6.2477642518726695
ACH-000779,PC-9,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,False,4.830209681378166
ACH-000780,NCI-H1105,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.7757154965565575,False,4.7584311077623935
ACH-000781,NCI-H2023,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,5.628219935202104e-05,True,1.3833918762982027
ACH-000782,SEM,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,1.0435853691503356,False,5.70515682434786
ACH-000783,CAMA-1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,1.0904567730459056,False,4.6341227476911735
ACH-000784,KYSE-70,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,0.0113316897612431,True,4.260191300370881
ACH-000785,NCI-H2126,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,1.1909401330325452e-05,True,0.2631401995910687
ACH-000786,Daudi,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,,False,4.062000791307771
ACH-000787,LXF-289,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,False,6.495631211958446
ACH-000788,A2058,Skin,Melanoma,Melanoma,1.0155860422501464,False,6.132478137238252
ACH-000789,NCI-H810,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,,False,5.098276372677811
ACH-000790,SHP-77,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.6931402081015934,False,4.725424884831295
ACH-000791,RERF-LC-Ad1,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,1.25579464758371e-05,True,0.2044775567652809
ACH-000792,BFTC-909,Kidney,Renal Cell Carcinoma,Renal Cell Carcinoma,7.071280511234127e-05,True,0.1651697446805403
ACH-000793,KATO III,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Signet Ring Cell Carcinoma of the Stomach,1.1612354384722232,False,5.446699558866534
ACH-000794,BICR 22,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,,False,2.921017324731991
ACH-000795,MOLT-13,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma,T-Cell Acute Lymphoblastic Leukemia,,False,
ACH-000796,MCAS,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Mucinous Ovarian Cancer,0.9395146284298042,False,5.313605029429645
ACH-000797,HLF-a,Fibroblast,Non-Cancerous,"Fibroblast, Lung",,False,4.53531892902125
ACH-000798,CL-40,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,False,4.750756554465928
ACH-000799,Hs 695T,Skin,Melanoma,Melanoma,0.176829243955653,True,2.7074784083477432
ACH-000800,NCI-H446,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.256090822019816,False,5.442877163517358
ACH-000801,Hs 936.T,Skin,Melanoma,Melanoma,0.8258000803341576,False,5.128132524283636
ACH-000802,BFTC-905,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,0.0036923366458163,True,4.2634250828389115
ACH-000803,COLO 668,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.0703743869498608,False,5.39185362482981
ACH-000804,NB-1,Peripheral Nervous System,Neuroblastoma,Neuroblastoma,0.8976177312821858,False,4.671287710402016
ACH-000805,COLO-679,Skin,Melanoma,Cutaneous Melanoma,0.6667059826151701,False,4.99012893063529
ACH-000806,L-540,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,,False,0.7112763933881223
ACH-000807,SNU-738,CNS/Brain,Diffuse Glioma,Oligodendroglioma,1.27226613342126e-05,True,0.2166237258597702
ACH-000808,HuH28,Biliary Tract,Intraductal Papillary Neoplasm of the Bile Duct,Intrahepatic Cholangiocarcinoma,,False,4.469306438143541
ACH-000809,KYSE-410,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,0.9420857215344612,False,5.325346834993126
ACH-000810,SK-MEL-30,Skin,Melanoma,Cutaneous Melanoma,0.757637386004898,False,4.604741499152566
ACH-000811,SK-OV-3,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Serous Ovarian Cancer,0.7103031178606479,False,4.396097822408688
ACH-000812,COLO-783,Skin,Melanoma,Melanoma,,False,5.706331622617425
ACH-000813,T3M-10,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,,False,5.123852397369978
ACH-000814,Hs 939.T,Skin,Melanoma,Melanoma,0.9730929420832176,False,5.679691210162246
ACH-000815,KM-H2,Lymphoid,Hodgkin Lymphoma,Hodgkin Lymphoma,,False,0.9129065766320016
ACH-000816,NCI-H524,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.0115608527171296,False,5.782563205998562
ACH-000817,RPMI 8226,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,0.927226410455772,False,4.847245307141812
ACH-000818,BT-483,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,0.8811281023614602,False,3.732725058186093
ACH-000819,LN-18,CNS/Brain,Diffuse Glioma,Glioblastoma,1.1828777119709831e-05,True,0.1133711217573739
ACH-000820,SW403,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,1.0291410427621737,False,5.083192089404139
ACH-000821,EJM,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,False,5.332160106710907
ACH-000822,SK-MEL-24,Skin,Melanoma,Melanoma,9.738895424722766e-05,True,0.6810390003213508
ACH-000823,KYSE-140,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,False,6.173930928379428
ACH-000824,KYSE-510,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,False,5.225695243314518
ACH-000825,HOP-92,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,,False,4.3281542964627855
ACH-000826,CAL-12T,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,0.9127308823828172,False,5.234895969058122
ACH-000827,WM793,Skin,Melanoma,Melanoma,1.0350711329246225,False,5.1484460755288834
ACH-000828,ZR-75-30,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,,False,4.1177781448293285
ACH-000829,HuNS1,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,1.0165560702306164,False,4.947156495300081
ACH-000830,NCI-H1436,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.9843108971629418,False,5.168228838078029
ACH-000831,HEC-50B,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,5.261158600326868e-05,True,4.421701312664405
ACH-000832,CAL 27,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,1.1063758926658087,False,5.518799482964131
ACH-000833,RH-30,Soft Tissue,Rhabdomyosarcoma,Alveolar Rhabdomyosarcoma,0.937572493637136,False,4.049953073002905
ACH-000834,UM-UC-1,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,0.6598761755577801,False,3.3596209636907317
ACH-000835,GCT,Soft Tissue,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma,0.834539381723416,False,5.403727865941565
ACH-000836,YD-15,Head and Neck,Head and Neck Squamous Cell Carcinoma,Oral Cavity Squamous Cell Carcinoma,0.8065865518884772,False,5.386238444326882
ACH-000837,NCI-H322,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,1.3385770221530344e-05,True,0.2488845380046229
ACH-000838,AMO-1,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,0.9107071848186205,False,3.4381397900192785
ACH-000839,SCaBER,Bladder/Urinary Tract,Bladder Squamous Cell Carcinoma,Bladder Squamous Cell Carcinoma,0.7025363450405537,False,3.723744210508531
ACH-000840,HCC-366,Lung,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,0.9398774506521632,False,5.083455924899895
ACH-000841,NCI-H2087,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.5415984154457923,False,4.499150675363698
ACH-000842,SW 480,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,0.9376652074245792,False,3.863205026165575
ACH-000843,HARA,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0.9361677690062142,False,6.255498844802856
ACH-000844,DMS 454,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.0732652736621813,False,5.01993760060671
ACH-000845,NCI-H1373,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,1.0883477286318028,False,5.669613591651682
ACH-000846,FaDu,Head and Neck,Head and Neck Squamous Cell Carcinoma,Hypopharynx Squamous Cell Carcinoma,0.8670175311094568,False,5.096725694687774
ACH-000847,HGC-27,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,1.2662249387764093,False,5.074222829528906
ACH-000848,JHH-7,Liver,Hepatocellular Carcinoma,Hepatocellular Carcinoma,0.8244942255791098,False,5.192991057842209
ACH-000849,MDA-MB-468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,0.8268134112978498,False,4.9388691513727005
ACH-000850,Hs 698.T,Fibroblast,Non-Cancerous,"Fibroblast, Colorectal",,False,4.552045011351581
ACH-000851,MOR/CPR,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,False,3.4457915807981467
ACH-000852,NCI-H1435,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.7461153515249602,False,4.519283987835642
ACH-000853,NCI-H661,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,0.9964342075609096,False,4.080981636491173
ACH-000854,OCI-MY5,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,,False,4.840694852176008
ACH-000855,KYSE-150,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,0.7984312146087726,False,5.062095801203841
ACH-000856,CAL-51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,0.9866330536884796,False,5.255912333484264
ACH-000857,CAL-85-1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,1.324929272167198,False,5.425788251145304
ACH-000858,KNS-62,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0.968554988230097,False,4.970839852982624
ACH-000859,HCC1954,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,0.882775538632013,False,5.675285264988063
ACH-000860,NCI-H358,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,False,5.083885618139376
ACH-000861,HOP-62,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.9764337270921744,False,4.565414390410533
ACH-000862,KMBC-2,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,,False,5.0968606024373235
ACH-000863,DBTRG-05MG,CNS/Brain,Diffuse Glioma,Glioblastoma,,False,4.384125808842296
ACH-000864,COLO 684,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,,False,3.868765771649522
ACH-000865,KYSE-450,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,0.8992785823136324,False,7.024330761802803
ACH-000866,NCI-H1048,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.0527851614648909,False,4.9977349950764935
ACH-000867,ChaGo-K-1,Lung,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,0.652862496982093,False,3.9471237585918297
ACH-000868,HCC-1195,Lung,Non-Small Cell Lung Cancer,Lung Adenosquamous Carcinoma,,False,3.564292799468859
ACH-000869,NCI-H1568,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.8996910088442095,False,5.41473089400469
ACH-000870,NCI-H1930,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,1.2396631882371123,False,5.440978766754435
ACH-000871,NCI-H510,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.8741775195751451,False,5.265699425855145
ACH-000872,HCC515,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.813024059362937,False,4.486141557015365
ACH-000873,KYSE-270,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,,False,3.966393550379496
ACH-000874,RS4;11,Lymphoid,B-Cell Acute Lymphoblastic Leukemia,B-Cell Acute Lymphoblastic Leukemia,1.116823545933868e-05,True,0.1462237826747304
ACH-000875,NCI-H2347,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,False,4.966661176698773
ACH-000876,MDA-MB-415,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,,False,4.138445885964559
ACH-000877,EB1,Lymphoid,Mature B-Cell Neoplasms,Burkitt Lymphoma,,False,4.945738783224376
ACH-000878,HCC-15,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0.0003075082242656,True,1.9821703764495056
ACH-000879,MFE-296,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,1.0531182476552792,False,5.003345874698077
ACH-000880,AGS,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,1.059938084705936,False,6.065374125585908
ACH-000881,MEL-JUSO,Skin,Melanoma,Cutaneous Melanoma,0.0019737423493792,True,1.3575463745776704
ACH-000882,IGR-1,Skin,Melanoma,Melanoma,1.252838613260902e-05,True,0.0
ACH-000883,SW 1783,CNS/Brain,Diffuse Glioma,Anaplastic Astrocytoma,1.126468168995316,False,5.5917153163325
ACH-000884,MDA-MB-435S,Skin,Melanoma,Melanoma,,False,5.733009896735538
ACH-000885,TOV-21G,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,,False,4.776561997365891
ACH-000886,NCI-H2009,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,False,5.810453386738256
ACH-000887,SF-172,CNS/Brain,Diffuse Glioma,Glioblastoma,1.1856686763560818e-05,True,0.3335382287882167
ACH-000888,NCI-H1793,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.9823855613509366,False,4.64839066024572
ACH-000889,KMM-1,Lymphoid,Mature B-Cell Neoplasms,Plasma Cell Myeloma,0.9576710874207433,False,5.1016122603164185
ACH-000890,SW 1271,Lung,SMARCA4-deficient undifferentiated tumor,SMARCA4-deficient undifferentiated tumor,0.3652464860521887,True,3.6648468815073887
ACH-000891,HCC-1438,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,,False,5.372603915204483
ACH-000892,NCI-H1563,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,False,0.2265714151450224
ACH-000893,NCI-H1651,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,,False,0.1293120354333753
ACH-000894,NCI-H1869,Lung,Non-Small Cell Lung Cancer,Lung Squamous Cell Carcinoma,0.9395002707557508,False,5.76293077307578
ACH-000895,CL-34,Bowel,Colorectal Adenocarcinoma,Colon Adenocarcinoma,,False,5.473657050230699
ACH-000896,647-V,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,0.9190408379157352,False,5.41691403609277
ACH-000897,FTC-238,Thyroid,Well-Differentiated Thyroid Cancer,Follicular Thyroid Cancer,,False,5.64347238184513
ACH-000898,SNU-719,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Tubular Stomach Adenocarcinoma,0.9871594068963376,False,6.601720283913531
ACH-000899,WM88,Skin,Melanoma,Melanoma,0.0830739568877902,True,5.189599243704729
ACH-000900,NCI-H23,Lung,Non-Small Cell Lung Cancer,Lung Adenocarcinoma,0.6140745708190678,False,3.8129807543593417
ACH-000901,HCC-1359,Lung,Non-Small Cell Lung Cancer,Giant Cell Carcinoma of the Lung,1.7239264541518423e-05,True,0.2726503114534004
ACH-000902,CAL-148,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,,False,4.4913336326058735
ACH-000903,FTC-133,Thyroid,Well-Differentiated Thyroid Cancer,Follicular Thyroid Cancer,0.9935235523888468,False,4.296082918837117
ACH-000904,NCI-H2106,Lung,Non-Small Cell Lung Cancer,Large Cell Lung Carcinoma,,False,5.15223210310563
ACH-000905,5637,Bladder/Urinary Tract,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,1.3243729737169987,False,6.181124421653963
ACH-000906,ES-2,Ovary/Fallopian Tube,Ovarian Epithelial Tumor,Clear Cell Ovarian Cancer,1.0665327513930107,False,5.742165243594751
ACH-000907,SNU-349,Kidney,Renal Cell Carcinoma,Renal Clear Cell Carcinoma,0.758811391823434,False,3.4839705161431302
ACH-000908,SNU-520,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,,False,4.851259316353225
ACH-000909,JHUEM-2,Uterus,Endometrial Carcinoma,Endometrial Carcinoma,,False,5.35655584932841
ACH-000910,MDA-MB-453,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,0.6346244547477833,False,3.5173386916175255
ACH-000911,NUGC-3,Esophagus/Stomach,Esophagogastric Adenocarcinoma,Stomach Adenocarcinoma,0.9875723425759888,False,4.823902180078649
ACH-000912,NCI-H2286,Lung,Lung Neuroendocrine Tumor,Small Cell Lung Cancer,0.7459191277190907,False,4.781202320025852
ACH-000913,ESS-1,Uterus,Uterine Sarcoma/Mesenchymal,Endometrial Stromal Sarcoma,1.0533892243383447,False,5.4593955508104255
ACH-000914,HT,Lymphoid,Mature B-Cell Neoplasms,"Diffuse Large B-Cell Lymphoma, NOS",1.0124555074094037,False,5.152832404689421
